GENE	COVERAGE	STRAIN	GROUP
QG37_06611	0.4274	CDC_B11096	Pakistan
QG37_06611	0.4191	CDC_B11097	Pakistan
QG37_06611	0.4332	CDC_B11098	Pakistan
QG37_06611	0.4496	CDC_B11099	Pakistan
QG37_06611	0.3891	CDC_B11101	Pakistan
QG37_06611	0.3653	CDC_B11102	Pakistan
QG37_06611	0.3495	CDC_B11103	Pakistan
QG37_06611	0.4147	CDC_B11105	Pakistan
QG37_06611	0.4019	CDC_B11112	Pakistan
QG37_06611	0.4046	CDC_B11113	Pakistan
QG37_06611	0.5098	CDC_B11114	Pakistan
QG37_06611	0.4353	CDC_B11115	Pakistan
QG37_06611	0.3748	CDC_B11116	Pakistan
QG37_06611	0.4409	CDC_B11117	Pakistan
QG37_06611	0.3234	CDC_B11118	Pakistan
QG37_06611	0.3710	CDC_B11119	Pakistan
QG37_06611	0.3154	CDC_B11200	India
QG37_06611	0.3998	CDC_B11201	India
QG37_06611	0.3239	CDC_B11205	India
QG37_06611	0.3851	CDC_B11206	India
QG37_06611	0.4516	CDC_B11207	India
QG37_06611	0.3571	CDC_B11208	India
QG37_06611	0.4356	CDC_B11209	India
QG37_06611	0.4255	CDC_B11210	India
QG37_06611	0.4289	CDC_B11212	India
QG37_06611	0.3499	CDC_B11213	India
QG37_06611	0.4239	CDC_B11214	India
QG37_06611	0.4573	CDC_B11215	India
QG37_06611	0.4507	CDC_B11216	India
QG37_06611	0.4520	CDC_B11217	India
QG37_06611	0.3121	CDC_B11218	India
QG37_06611	0.3847	CDC_B11219	India
QG37_06611	0.0013	CDC_B11220	Japan
QG37_06611	0.4198	CDC_B11221	South Africa
QG37_06611	0.4402	CDC_B11222	South Africa
QG37_06611	0.3482	CDC_B11223	South Africa
QG37_06611	0.4600	CDC_B11224	South Africa
QG37_06611	0.4429	CDC_B11225	South Africa
QG37_06611	0.3680	CDC_B11226	South Africa
QG37_06611	0.3513	CDC_B11227	South Africa
QG37_06611	0.3974	CDC_B11228	South Africa
QG37_06611	0.3589	CDC_B11229	South Africa
QG37_06611	0.3821	CDC_B11230	South Africa
QG37_06611	0.4364	CDC_B11243	Venezuela
QG37_06611	0.5985	CDC_B11244	Venezuela
QG37_06611	0.4720	CDC_B11245	Venezuela
QG37_06611	0.5587	CDC_B11246	Venezuela
QG37_06611	0.5370	CDC_B11247	Venezuela
QG37_06612	0.7873	CDC_B11096	Pakistan
QG37_06612	0.6783	CDC_B11097	Pakistan
QG37_06612	0.7069	CDC_B11098	Pakistan
QG37_06612	0.6566	CDC_B11099	Pakistan
QG37_06612	0.6385	CDC_B11101	Pakistan
QG37_06612	0.7353	CDC_B11102	Pakistan
QG37_06612	0.6512	CDC_B11103	Pakistan
QG37_06612	0.7370	CDC_B11105	Pakistan
QG37_06612	0.7234	CDC_B11112	Pakistan
QG37_06612	0.7521	CDC_B11113	Pakistan
QG37_06612	0.5876	CDC_B11114	Pakistan
QG37_06612	0.5277	CDC_B11115	Pakistan
QG37_06612	0.5356	CDC_B11116	Pakistan
QG37_06612	0.6150	CDC_B11117	Pakistan
QG37_06612	0.5622	CDC_B11118	Pakistan
QG37_06612	0.6001	CDC_B11119	Pakistan
QG37_06612	0.7269	CDC_B11200	India
QG37_06612	0.7299	CDC_B11201	India
QG37_06612	0.5926	CDC_B11205	India
QG37_06612	0.7387	CDC_B11206	India
QG37_06612	0.7028	CDC_B11207	India
QG37_06612	0.5893	CDC_B11208	India
QG37_06612	0.7192	CDC_B11209	India
QG37_06612	0.7001	CDC_B11210	India
QG37_06612	0.6185	CDC_B11212	India
QG37_06612	0.6132	CDC_B11213	India
QG37_06612	0.5844	CDC_B11214	India
QG37_06612	0.6307	CDC_B11215	India
QG37_06612	0.4960	CDC_B11216	India
QG37_06612	0.7296	CDC_B11217	India
QG37_06612	0.6960	CDC_B11218	India
QG37_06612	0.7208	CDC_B11219	India
QG37_06612	0.0144	CDC_B11220	Japan
QG37_06612	0.5440	CDC_B11221	South Africa
QG37_06612	0.4687	CDC_B11222	South Africa
QG37_06612	0.6341	CDC_B11223	South Africa
QG37_06612	0.5462	CDC_B11224	South Africa
QG37_06612	0.5057	CDC_B11225	South Africa
QG37_06612	0.8324	CDC_B11226	South Africa
QG37_06612	0.6417	CDC_B11227	South Africa
QG37_06612	0.5678	CDC_B11228	South Africa
QG37_06612	0.5363	CDC_B11229	South Africa
QG37_06612	0.6611	CDC_B11230	South Africa
QG37_06612	0.0090	CDC_B11243	Venezuela
QG37_06612	0.0179	CDC_B11244	Venezuela
QG37_06612	0.0217	CDC_B11245	Venezuela
QG37_06612	0.0168	CDC_B11246	Venezuela
QG37_06612	0.0151	CDC_B11247	Venezuela
QG37_06613	0.7298	CDC_B11096	Pakistan
QG37_06613	0.6346	CDC_B11097	Pakistan
QG37_06613	0.4173	CDC_B11098	Pakistan
QG37_06613	0.4967	CDC_B11099	Pakistan
QG37_06613	0.4837	CDC_B11101	Pakistan
QG37_06613	0.4505	CDC_B11102	Pakistan
QG37_06613	0.4867	CDC_B11103	Pakistan
QG37_06613	0.6414	CDC_B11105	Pakistan
QG37_06613	0.4649	CDC_B11112	Pakistan
QG37_06613	0.5484	CDC_B11113	Pakistan
QG37_06613	0.5716	CDC_B11114	Pakistan
QG37_06613	0.5941	CDC_B11115	Pakistan
QG37_06613	0.4927	CDC_B11116	Pakistan
QG37_06613	0.5507	CDC_B11117	Pakistan
QG37_06613	0.5321	CDC_B11118	Pakistan
QG37_06613	0.4819	CDC_B11119	Pakistan
QG37_06613	0.5164	CDC_B11200	India
QG37_06613	0.5217	CDC_B11201	India
QG37_06613	0.5515	CDC_B11205	India
QG37_06613	0.4158	CDC_B11206	India
QG37_06613	0.4615	CDC_B11207	India
QG37_06613	0.4711	CDC_B11208	India
QG37_06613	0.5233	CDC_B11209	India
QG37_06613	0.3986	CDC_B11210	India
QG37_06613	0.4960	CDC_B11212	India
QG37_06613	0.4714	CDC_B11213	India
QG37_06613	0.4713	CDC_B11214	India
QG37_06613	0.5651	CDC_B11215	India
QG37_06613	0.5136	CDC_B11216	India
QG37_06613	0.6635	CDC_B11217	India
QG37_06613	0.4381	CDC_B11218	India
QG37_06613	0.4472	CDC_B11219	India
QG37_06613	0.1007	CDC_B11220	Japan
QG37_06613	0.5549	CDC_B11221	South Africa
QG37_06613	0.4933	CDC_B11222	South Africa
QG37_06613	0.6829	CDC_B11223	South Africa
QG37_06613	0.6147	CDC_B11224	South Africa
QG37_06613	0.4823	CDC_B11225	South Africa
QG37_06613	0.4916	CDC_B11226	South Africa
QG37_06613	0.5945	CDC_B11227	South Africa
QG37_06613	0.4704	CDC_B11228	South Africa
QG37_06613	0.5703	CDC_B11229	South Africa
QG37_06613	0.4141	CDC_B11230	South Africa
QG37_06613	0.8213	CDC_B11243	Venezuela
QG37_06613	0.7598	CDC_B11244	Venezuela
QG37_06613	0.7656	CDC_B11245	Venezuela
QG37_06613	0.7546	CDC_B11246	Venezuela
QG37_06613	0.8755	CDC_B11247	Venezuela
QG37_06614	0.8328	CDC_B11096	Pakistan
QG37_06614	0.8149	CDC_B11097	Pakistan
QG37_06614	0.7456	CDC_B11098	Pakistan
QG37_06614	0.8951	CDC_B11099	Pakistan
QG37_06614	0.7278	CDC_B11101	Pakistan
QG37_06614	0.8059	CDC_B11102	Pakistan
QG37_06614	0.9376	CDC_B11103	Pakistan
QG37_06614	0.7999	CDC_B11105	Pakistan
QG37_06614	0.7912	CDC_B11112	Pakistan
QG37_06614	0.9261	CDC_B11113	Pakistan
QG37_06614	0.9104	CDC_B11114	Pakistan
QG37_06614	0.8888	CDC_B11115	Pakistan
QG37_06614	0.7026	CDC_B11116	Pakistan
QG37_06614	0.8872	CDC_B11117	Pakistan
QG37_06614	0.9443	CDC_B11118	Pakistan
QG37_06614	0.9336	CDC_B11119	Pakistan
QG37_06614	0.8797	CDC_B11200	India
QG37_06614	0.9451	CDC_B11201	India
QG37_06614	0.8993	CDC_B11205	India
QG37_06614	0.8143	CDC_B11206	India
QG37_06614	0.8015	CDC_B11207	India
QG37_06614	0.9071	CDC_B11208	India
QG37_06614	0.9691	CDC_B11209	India
QG37_06614	0.7200	CDC_B11210	India
QG37_06614	0.8938	CDC_B11212	India
QG37_06614	0.9608	CDC_B11213	India
QG37_06614	0.7317	CDC_B11214	India
QG37_06614	0.7885	CDC_B11215	India
QG37_06614	0.8578	CDC_B11216	India
QG37_06614	0.7833	CDC_B11217	India
QG37_06614	1.0578	CDC_B11218	India
QG37_06614	0.7367	CDC_B11219	India
QG37_06614	0.4459	CDC_B11220	Japan
QG37_06614	0.8802	CDC_B11221	South Africa
QG37_06614	0.8565	CDC_B11222	South Africa
QG37_06614	0.8628	CDC_B11223	South Africa
QG37_06614	0.9308	CDC_B11224	South Africa
QG37_06614	0.8325	CDC_B11225	South Africa
QG37_06614	0.8948	CDC_B11226	South Africa
QG37_06614	0.8903	CDC_B11227	South Africa
QG37_06614	0.8858	CDC_B11228	South Africa
QG37_06614	0.8559	CDC_B11229	South Africa
QG37_06614	0.8560	CDC_B11230	South Africa
QG37_06614	10.5631	CDC_B11243	Venezuela
QG37_06614	9.9499	CDC_B11244	Venezuela
QG37_06614	10.3149	CDC_B11245	Venezuela
QG37_06614	10.3270	CDC_B11246	Venezuela
QG37_06614	10.4318	CDC_B11247	Venezuela
QG37_06615	0.9486	CDC_B11096	Pakistan
QG37_06615	1.0636	CDC_B11097	Pakistan
QG37_06615	0.9959	CDC_B11098	Pakistan
QG37_06615	0.8853	CDC_B11099	Pakistan
QG37_06615	0.9950	CDC_B11101	Pakistan
QG37_06615	0.8840	CDC_B11102	Pakistan
QG37_06615	0.8752	CDC_B11103	Pakistan
QG37_06615	1.0964	CDC_B11105	Pakistan
QG37_06615	0.8978	CDC_B11112	Pakistan
QG37_06615	1.0171	CDC_B11113	Pakistan
QG37_06615	0.9329	CDC_B11114	Pakistan
QG37_06615	0.9841	CDC_B11115	Pakistan
QG37_06615	0.9220	CDC_B11116	Pakistan
QG37_06615	0.9988	CDC_B11117	Pakistan
QG37_06615	0.9920	CDC_B11118	Pakistan
QG37_06615	0.9325	CDC_B11119	Pakistan
QG37_06615	0.9971	CDC_B11200	India
QG37_06615	0.9942	CDC_B11201	India
QG37_06615	0.8206	CDC_B11205	India
QG37_06615	0.8652	CDC_B11206	India
QG37_06615	0.9269	CDC_B11207	India
QG37_06615	0.8301	CDC_B11208	India
QG37_06615	0.9462	CDC_B11209	India
QG37_06615	0.9495	CDC_B11210	India
QG37_06615	0.9074	CDC_B11212	India
QG37_06615	0.8477	CDC_B11213	India
QG37_06615	0.8563	CDC_B11214	India
QG37_06615	0.9113	CDC_B11215	India
QG37_06615	1.0582	CDC_B11216	India
QG37_06615	0.8321	CDC_B11217	India
QG37_06615	1.0780	CDC_B11218	India
QG37_06615	0.9115	CDC_B11219	India
QG37_06615	0.0000	CDC_B11220	Japan
QG37_06615	0.9300	CDC_B11221	South Africa
QG37_06615	1.0342	CDC_B11222	South Africa
QG37_06615	1.0032	CDC_B11223	South Africa
QG37_06615	0.8445	CDC_B11224	South Africa
QG37_06615	1.0746	CDC_B11225	South Africa
QG37_06615	0.9956	CDC_B11226	South Africa
QG37_06615	1.0320	CDC_B11227	South Africa
QG37_06615	0.8091	CDC_B11228	South Africa
QG37_06615	0.9161	CDC_B11229	South Africa
QG37_06615	0.8694	CDC_B11230	South Africa
QG37_06615	0.8881	CDC_B11243	Venezuela
QG37_06615	0.7673	CDC_B11244	Venezuela
QG37_06615	0.9296	CDC_B11245	Venezuela
QG37_06615	0.9445	CDC_B11246	Venezuela
QG37_06615	0.9984	CDC_B11247	Venezuela
QG37_06616	0.5577	CDC_B11096	Pakistan
QG37_06616	0.4792	CDC_B11097	Pakistan
QG37_06616	0.4730	CDC_B11098	Pakistan
QG37_06616	0.4685	CDC_B11099	Pakistan
QG37_06616	0.4944	CDC_B11101	Pakistan
QG37_06616	0.5244	CDC_B11102	Pakistan
QG37_06616	0.6113	CDC_B11103	Pakistan
QG37_06616	0.4873	CDC_B11105	Pakistan
QG37_06616	0.5594	CDC_B11112	Pakistan
QG37_06616	0.4836	CDC_B11113	Pakistan
QG37_06616	0.5063	CDC_B11114	Pakistan
QG37_06616	0.3902	CDC_B11115	Pakistan
QG37_06616	0.4630	CDC_B11116	Pakistan
QG37_06616	0.4980	CDC_B11117	Pakistan
QG37_06616	0.3408	CDC_B11118	Pakistan
QG37_06616	0.4437	CDC_B11119	Pakistan
QG37_06616	0.4555	CDC_B11200	India
