GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_07733	53.85	80.68	56.67	42.40	72.51	82.92	70.38	63.22	83.91	83.08	64.77	68.37	68.71	65.10	67.91	67.20	90.05	83.26	90.22	92.18	78.86	73.45	85.67	70.61	82.40	90.90	66.91	93.81	68.13	16.00	49.01	72.86	112.00	95.43	92.86	74.08	87.91	89.60	66.82	101.74	94.18	112.08	75.92	57.48	64.94	66.56	57.96	81.50
QG37_07734	155.31	149.36	89.15	80.00	116.78	120.32	110.33	89.63	126.89	130.39	125.34	95.09	107.68	81.28	91.66	110.22	131.46	154.51	154.23	132.37	116.01	135.40	142.23	105.72	113.50	149.68	107.65	137.48	109.14	35.01	74.57	134.87	150.93	130.72	139.30	104.10	118.72	121.66	92.67	135.20	139.08	131.78	111.19	77.66	117.49	126.30	97.84	116.37
QG37_07735	166.74	157.15	81.90	80.93	125.37	141.07	142.72	128.86	148.39	132.18	111.60	106.01	121.43	119.37	110.32	127.71	172.11	161.35	157.12	145.48	132.32	152.07	155.66	116.48	135.97	172.64	120.51	153.13	127.12	30.20	79.65	138.25	161.12	130.65	116.00	104.57	117.27	126.14	99.94	132.75	149.69	143.89	105.59	97.75	121.02	114.53	109.17	144.51
QG37_07736	148.07	145.43	83.26	77.91	115.40	120.15	127.72	118.31	114.59	127.75	84.58	95.69	113.92	113.75	90.15	104.60	153.28	154.12	142.21	131.40	107.15	138.81	135.94	111.19	122.99	149.19	103.36	157.41	111.37	28.50	72.42	139.41	146.40	127.32	119.64	87.48	109.36	116.09	90.31	119.91	144.12	126.10	84.49	93.11	115.96	109.01	101.44	137.87
QG37_07737	136.56	143.16	79.96	80.59	120.50	125.65	123.78	129.28	129.62	128.65	99.00	107.27	106.62	107.35	96.78	116.91	146.87	157.44	143.99	123.57	119.61	126.57	132.89	104.81	131.25	154.20	107.69	144.64	117.99	31.07	77.35	128.25	137.40	127.67	114.45	98.32	103.24	118.09	98.79	123.41	147.12	135.05	95.59	97.40	127.46	120.15	105.71	145.53
QG37_07738	124.84	124.66	83.37	74.02	121.94	119.67	120.14	96.87	120.77	92.60	67.33	106.02	95.12	92.41	107.48	100.92	126.57	154.90	136.00	118.55	112.26	110.66	115.75	99.94	99.38	141.69	95.97	126.21	98.85	34.27	42.91	89.89	127.41	115.81	102.65	86.01	103.74	100.58	73.64	98.01	133.44	125.92	98.07	91.28	113.90	105.39	110.21	139.24
QG37_08476	123.17	113.92	83.38	68.36	111.19	104.76	122.74	114.96	119.61	83.18	76.06	103.76	83.54	99.99	113.33	105.57	138.42	136.06	125.47	114.24	116.68	101.86	123.61	99.14	106.06	145.90	73.00	113.92	114.82	31.94	50.00	82.46	129.50	114.15	95.43	111.79	105.31	102.24	83.85	99.51	147.00	107.74	103.58	88.92	113.39	100.42	111.44	154.32
QG37_08477	121.49	124.58	77.21	61.31	118.80	102.56	116.49	109.85	122.48	85.30	73.27	107.20	77.06	101.86	105.34	112.82	133.61	142.35	113.35	110.92	105.23	107.45	119.68	101.66	111.41	136.66	71.97	110.59	109.23	34.44	56.83	83.97	138.11	103.37	104.65	99.32	92.97	98.15	88.69	90.99	134.89	104.72	92.17	85.48	117.00	85.63	109.58	152.89
QG37_07739	131.80	124.68	71.85	69.41	111.14	114.42	116.74	107.54	126.58	108.13	90.03	89.44	100.82	94.37	103.84	102.24	137.19	146.08	133.99	121.51	109.61	122.85	128.98	109.00	117.71	144.07	86.76	124.85	102.28	30.20	70.75	116.25	122.06	113.50	104.69	90.54	101.39	102.43	88.92	112.99	135.67	117.64	90.56	94.98	107.27	103.26	97.73	130.68
QG37_07740	114.49	112.99	59.59	69.59	104.71	93.61	100.87	98.62	109.27	84.86	71.55	88.56	89.82	86.56	82.60	111.46	119.78	138.49	109.62	104.45	93.15	99.51	111.48	89.40	111.13	119.50	87.11	108.14	86.96	23.23	56.34	104.25	113.66	96.71	99.00	79.39	94.00	97.60	82.87	112.70	131.12	108.35	73.47	78.92	98.74	104.50	91.74	113.10
QG37_07741	126.33	117.17	70.38	70.32	109.13	112.65	111.14	112.90	131.86	102.35	88.35	91.54	93.46	103.18	99.97	111.91	137.18	137.45	134.35	115.41	110.97	126.83	116.68	104.70	111.26	133.62	86.10	118.71	96.08	34.82	61.77	124.66	125.13	103.88	105.05	101.41	100.53	99.90	84.73	121.04	126.15	121.88	88.99	85.29	108.24	111.42	94.59	147.21
QG37_07742	137.36	137.18	75.39	85.70	119.19	118.05	116.60	113.30	128.85	108.36	89.24	126.47	94.18	95.01	107.61	128.62	145.39	166.49	131.48	122.43	111.20	135.89	121.86	103.11	148.23	159.72	98.74	134.35	98.04	33.85	63.72	128.51	139.96	127.11	120.19	84.91	112.36	130.78	100.86	123.57	147.52	131.53	99.10	92.24	121.54	98.97	102.30	139.09
QG37_07743	133.35	132.39	82.34	82.48	121.08	115.42	122.87	121.07	129.61	116.28	87.67	106.33	100.34	100.89	115.42	119.49	140.25	151.91	153.11	120.51	122.83	128.88	118.37	103.38	133.84	148.99	89.70	109.38	106.98	34.80	73.64	124.81	132.96	111.55	113.21	89.09	91.38	101.75	85.12	121.73	152.63	123.54	93.58	95.52	118.12	108.93	102.11	148.14
QG37_07744	125.56	127.71	81.18	74.29	110.77	117.56	109.67	111.23	137.36	114.46	83.66	97.66	101.80	102.47	106.45	113.79	140.77	148.44	120.26	110.25	120.75	123.46	119.35	99.97	130.45	136.04	102.42	129.26	116.24	25.54	73.57	124.37	124.69	127.79	114.26	85.13	104.23	131.89	101.85	112.78	137.87	136.26	90.44	96.33	113.76	112.15	103.31	157.26
QG37_07745	127.95	123.23	78.78	82.22	119.49	118.65	121.50	114.41	123.94	122.93	103.51	104.55	115.98	97.17	112.94	109.85	165.90	151.07	141.28	123.78	125.11	123.51	138.06	103.16	134.02	156.60	121.98	140.06	123.05	34.20	77.27	135.01	138.10	139.79	128.02	84.99	112.32	115.04	109.82	127.68	146.43	147.40	89.19	102.85	120.13	113.21	107.22	144.64
QG37_07746	125.51	117.52	69.79	63.64	106.39	107.65	103.54	108.21	114.18	96.15	79.02	81.14	93.60	105.34	87.82	107.99	138.23	142.17	109.20	102.74	112.42	105.88	113.45	88.39	115.40	136.58	96.38	115.48	91.93	89.15	120.25	106.94	111.87	100.60	97.58	91.61	89.52	105.65	79.23	108.70	132.31	118.37	89.89	87.48	93.21	107.11	87.04	125.52
QG37_07747	145.18	141.61	95.22	86.11	151.57	132.10	116.82	135.32	149.72	131.19	107.27	114.21	121.75	112.19	123.90	132.73	164.84	169.81	173.37	134.20	114.62	139.61	143.37	124.50	131.21	164.73	117.67	162.42	132.38	35.67	81.09	137.16	140.44	130.82	127.43	108.70	117.25	121.51	111.13	131.38	142.22	137.13	120.32	98.11	120.93	129.76	107.82	161.59
QG37_07748	124.84	127.52	92.71	82.52	131.61	126.59	107.21	123.56	132.69	117.22	96.95	88.74	95.18	110.16	114.99	112.27	155.10	149.10	132.80	136.99	100.30	119.61	136.28	121.76	110.11	172.46	84.27	124.00	114.10	23.64	81.50	125.69	142.97	103.28	118.29	92.95	114.62	126.56	100.50	133.03	139.04	137.73	99.32	91.36	131.07	122.15	92.45	148.50
QG37_07749	141.48	131.05	84.40	89.35	132.62	115.08	123.86	130.22	130.15	116.91	104.63	114.26	112.18	110.92	114.49	124.84	158.30	180.97	146.13	138.24	122.22	122.51	154.81	117.26	118.60	168.90	111.14	150.10	115.80	33.96	70.10	140.04	134.79	121.17	119.52	103.20	114.58	114.26	103.07	130.44	144.09	136.36	99.47	100.28	120.59	117.89	105.18	146.42
QG37_07750	120.68	129.92	80.82	80.62	120.80	110.11	116.01	109.01	127.97	115.04	100.40	101.35	106.98	113.52	106.14	116.44	152.62	152.65	135.65	113.64	113.33	127.63	138.06	106.07	127.50	149.36	103.52	134.52	117.25	30.26	77.10	128.26	136.30	123.62	108.47	92.18	107.85	117.38	94.37	130.25	136.94	119.39	93.91	95.76	116.23	125.20	103.01	143.10
QG37_07751	132.67	126.72	78.32	75.95	120.24	113.38	119.23	113.82	123.06	111.49	110.77	97.79	99.60	111.69	101.75	115.56	146.38	157.23	131.31	124.87	127.59	123.90	137.72	99.98	130.71	148.97	107.90	145.56	110.20	31.38	76.68	137.67	148.32	123.31	108.25	101.01	109.67	130.48	97.56	138.80	137.72	134.58	89.54	98.81	111.58	115.67	116.72	152.07
QG37_07752	105.71	141.22	66.66	70.96	119.29	109.72	128.95	129.77	111.19	113.92	75.15	95.16	96.64	105.97	96.36	120.44	156.06	145.98	143.46	123.01	109.11	116.92	122.01	88.98	121.94	160.97	104.87	132.97	99.44	30.21	60.53	118.06	137.74	121.63	126.18	92.89	96.49	110.67	95.85	124.37	122.87	132.13	100.15	91.22	104.66	82.69	107.64	127.37
QG37_07753	143.99	159.44	94.47	70.73	113.25	116.81	119.27	131.15	123.23	137.23	89.92	97.23	83.68	107.73	127.45	113.69	164.78	180.31	145.14	135.56	121.59	121.83	156.80	113.91	128.91	167.52	131.48	145.26	121.78	25.38	90.12	140.61	154.04	127.30	94.06	106.66	133.30	119.42	82.86	131.28	149.20	125.65	117.34	87.00	119.14	105.30	92.92	139.17
QG37_07754	135.50	139.49	85.17	72.60	125.52	115.29	117.88	122.14	125.18	112.36	93.52	100.16	103.78	111.57	114.42	124.63	139.72	161.52	138.44	128.10	124.60	133.47	139.02	111.07	129.28	148.93	103.08	130.20	117.89	29.76	78.17	119.88	140.82	127.70	109.74	106.69	105.79	111.44	98.64	117.38	151.71	131.67	101.02	93.43	121.28	118.15	97.90	141.02
QG37_07755	137.55	138.84	84.47	78.17	118.05	131.60	118.13	131.12	129.97	120.14	96.50	107.90	110.93	109.09	110.71	127.45	154.49	164.14	140.99	132.49	135.06	130.79	149.35	118.07	130.61	150.19	106.40	139.21	117.99	32.04	77.25	130.87	147.36	127.12	116.52	88.94	109.34	116.79	94.75	132.13	149.02	130.73	101.26	97.08	121.45	121.41	106.88	148.22
