GENE	COVERAGE	STRAIN	GROUP
QG37_02186	0.7736	CDC_B11096	Pakistan
QG37_02186	0.8261	CDC_B11097	Pakistan
QG37_02186	0.8109	CDC_B11098	Pakistan
QG37_02186	0.9611	CDC_B11099	Pakistan
QG37_02186	0.6606	CDC_B11101	Pakistan
QG37_02186	0.9166	CDC_B11102	Pakistan
QG37_02186	0.8359	CDC_B11103	Pakistan
QG37_02186	0.8312	CDC_B11105	Pakistan
QG37_02186	0.9219	CDC_B11112	Pakistan
QG37_02186	0.8508	CDC_B11113	Pakistan
QG37_02186	0.7369	CDC_B11114	Pakistan
QG37_02186	0.7150	CDC_B11115	Pakistan
QG37_02186	0.8956	CDC_B11116	Pakistan
QG37_02186	0.8622	CDC_B11117	Pakistan
QG37_02186	0.7961	CDC_B11118	Pakistan
QG37_02186	0.8574	CDC_B11119	Pakistan
QG37_02186	0.7884	CDC_B11200	India
QG37_02186	0.8400	CDC_B11201	India
QG37_02186	0.8609	CDC_B11205	India
QG37_02186	0.8055	CDC_B11206	India
QG37_02186	0.8340	CDC_B11207	India
QG37_02186	0.8013	CDC_B11208	India
QG37_02186	0.8171	CDC_B11209	India
QG37_02186	0.8250	CDC_B11210	India
QG37_02186	0.8123	CDC_B11212	India
QG37_02186	0.8629	CDC_B11213	India
QG37_02186	0.9853	CDC_B11214	India
QG37_02186	0.8033	CDC_B11215	India
QG37_02186	0.7437	CDC_B11216	India
QG37_02186	0.6772	CDC_B11217	India
QG37_02186	0.8063	CDC_B11218	India
QG37_02186	0.7162	CDC_B11219	India
QG37_02186	0.8300	CDC_B11220	Japan
QG37_02186	0.7593	CDC_B11221	South Africa
QG37_02186	0.7593	CDC_B11222	South Africa
QG37_02186	0.9505	CDC_B11223	South Africa
QG37_02186	0.8629	CDC_B11224	South Africa
QG37_02186	0.7911	CDC_B11225	South Africa
QG37_02186	0.8420	CDC_B11226	South Africa
QG37_02186	0.7227	CDC_B11227	South Africa
QG37_02186	0.8930	CDC_B11228	South Africa
QG37_02186	0.8197	CDC_B11229	South Africa
QG37_02186	0.7390	CDC_B11230	South Africa
QG37_02186	0.8918	CDC_B11243	Venezuela
QG37_02186	0.8607	CDC_B11244	Venezuela
QG37_02186	0.9667	CDC_B11245	Venezuela
QG37_02186	0.8337	CDC_B11246	Venezuela
QG37_02186	0.9043	CDC_B11247	Venezuela
QG37_02187	0.9758	CDC_B11096	Pakistan
QG37_02187	0.8814	CDC_B11097	Pakistan
QG37_02187	0.8955	CDC_B11098	Pakistan
