GENE	COVERAGE	STRAIN	GROUP
QG37_06310	0.6717	CDC_B11096	Pakistan
QG37_06310	0.6752	CDC_B11097	Pakistan
QG37_06310	0.6340	CDC_B11098	Pakistan
QG37_06310	0.6834	CDC_B11099	Pakistan
QG37_06310	0.7738	CDC_B11101	Pakistan
QG37_06310	0.7236	CDC_B11102	Pakistan
QG37_06310	0.7367	CDC_B11103	Pakistan
QG37_06310	0.7474	CDC_B11105	Pakistan
QG37_06310	0.7896	CDC_B11112	Pakistan
QG37_06310	0.7308	CDC_B11113	Pakistan
QG37_06310	0.8341	CDC_B11114	Pakistan
QG37_06310	0.6767	CDC_B11115	Pakistan
QG37_06310	0.7084	CDC_B11116	Pakistan
QG37_06310	0.7808	CDC_B11117	Pakistan
QG37_06310	0.7539	CDC_B11118	Pakistan
QG37_06310	0.9032	CDC_B11119	Pakistan
QG37_06310	0.8005	CDC_B11200	India
QG37_06310	0.7645	CDC_B11201	India
QG37_06310	0.8533	CDC_B11205	India
QG37_06310	0.7493	CDC_B11206	India
QG37_06310	0.7161	CDC_B11207	India
QG37_06310	0.7535	CDC_B11208	India
QG37_06310	0.7779	CDC_B11209	India
QG37_06310	0.8437	CDC_B11210	India
QG37_06310	0.7496	CDC_B11212	India
QG37_06310	0.6678	CDC_B11213	India
QG37_06310	0.7185	CDC_B11214	India
QG37_06310	0.6960	CDC_B11215	India
QG37_06310	0.6923	CDC_B11216	India
QG37_06310	0.5923	CDC_B11217	India
QG37_06310	0.7763	CDC_B11218	India
QG37_06310	0.6699	CDC_B11219	India
QG37_06310	0.7143	CDC_B11220	Japan
QG37_06310	0.7795	CDC_B11221	South Africa
QG37_06310	0.7473	CDC_B11222	South Africa
QG37_06310	0.7788	CDC_B11223	South Africa
QG37_06310	0.8160	CDC_B11224	South Africa
QG37_06310	0.8353	CDC_B11225	South Africa
QG37_06310	0.8074	CDC_B11226	South Africa
QG37_06310	0.7731	CDC_B11227	South Africa
QG37_06310	0.7471	CDC_B11228	South Africa
QG37_06310	0.8303	CDC_B11229	South Africa
QG37_06310	0.7863	CDC_B11230	South Africa
QG37_06310	0.8152	CDC_B11243	Venezuela
QG37_06310	0.7942	CDC_B11244	Venezuela
QG37_06310	0.8453	CDC_B11245	Venezuela
QG37_06310	0.8034	CDC_B11246	Venezuela
QG37_06310	0.8152	CDC_B11247	Venezuela
QG37_06311	0.8678	CDC_B11096	Pakistan
QG37_06311	0.8247	CDC_B11097	Pakistan
QG37_06311	0.8297	CDC_B11098	Pakistan
QG37_06311	0.8968	CDC_B11099	Pakistan
QG37_06311	0.7524	CDC_B11101	Pakistan
QG37_06311	0.8181	CDC_B11102	Pakistan
QG37_06311	0.8188	CDC_B11103	Pakistan
QG37_06311	0.8665	CDC_B11105	Pakistan
QG37_06311	0.8136	CDC_B11112	Pakistan
QG37_06311	0.8036	CDC_B11113	Pakistan
QG37_06311	0.8463	CDC_B11114	Pakistan
QG37_06311	0.8057	CDC_B11115	Pakistan
QG37_06311	0.7475	CDC_B11116	Pakistan
QG37_06311	0.8573	CDC_B11117	Pakistan
QG37_06311	0.8354	CDC_B11118	Pakistan
QG37_06311	0.8787	CDC_B11119	Pakistan
