GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_06310	84.90	89.28	47.95	52.38	91.33	84.03	85.29	88.00	102.54	84.22	79.30	69.93	74.74	83.95	80.61	105.86	118.14	118.70	118.63	90.77	86.17	93.68	105.78	91.56	96.05	101.64	75.45	95.11	78.02	19.54	59.54	87.99	98.42	94.49	83.56	73.23	88.16	95.62	75.44	96.99	104.60	107.71	78.13	74.09	91.69	96.46	81.53	116.23
QG37_06311	109.69	109.04	62.75	68.74	88.81	95.00	94.80	102.02	105.66	92.61	80.46	83.26	78.87	92.18	89.32	102.98	118.21	134.06	122.74	100.52	106.76	102.34	118.89	87.06	105.56	124.26	83.50	106.16	87.13	24.31	64.31	106.21	107.03	114.92	95.97	79.03	92.14	105.40	85.14	102.93	122.76	106.38	82.47	89.81	98.08	102.26	87.87	124.62
QG37_06312	107.39	118.95	69.56	69.23	104.28	100.06	101.12	107.83	112.86	100.88	86.77	78.57	91.07	93.85	85.95	101.94	124.59	140.78	124.10	108.33	111.86	111.27	115.76	97.58	110.58	133.03	87.00	117.50	90.47	24.51	62.18	107.64	116.20	103.34	105.81	78.97	92.30	102.35	83.45	106.72	121.74	105.59	82.63	87.49	99.74	100.73	92.22	133.04
QG37_06313	115.11	107.17	75.62	69.10	102.22	108.06	115.36	112.52	131.46	113.02	95.59	83.31	98.27	88.79	99.86	96.00	140.66	128.89	134.54	115.70	114.28	105.93	122.38	100.31	119.12	136.30	75.03	121.02	109.23	32.42	65.63	108.27	124.91	103.73	95.86	97.13	108.22	100.98	84.15	117.65	130.21	98.58	91.07	83.45	106.13	105.46	98.17	137.05
QG37_06314	126.76	117.52	70.44	84.25	95.65	115.50	114.98	103.38	123.91	107.32	86.34	86.88	102.78	82.03	91.72	121.57	136.46	126.66	166.69	111.22	122.06	106.65	134.23	121.80	127.50	126.17	99.78	116.18	107.85	39.39	58.67	108.65	165.95	130.56	87.83	103.29	105.98	105.81	90.16	111.72	150.72	115.53	89.96	96.70	110.82	103.62	87.95	146.31
QG37_06315	120.47	128.75	66.27	68.65	115.22	127.71	110.28	102.75	148.79	107.54	87.21	90.81	100.10	95.65	107.28	110.01	124.96	148.88	143.61	107.98	125.82	124.41	128.78	102.15	112.60	139.79	97.85	130.65	100.42	36.91	73.39	114.09	123.45	94.96	122.19	94.84	117.52	122.81	92.95	129.61	143.05	125.49	97.38	96.41	104.98	103.41	103.07	134.67
QG37_06316	136.16	131.45	69.62	71.50	112.05	111.19	113.08	113.97	127.89	113.38	89.13	103.94	106.42	112.70	97.58	111.55	141.29	146.93	150.76	116.08	120.49	120.22	125.05	106.99	123.79	145.77	95.86	138.71	106.92	31.33	73.34	126.72	137.59	108.65	109.65	88.04	109.54	110.89	85.45	130.19	135.30	131.33	104.37	67.32	87.49	94.66	86.29	108.98
QG37_06317	128.13	130.39	82.70	75.32	120.09	122.43	116.30	119.26	129.00	132.08	103.19	104.36	104.58	124.31	110.55	117.34	159.30	152.45	149.71	133.30	134.50	129.51	141.01	117.27	121.39	154.56	105.94	142.92	118.57	34.39	93.34	134.62	147.06	114.14	117.90	96.37	126.54	120.56	93.17	129.68	145.31	126.89	105.88	81.30	118.05	118.08	114.83	154.44
QG37_06318	133.90	131.52	77.67	75.02	117.18	124.98	121.67	126.51	136.75	125.91	93.91	103.57	113.09	115.22	109.22	116.28	153.59	156.49	143.05	121.32	124.56	134.27	138.05	110.60	128.96	144.71	105.31	138.33	112.74	31.63	71.22	133.64	145.46	128.26	108.17	101.38	109.32	113.77	93.73	124.80	146.61	121.65	100.92	90.22	117.33	112.18	107.48	155.93
QG37_06319	116.40	103.17	72.83	64.45	102.61	98.94	108.46	98.45	122.33	100.88	105.92	93.70	99.05	101.15	102.96	105.60	129.24	147.29	114.87	140.75	107.61	101.75	129.56	105.11	120.25	141.33	93.80	135.68	105.04	26.37	66.93	115.37	137.81	124.90	92.99	100.75	130.74	92.01	83.89	139.78	154.87	116.87	72.81	84.16	113.21	126.67	107.08	145.88
