GENE	COVERAGE	STRAIN	GROUP
QG37_01480	0.1369	CDC_B11096	Pakistan
QG37_01480	0.4642	CDC_B11097	Pakistan
QG37_01480	0.3591	CDC_B11098	Pakistan
QG37_01480	0.4397	CDC_B11099	Pakistan
QG37_01480	0.3163	CDC_B11101	Pakistan
QG37_01480	0.5617	CDC_B11102	Pakistan
QG37_01480	0.4293	CDC_B11103	Pakistan
QG37_01480	0.4572	CDC_B11105	Pakistan
QG37_01480	0.3195	CDC_B11112	Pakistan
QG37_01480	0.4780	CDC_B11113	Pakistan
QG37_01480	0.3754	CDC_B11114	Pakistan
QG37_01480	0.4185	CDC_B11115	Pakistan
QG37_01480	0.4111	CDC_B11116	Pakistan
QG37_01480	0.4202	CDC_B11117	Pakistan
QG37_01480	0.4609	CDC_B11118	Pakistan
QG37_01480	0.3818	CDC_B11119	Pakistan
QG37_01480	0.4238	CDC_B11200	India
QG37_01480	0.4241	CDC_B11201	India
QG37_01480	0.3448	CDC_B11205	India
QG37_01480	0.4431	CDC_B11206	India
QG37_01480	0.4434	CDC_B11207	India
QG37_01480	0.4307	CDC_B11208	India
QG37_01480	0.3397	CDC_B11209	India
QG37_01480	0.3679	CDC_B11210	India
QG37_01480	0.3752	CDC_B11212	India
QG37_01480	0.3511	CDC_B11213	India
QG37_01480	0.3299	CDC_B11214	India
QG37_01480	0.4175	CDC_B11215	India
QG37_01480	0.3754	CDC_B11216	India
QG37_01480	0.5535	CDC_B11217	India
QG37_01480	0.4503	CDC_B11218	India
QG37_01480	0.4155	CDC_B11219	India
QG37_01480	0.3631	CDC_B11220	Japan
QG37_01480	0.4762	CDC_B11221	South Africa
QG37_01480	0.5626	CDC_B11222	South Africa
QG37_01480	0.4370	CDC_B11223	South Africa
QG37_01480	0.4826	CDC_B11224	South Africa
QG37_01480	0.4556	CDC_B11225	South Africa
QG37_01480	0.4097	CDC_B11226	South Africa
QG37_01480	0.4132	CDC_B11227	South Africa
QG37_01480	0.3193	CDC_B11228	South Africa
QG37_01480	0.4482	CDC_B11229	South Africa
QG37_01480	0.3047	CDC_B11230	South Africa
QG37_01480	0.4029	CDC_B11243	Venezuela
QG37_01480	0.4574	CDC_B11244	Venezuela
QG37_01480	0.3372	CDC_B11245	Venezuela
QG37_01480	0.4749	CDC_B11246	Venezuela
QG37_01480	0.5181	CDC_B11247	Venezuela
QG37_01481	0.7501	CDC_B11096	Pakistan
QG37_01481	0.6544	CDC_B11097	Pakistan
QG37_01481	0.6123	CDC_B11098	Pakistan
QG37_01481	0.7883	CDC_B11099	Pakistan
QG37_01481	0.6394	CDC_B11101	Pakistan
QG37_01481	0.6453	CDC_B11102	Pakistan
QG37_01481	0.7937	CDC_B11103	Pakistan
QG37_01481	0.8287	CDC_B11105	Pakistan
QG37_01481	0.6114	CDC_B11112	Pakistan
QG37_01481	0.6921	CDC_B11113	Pakistan
QG37_01481	0.6121	CDC_B11114	Pakistan
QG37_01481	0.6648	CDC_B11115	Pakistan
QG37_01481	0.6797	CDC_B11116	Pakistan
QG37_01481	0.7052	CDC_B11117	Pakistan
QG37_01481	0.6520	CDC_B11118	Pakistan
QG37_01481	0.8005	CDC_B11119	Pakistan
QG37_01481	0.7428	CDC_B11200	India
QG37_01481	0.7259	CDC_B11201	India
QG37_01481	0.6687	CDC_B11205	India
QG37_01481	0.7192	CDC_B11206	India
QG37_01481	0.8119	CDC_B11207	India
QG37_01481	0.6807	CDC_B11208	India
QG37_01481	0.6706	CDC_B11209	India
QG37_01481	0.6637	CDC_B11210	India
QG37_01481	0.7360	CDC_B11212	India
QG37_01481	0.6569	CDC_B11213	India
QG37_01481	0.7045	CDC_B11214	India
QG37_01481	0.5877	CDC_B11215	India
QG37_01481	0.5665	CDC_B11216	India
QG37_01481	0.6226	CDC_B11217	India
QG37_01481	0.6936	CDC_B11218	India
QG37_01481	0.6307	CDC_B11219	India
QG37_01481	0.6126	CDC_B11220	Japan
QG37_01481	0.7194	CDC_B11221	South Africa
QG37_01481	0.6528	CDC_B11222	South Africa
QG37_01481	0.6054	CDC_B11223	South Africa
QG37_01481	0.7601	CDC_B11224	South Africa
QG37_01481	0.6878	CDC_B11225	South Africa
QG37_01481	0.7915	CDC_B11226	South Africa
QG37_01481	0.6866	CDC_B11227	South Africa
QG37_01481	0.7246	CDC_B11228	South Africa
QG37_01481	0.6605	CDC_B11229	South Africa
QG37_01481	0.6648	CDC_B11230	South Africa
QG37_01481	0.6281	CDC_B11243	Venezuela
QG37_01481	0.6573	CDC_B11244	Venezuela
QG37_01481	0.7191	CDC_B11245	Venezuela
QG37_01481	0.6485	CDC_B11246	Venezuela
QG37_01481	0.8266	CDC_B11247	Venezuela
QG37_01482	0.9726	CDC_B11096	Pakistan
QG37_01482	0.9610	CDC_B11097	Pakistan
QG37_01482	0.9211	CDC_B11098	Pakistan
QG37_01482	1.1580	CDC_B11099	Pakistan
QG37_01482	0.9627	CDC_B11101	Pakistan
QG37_01482	0.9873	CDC_B11102	Pakistan
QG37_01482	0.8915	CDC_B11103	Pakistan
QG37_01482	1.0162	CDC_B11105	Pakistan
QG37_01482	0.9379	CDC_B11112	Pakistan
QG37_01482	0.9395	CDC_B11113	Pakistan
QG37_01482	0.8612	CDC_B11114	Pakistan
QG37_01482	0.9541	CDC_B11115	Pakistan
QG37_01482	0.9325	CDC_B11116	Pakistan
QG37_01482	0.9066	CDC_B11117	Pakistan
QG37_01482	1.0457	CDC_B11118	Pakistan
QG37_01482	0.9440	CDC_B11119	Pakistan
QG37_01482	0.9584	CDC_B11200	India
QG37_01482	0.9959	CDC_B11201	India
QG37_01482	0.9168	CDC_B11205	India
QG37_01482	0.9637	CDC_B11206	India
QG37_01482	0.9865	CDC_B11207	India
QG37_01482	0.9192	CDC_B11208	India
QG37_01482	0.9349	CDC_B11209	India
QG37_01482	0.8724	CDC_B11210	India
QG37_01482	0.9620	CDC_B11212	India
QG37_01482	0.9545	CDC_B11213	India
QG37_01482	0.8901	CDC_B11214	India
QG37_01482	0.7967	CDC_B11215	India
QG37_01482	0.9424	CDC_B11216	India
QG37_01482	0.9715	CDC_B11217	India
QG37_01482	0.8675	CDC_B11218	India
