GENE	COVERAGE	STRAIN	GROUP
QG37_01603	0.9984	CDC_B11096	Pakistan
QG37_01603	0.6328	CDC_B11097	Pakistan
QG37_01603	0.8965	CDC_B11098	Pakistan
QG37_01603	0.7864	CDC_B11099	Pakistan
QG37_01603	0.8512	CDC_B11101	Pakistan
QG37_01603	0.8173	CDC_B11102	Pakistan
QG37_01603	0.7798	CDC_B11103	Pakistan
QG37_01603	0.8321	CDC_B11105	Pakistan
QG37_01603	0.7136	CDC_B11112	Pakistan
QG37_01603	0.6715	CDC_B11113	Pakistan
QG37_01603	0.6745	CDC_B11114	Pakistan
QG37_01603	0.6444	CDC_B11115	Pakistan
QG37_01603	0.7930	CDC_B11116	Pakistan
QG37_01603	0.7194	CDC_B11117	Pakistan
QG37_01603	0.6757	CDC_B11118	Pakistan
QG37_01603	0.8324	CDC_B11119	Pakistan
QG37_01603	0.7564	CDC_B11200	India
QG37_01603	0.7859	CDC_B11201	India
QG37_01603	0.8535	CDC_B11205	India
QG37_01603	0.8446	CDC_B11206	India
QG37_01603	0.6881	CDC_B11207	India
QG37_01603	0.7891	CDC_B11208	India
QG37_01603	0.9184	CDC_B11209	India
QG37_01603	0.7335	CDC_B11210	India
QG37_01603	0.8173	CDC_B11212	India
QG37_01603	0.7911	CDC_B11213	India
QG37_01603	0.7061	CDC_B11214	India
QG37_01603	0.6843	CDC_B11215	India
QG37_01603	0.6167	CDC_B11216	India
QG37_01603	0.7423	CDC_B11217	India
QG37_01603	0.6625	CDC_B11218	India
QG37_01603	0.7838	CDC_B11219	India
QG37_01603	0.7694	CDC_B11220	Japan
QG37_01603	0.8188	CDC_B11221	South Africa
QG37_01603	0.8046	CDC_B11222	South Africa
QG37_01603	0.8207	CDC_B11223	South Africa
QG37_01603	0.7002	CDC_B11224	South Africa
QG37_01603	0.7626	CDC_B11225	South Africa
QG37_01603	0.9026	CDC_B11226	South Africa
QG37_01603	0.7817	CDC_B11227	South Africa
QG37_01603	0.8434	CDC_B11228	South Africa
QG37_01603	0.8759	CDC_B11229	South Africa
QG37_01603	0.7156	CDC_B11230	South Africa
QG37_01603	0.6398	CDC_B11243	Venezuela
QG37_01603	0.7142	CDC_B11244	Venezuela
QG37_01603	0.7339	CDC_B11245	Venezuela
QG37_01603	0.7251	CDC_B11246	Venezuela
QG37_01603	0.7584	CDC_B11247	Venezuela
QG37_01604	0.9721	CDC_B11096	Pakistan
QG37_01604	0.8934	CDC_B11097	Pakistan
QG37_01604	0.9512	CDC_B11098	Pakistan
QG37_01604	0.9824	CDC_B11099	Pakistan
QG37_01604	0.8924	CDC_B11101	Pakistan
QG37_01604	0.9644	CDC_B11102	Pakistan
QG37_01604	0.9033	CDC_B11103	Pakistan
QG37_01604	0.9521	CDC_B11105	Pakistan
QG37_01604	0.9821	CDC_B11112	Pakistan
QG37_01604	0.8636	CDC_B11113	Pakistan
QG37_01604	0.9559	CDC_B11114	Pakistan
QG37_01604	0.8729	CDC_B11115	Pakistan
QG37_01604	1.0316	CDC_B11116	Pakistan
QG37_01604	0.9089	CDC_B11117	Pakistan
QG37_01604	0.8726	CDC_B11118	Pakistan
QG37_01604	0.9491	CDC_B11119	Pakistan
QG37_01604	0.9880	CDC_B11200	India
QG37_01604	0.9401	CDC_B11201	India
QG37_01604	0.8909	CDC_B11205	India
QG37_01604	0.9618	CDC_B11206	India
QG37_01604	0.9507	CDC_B11207	India
QG37_01604	0.9292	CDC_B11208	India
QG37_01604	0.9421	CDC_B11209	India
QG37_01604	1.0017	CDC_B11210	India
QG37_01604	0.9743	CDC_B11212	India
QG37_01604	0.9496	CDC_B11213	India
QG37_01604	0.9171	CDC_B11214	India
QG37_01604	0.8246	CDC_B11215	India
QG37_01604	0.9117	CDC_B11216	India
QG37_01604	0.9430	CDC_B11217	India
QG37_01604	0.8213	CDC_B11218	India
QG37_01604	0.8446	CDC_B11219	India
QG37_01604	0.9189	CDC_B11220	Japan
QG37_01604	0.9649	CDC_B11221	South Africa
QG37_01604	0.8866	CDC_B11222	South Africa
QG37_01604	0.8544	CDC_B11223	South Africa
QG37_01604	0.8949	CDC_B11224	South Africa
QG37_01604	0.9500	CDC_B11225	South Africa
QG37_01604	0.8702	CDC_B11226	South Africa
QG37_01604	0.8956	CDC_B11227	South Africa
QG37_01604	0.9276	CDC_B11228	South Africa
QG37_01604	1.0376	CDC_B11229	South Africa
QG37_01604	0.9266	CDC_B11230	South Africa
QG37_01604	0.9489	CDC_B11243	Venezuela
QG37_01604	0.8883	CDC_B11244	Venezuela
QG37_01604	0.8944	CDC_B11245	Venezuela
QG37_01604	0.9203	CDC_B11246	Venezuela
QG37_01604	0.9445	CDC_B11247	Venezuela
QG37_01605	0.9603	CDC_B11096	Pakistan
QG37_01605	0.8825	CDC_B11097	Pakistan
QG37_01605	0.9516	CDC_B11098	Pakistan
QG37_01605	1.0241	CDC_B11099	Pakistan
QG37_01605	0.8075	CDC_B11101	Pakistan
QG37_01605	0.9591	CDC_B11102	Pakistan
QG37_01605	0.9663	CDC_B11103	Pakistan
QG37_01605	0.9715	CDC_B11105	Pakistan
QG37_01605	0.8531	CDC_B11112	Pakistan
QG37_01605	0.9000	CDC_B11113	Pakistan
QG37_01605	0.8700	CDC_B11114	Pakistan
QG37_01605	0.9459	CDC_B11115	Pakistan
QG37_01605	0.9796	CDC_B11116	Pakistan
QG37_01605	0.9416	CDC_B11117	Pakistan
QG37_01605	1.0531	CDC_B11118	Pakistan
QG37_01605	1.0506	CDC_B11119	Pakistan
QG37_01605	0.8538	CDC_B11200	India
QG37_01605	0.9790	CDC_B11201	India
QG37_01605	0.9404	CDC_B11205	India
QG37_01605	0.8688	CDC_B11206	India
QG37_01605	0.9414	CDC_B11207	India
QG37_01605	1.0014	CDC_B11208	India
QG37_01605	1.0253	CDC_B11209	India
QG37_01605	1.0840	CDC_B11210	India
QG37_01605	0.8794	CDC_B11212	India
QG37_01605	1.0359	CDC_B11213	India
QG37_01605	0.9724	CDC_B11214	India
QG37_01605	0.8931	CDC_B11215	India
QG37_01605	1.0776	CDC_B11216	India
QG37_01605	0.9342	CDC_B11217	India
QG37_01605	0.9789	CDC_B11218	India
QG37_01605	0.9695	CDC_B11219	India
QG37_01605	0.8860	CDC_B11220	Japan
QG37_01605	0.7479	CDC_B11221	South Africa
QG37_01605	0.9185	CDC_B11222	South Africa
QG37_01605	0.8475	CDC_B11223	South Africa
QG37_01605	1.0609	CDC_B11224	South Africa
QG37_01605	0.9166	CDC_B11225	South Africa
QG37_01605	0.8998	CDC_B11226	South Africa
QG37_01605	0.9741	CDC_B11227	South Africa
QG37_01605	1.0379	CDC_B11228	South Africa
QG37_01605	1.0138	CDC_B11229	South Africa
QG37_01605	0.8747	CDC_B11230	South Africa
QG37_01605	1.0383	CDC_B11243	Venezuela
QG37_01605	0.8981	CDC_B11244	Venezuela
QG37_01605	0.7387	CDC_B11245	Venezuela
QG37_01605	0.9800	CDC_B11246	Venezuela
QG37_01605	0.9548	CDC_B11247	Venezuela
QG37_01606	1.0092	CDC_B11096	Pakistan
QG37_01606	0.9490	CDC_B11097	Pakistan
QG37_01606	0.9216	CDC_B11098	Pakistan
QG37_01606	0.9676	CDC_B11099	Pakistan
QG37_01606	0.9025	CDC_B11101	Pakistan
QG37_01606	0.9236	CDC_B11102	Pakistan
QG37_01606	1.0387	CDC_B11103	Pakistan
QG37_01606	1.0172	CDC_B11105	Pakistan
QG37_01606	0.9817	CDC_B11112	Pakistan
QG37_01606	0.9721	CDC_B11113	Pakistan
QG37_01606	0.9637	CDC_B11114	Pakistan
QG37_01606	0.9527	CDC_B11115	Pakistan
QG37_01606	1.0114	CDC_B11116	Pakistan
QG37_01606	0.9566	CDC_B11117	Pakistan
QG37_01606	0.9207	CDC_B11118	Pakistan
QG37_01606	0.9898	CDC_B11119	Pakistan
QG37_01606	0.9629	CDC_B11200	India
QG37_01606	0.9659	CDC_B11201	India
QG37_01606	0.9495	CDC_B11205	India
QG37_01606	0.9359	CDC_B11206	India
QG37_01606	0.9839	CDC_B11207	India
QG37_01606	0.9455	CDC_B11208	India
QG37_01606	0.9190	CDC_B11209	India
QG37_01606	0.9526	CDC_B11210	India
QG37_01606	0.9342	CDC_B11212	India
QG37_01606	0.9170	CDC_B11213	India
QG37_01606	0.9377	CDC_B11214	India
QG37_01606	0.9060	CDC_B11215	India
QG37_01606	0.9305	CDC_B11216	India
QG37_01606	0.8381	CDC_B11217	India
QG37_01606	0.8810	CDC_B11218	India
QG37_01606	0.8285	CDC_B11219	India
QG37_01606	0.9544	CDC_B11220	Japan
QG37_01606	0.9184	CDC_B11221	South Africa
QG37_01606	0.9557	CDC_B11222	South Africa
QG37_01606	0.9377	CDC_B11223	South Africa
QG37_01606	0.9720	CDC_B11224	South Africa
QG37_01606	0.9817	CDC_B11225	South Africa
QG37_01606	0.8940	CDC_B11226	South Africa
QG37_01606	0.9105	CDC_B11227	South Africa
QG37_01606	0.9358	CDC_B11228	South Africa
QG37_01606	0.9588	CDC_B11229	South Africa
QG37_01606	0.9926	CDC_B11230	South Africa
QG37_01606	0.9864	CDC_B11243	Venezuela
QG37_01606	0.9764	CDC_B11244	Venezuela
QG37_01606	0.9752	CDC_B11245	Venezuela
QG37_01606	0.9446	CDC_B11246	Venezuela
QG37_01606	0.9736	CDC_B11247	Venezuela
QG37_01607	0.9195	CDC_B11096	Pakistan
QG37_01607	0.8011	CDC_B11097	Pakistan
QG37_01607	0.8171	CDC_B11098	Pakistan
QG37_01607	0.9344	CDC_B11099	Pakistan
QG37_01607	0.7660	CDC_B11101	Pakistan
QG37_01607	0.9575	CDC_B11102	Pakistan
QG37_01607	0.9790	CDC_B11103	Pakistan
QG37_01607	0.8324	CDC_B11105	Pakistan
QG37_01607	0.7992	CDC_B11112	Pakistan
QG37_01607	0.7186	CDC_B11113	Pakistan
QG37_01607	0.8015	CDC_B11114	Pakistan
QG37_01607	0.8152	CDC_B11115	Pakistan
QG37_01607	0.8448	CDC_B11116	Pakistan
QG37_01607	0.8703	CDC_B11117	Pakistan
QG37_01607	0.7330	CDC_B11118	Pakistan
QG37_01607	0.9596	CDC_B11119	Pakistan
QG37_01607	0.7576	CDC_B11200	India
QG37_01607	0.8604	CDC_B11201	India
QG37_01607	0.8056	CDC_B11205	India
QG37_01607	0.7195	CDC_B11206	India
QG37_01607	0.8047	CDC_B11207	India
QG37_01607	0.8234	CDC_B11208	India
QG37_01607	0.7969	CDC_B11209	India
QG37_01607	0.8205	CDC_B11210	India
QG37_01607	0.8474	CDC_B11212	India
QG37_01607	0.7943	CDC_B11213	India
QG37_01607	0.8108	CDC_B11214	India
QG37_01607	0.7614	CDC_B11215	India
QG37_01607	0.6676	CDC_B11216	India
QG37_01607	1.0943	CDC_B11217	India
QG37_01607	0.7198	CDC_B11218	India
QG37_01607	0.6352	CDC_B11219	India
QG37_01607	0.8776	CDC_B11220	Japan
QG37_01607	0.5657	CDC_B11221	South Africa
QG37_01607	0.4610	CDC_B11222	South Africa
QG37_01607	0.6062	CDC_B11223	South Africa
QG37_01607	0.5486	CDC_B11224	South Africa
QG37_01607	0.5922	CDC_B11225	South Africa
QG37_01607	0.4202	CDC_B11226	South Africa
QG37_01607	0.6294	CDC_B11227	South Africa
QG37_01607	0.5556	CDC_B11228	South Africa
QG37_01607	0.5642	CDC_B11229	South Africa
QG37_01607	0.6053	CDC_B11230	South Africa
QG37_01607	0.7471	CDC_B11243	Venezuela
QG37_01607	0.9048	CDC_B11244	Venezuela
QG37_01607	0.8167	CDC_B11245	Venezuela
QG37_01607	0.7400	CDC_B11246	Venezuela
QG37_01607	0.8665	CDC_B11247	Venezuela
QG37_01608	0.9228	CDC_B11096	Pakistan
QG37_01608	0.8071	CDC_B11097	Pakistan
QG37_01608	0.7958	CDC_B11098	Pakistan
QG37_01608	0.9404	CDC_B11099	Pakistan
QG37_01608	1.0076	CDC_B11101	Pakistan
QG37_01608	0.7752	CDC_B11102	Pakistan
QG37_01608	0.7414	CDC_B11103	Pakistan
QG37_01608	0.8102	CDC_B11105	Pakistan
QG37_01608	0.8511	CDC_B11112	Pakistan
QG37_01608	0.8890	CDC_B11113	Pakistan
QG37_01608	0.9229	CDC_B11114	Pakistan
QG37_01608	0.7879	CDC_B11115	Pakistan
QG37_01608	0.9791	CDC_B11116	Pakistan
QG37_01608	0.9586	CDC_B11117	Pakistan
QG37_01608	0.7245	CDC_B11118	Pakistan
QG37_01608	0.8163	CDC_B11119	Pakistan
QG37_01608	0.7933	CDC_B11200	India
QG37_01608	0.9334	CDC_B11201	India
QG37_01608	0.7957	CDC_B11205	India
QG37_01608	0.9014	CDC_B11206	India
QG37_01608	0.7775	CDC_B11207	India
QG37_01608	0.8604	CDC_B11208	India
QG37_01608	0.8200	CDC_B11209	India
QG37_01608	0.7975	CDC_B11210	India
QG37_01608	0.8648	CDC_B11212	India
QG37_01608	0.8660	CDC_B11213	India
QG37_01608	0.7754	CDC_B11214	India
QG37_01608	0.8621	CDC_B11215	India
QG37_01608	0.8499	CDC_B11216	India
QG37_01608	0.6935	CDC_B11217	India
QG37_01608	0.7344	CDC_B11218	India
QG37_01608	0.7872	CDC_B11219	India
QG37_01608	0.6611	CDC_B11220	Japan
QG37_01608	0.8251	CDC_B11221	South Africa
QG37_01608	0.8052	CDC_B11222	South Africa
QG37_01608	0.8583	CDC_B11223	South Africa
QG37_01608	0.7516	CDC_B11224	South Africa
QG37_01608	0.9140	CDC_B11225	South Africa
QG37_01608	0.9288	CDC_B11226	South Africa
QG37_01608	0.7579	CDC_B11227	South Africa
QG37_01608	0.8689	CDC_B11228	South Africa
QG37_01608	0.7619	CDC_B11229	South Africa
QG37_01608	0.9181	CDC_B11230	South Africa
QG37_01608	0.8230	CDC_B11243	Venezuela
QG37_01608	0.7314	CDC_B11244	Venezuela
QG37_01608	0.7703	CDC_B11245	Venezuela
QG37_01608	0.8166	CDC_B11246	Venezuela
QG37_01608	0.7279	CDC_B11247	Venezuela
QG37_01609	0.8538	CDC_B11096	Pakistan
QG37_01609	0.9788	CDC_B11097	Pakistan
QG37_01609	0.9800	CDC_B11098	Pakistan
QG37_01609	0.9509	CDC_B11099	Pakistan
QG37_01609	1.0699	CDC_B11101	Pakistan
QG37_01609	1.0732	CDC_B11102	Pakistan
QG37_01609	0.9921	CDC_B11103	Pakistan
QG37_01609	0.9545	CDC_B11105	Pakistan
QG37_01609	0.9185	CDC_B11112	Pakistan
QG37_01609	0.9219	CDC_B11113	Pakistan
QG37_01609	1.1114	CDC_B11114	Pakistan
QG37_01609	0.9683	CDC_B11115	Pakistan
QG37_01609	0.8895	CDC_B11116	Pakistan
QG37_01609	1.0127	CDC_B11117	Pakistan
QG37_01609	0.9408	CDC_B11118	Pakistan
QG37_01609	1.1020	CDC_B11119	Pakistan
QG37_01609	0.9694	CDC_B11200	India
QG37_01609	1.0624	CDC_B11201	India
QG37_01609	0.8074	CDC_B11205	India
QG37_01609	0.9387	CDC_B11206	India
QG37_01609	1.0107	CDC_B11207	India
QG37_01609	0.8888	CDC_B11208	India
QG37_01609	0.8629	CDC_B11209	India
QG37_01609	0.9604	CDC_B11210	India
QG37_01609	1.0219	CDC_B11212	India
QG37_01609	0.9369	CDC_B11213	India
QG37_01609	0.9745	CDC_B11214	India
QG37_01609	0.8887	CDC_B11215	India
QG37_01609	1.0161	CDC_B11216	India
QG37_01609	0.7320	CDC_B11217	India
QG37_01609	0.8626	CDC_B11218	India
QG37_01609	1.0165	CDC_B11219	India
QG37_01609	0.9429	CDC_B11220	Japan
QG37_01609	1.0793	CDC_B11221	South Africa
QG37_01609	0.8579	CDC_B11222	South Africa
QG37_01609	0.9743	CDC_B11223	South Africa
QG37_01609	0.9818	CDC_B11224	South Africa
QG37_01609	1.1838	CDC_B11225	South Africa
QG37_01609	0.9724	CDC_B11226	South Africa
QG37_01609	0.9393	CDC_B11227	South Africa
QG37_01609	0.7550	CDC_B11228	South Africa
QG37_01609	0.9015	CDC_B11229	South Africa
QG37_01609	0.9222	CDC_B11230	South Africa
QG37_01609	1.1310	CDC_B11243	Venezuela
QG37_01609	0.9405	CDC_B11244	Venezuela
QG37_01609	0.8496	CDC_B11245	Venezuela
QG37_01609	0.8634	CDC_B11246	Venezuela
QG37_01609	1.0388	CDC_B11247	Venezuela
QG37_01610	1.0362	CDC_B11096	Pakistan
QG37_01610	0.9064	CDC_B11097	Pakistan
QG37_01610	1.0932	CDC_B11098	Pakistan
QG37_01610	1.0951	CDC_B11099	Pakistan
QG37_01610	1.0807	CDC_B11101	Pakistan
QG37_01610	1.0924	CDC_B11102	Pakistan
QG37_01610	1.0748	CDC_B11103	Pakistan
QG37_01610	0.8794	CDC_B11105	Pakistan
QG37_01610	0.8160	CDC_B11112	Pakistan
QG37_01610	0.9581	CDC_B11113	Pakistan
QG37_01610	1.0930	CDC_B11114	Pakistan
QG37_01610	0.9097	CDC_B11115	Pakistan
QG37_01610	1.0150	CDC_B11116	Pakistan
QG37_01610	1.0596	CDC_B11117	Pakistan
