GENE	COVERAGE	STRAIN	GROUP
QG37_05694	0.9937	CDC_B11096	Pakistan
QG37_05694	0.8265	CDC_B11097	Pakistan
QG37_05694	0.8035	CDC_B11098	Pakistan
QG37_05694	0.9023	CDC_B11099	Pakistan
QG37_05694	0.9171	CDC_B11101	Pakistan
QG37_05694	0.8694	CDC_B11102	Pakistan
QG37_05694	0.8856	CDC_B11103	Pakistan
QG37_05694	0.7941	CDC_B11105	Pakistan
QG37_05694	0.8629	CDC_B11112	Pakistan
QG37_05694	0.8725	CDC_B11113	Pakistan
QG37_05694	0.9033	CDC_B11114	Pakistan
QG37_05694	0.8456	CDC_B11115	Pakistan
QG37_05694	0.9347	CDC_B11116	Pakistan
QG37_05694	0.8956	CDC_B11117	Pakistan
QG37_05694	0.7688	CDC_B11118	Pakistan
QG37_05694	0.9163	CDC_B11119	Pakistan
QG37_05694	0.8216	CDC_B11200	India
QG37_05694	0.8159	CDC_B11201	India
QG37_05694	0.8683	CDC_B11205	India
QG37_05694	0.7970	CDC_B11206	India
QG37_05694	0.8560	CDC_B11207	India
QG37_05694	0.8649	CDC_B11208	India
QG37_05694	0.9474	CDC_B11209	India
QG37_05694	0.8120	CDC_B11210	India
QG37_05694	0.8653	CDC_B11212	India
QG37_05694	0.8135	CDC_B11213	India
QG37_05694	0.9143	CDC_B11214	India
QG37_05694	0.8050	CDC_B11215	India
QG37_05694	0.7810	CDC_B11216	India
QG37_05694	0.8206	CDC_B11217	India
QG37_05694	0.9243	CDC_B11218	India
QG37_05694	0.8008	CDC_B11219	India
QG37_05694	0.8753	CDC_B11220	Japan
QG37_05694	0.8645	CDC_B11221	South Africa
QG37_05694	0.8823	CDC_B11222	South Africa
QG37_05694	0.9026	CDC_B11223	South Africa
QG37_05694	0.8691	CDC_B11224	South Africa
QG37_05694	0.0033	CDC_B11225	South Africa
QG37_05694	0.8697	CDC_B11226	South Africa
QG37_05694	0.8592	CDC_B11227	South Africa
QG37_05694	0.8417	CDC_B11228	South Africa
QG37_05694	0.8390	CDC_B11229	South Africa
QG37_05694	0.8316	CDC_B11230	South Africa
QG37_05694	0.9065	CDC_B11243	Venezuela
QG37_05694	0.8013	CDC_B11244	Venezuela
QG37_05694	0.8807	CDC_B11245	Venezuela
QG37_05694	0.8473	CDC_B11246	Venezuela
QG37_05694	0.9095	CDC_B11247	Venezuela
QG37_05695	0.4750	CDC_B11096	Pakistan
QG37_05695	0.5330	CDC_B11097	Pakistan
QG37_05695	0.4851	CDC_B11098	Pakistan
QG37_05695	0.4808	CDC_B11099	Pakistan
QG37_05695	0.5653	CDC_B11101	Pakistan
QG37_05695	0.5150	CDC_B11102	Pakistan
QG37_05695	0.4895	CDC_B11103	Pakistan
QG37_05695	0.4324	CDC_B11105	Pakistan
QG37_05695	0.6753	CDC_B11112	Pakistan
QG37_05695	0.4863	CDC_B11113	Pakistan
QG37_05695	0.5273	CDC_B11114	Pakistan
QG37_05695	0.5442	CDC_B11115	Pakistan
QG37_05695	0.4867	CDC_B11116	Pakistan
QG37_05695	0.5109	CDC_B11117	Pakistan
QG37_05695	0.5729	CDC_B11118	Pakistan
QG37_05695	0.4820	CDC_B11119	Pakistan
QG37_05695	0.5515	CDC_B11200	India
QG37_05695	0.5023	CDC_B11201	India
QG37_05695	0.6383	CDC_B11205	India
QG37_05695	0.5167	CDC_B11206	India
QG37_05695	0.5321	CDC_B11207	India
QG37_05695	0.6078	CDC_B11208	India
QG37_05695	0.5879	CDC_B11209	India
QG37_05695	0.5142	CDC_B11210	India
QG37_05695	0.5054	CDC_B11212	India
QG37_05695	0.4704	CDC_B11213	India
QG37_05695	0.5871	CDC_B11214	India
QG37_05695	0.5150	CDC_B11215	India
QG37_05695	0.4640	CDC_B11216	India
QG37_05695	0.6293	CDC_B11217	India
QG37_05695	0.4147	CDC_B11218	India
QG37_05695	0.4759	CDC_B11219	India
QG37_05695	0.9356	CDC_B11220	Japan
QG37_05695	0.5671	CDC_B11221	South Africa
QG37_05695	0.5440	CDC_B11222	South Africa
QG37_05695	0.6487	CDC_B11223	South Africa
QG37_05695	0.6249	CDC_B11224	South Africa
QG37_05695	0.0119	CDC_B11225	South Africa
QG37_05695	0.6594	CDC_B11226	South Africa
QG37_05695	0.5642	CDC_B11227	South Africa
QG37_05695	0.4572	CDC_B11228	South Africa
QG37_05695	0.6216	CDC_B11229	South Africa
QG37_05695	0.4226	CDC_B11230	South Africa
QG37_05695	0.5173	CDC_B11243	Venezuela
QG37_05695	0.5096	CDC_B11244	Venezuela
QG37_05695	0.4589	CDC_B11245	Venezuela
QG37_05695	0.4988	CDC_B11246	Venezuela
QG37_05695	0.4419	CDC_B11247	Venezuela
QG37_05696	0.9835	CDC_B11096	Pakistan
QG37_05696	0.9114	CDC_B11097	Pakistan
QG37_05696	0.9126	CDC_B11098	Pakistan
QG37_05696	0.9174	CDC_B11099	Pakistan
QG37_05696	0.8777	CDC_B11101	Pakistan
QG37_05696	0.9631	CDC_B11102	Pakistan
QG37_05696	0.9560	CDC_B11103	Pakistan
QG37_05696	0.9420	CDC_B11105	Pakistan
QG37_05696	0.9450	CDC_B11112	Pakistan
QG37_05696	0.9161	CDC_B11113	Pakistan
QG37_05696	0.8743	CDC_B11114	Pakistan
QG37_05696	0.8933	CDC_B11115	Pakistan
QG37_05696	0.8937	CDC_B11116	Pakistan
QG37_05696	0.9994	CDC_B11117	Pakistan
QG37_05696	1.0056	CDC_B11118	Pakistan
QG37_05696	0.9231	CDC_B11119	Pakistan
QG37_05696	0.9154	CDC_B11200	India
QG37_05696	1.0025	CDC_B11201	India
QG37_05696	0.9718	CDC_B11205	India
QG37_05696	0.8581	CDC_B11206	India
QG37_05696	0.9825	CDC_B11207	India
QG37_05696	0.9783	CDC_B11208	India
QG37_05696	0.9373	CDC_B11209	India
QG37_05696	0.8925	CDC_B11210	India
QG37_05696	0.9523	CDC_B11212	India
QG37_05696	0.9470	CDC_B11213	India
QG37_05696	0.9858	CDC_B11214	India
QG37_05696	0.8826	CDC_B11215	India
QG37_05696	0.9349	CDC_B11216	India
QG37_05696	0.8936	CDC_B11217	India
QG37_05696	1.0232	CDC_B11218	India
QG37_05696	0.8841	CDC_B11219	India
QG37_05696	0.9021	CDC_B11220	Japan
QG37_05696	0.9542	CDC_B11221	South Africa
QG37_05696	1.0339	CDC_B11222	South Africa
QG37_05696	0.9852	CDC_B11223	South Africa
QG37_05696	0.9897	CDC_B11224	South Africa
QG37_05696	0.0000	CDC_B11225	South Africa
QG37_05696	1.0371	CDC_B11226	South Africa
QG37_05696	0.9307	CDC_B11227	South Africa
QG37_05696	0.9089	CDC_B11228	South Africa
QG37_05696	0.9802	CDC_B11229	South Africa
QG37_05696	0.9262	CDC_B11230	South Africa
QG37_05696	0.9090	CDC_B11243	Venezuela
QG37_05696	1.0508	CDC_B11244	Venezuela
QG37_05696	1.0218	CDC_B11245	Venezuela
QG37_05696	1.0118	CDC_B11246	Venezuela
QG37_05696	1.0234	CDC_B11247	Venezuela
QG37_05697	0.8623	CDC_B11096	Pakistan
QG37_05697	0.8603	CDC_B11097	Pakistan
QG37_05697	0.8832	CDC_B11098	Pakistan
QG37_05697	0.8797	CDC_B11099	Pakistan
QG37_05697	0.8676	CDC_B11101	Pakistan
QG37_05697	0.8348	CDC_B11102	Pakistan
QG37_05697	0.8080	CDC_B11103	Pakistan
QG37_05697	0.9259	CDC_B11105	Pakistan
QG37_05697	0.9067	CDC_B11112	Pakistan
QG37_05697	0.8267	CDC_B11113	Pakistan
QG37_05697	0.8676	CDC_B11114	Pakistan
QG37_05697	0.8935	CDC_B11115	Pakistan
QG37_05697	0.8789	CDC_B11116	Pakistan
QG37_05697	0.9106	CDC_B11117	Pakistan
QG37_05697	0.8794	CDC_B11118	Pakistan
QG37_05697	0.9732	CDC_B11119	Pakistan
QG37_05697	0.8726	CDC_B11200	India
QG37_05697	0.8604	CDC_B11201	India
QG37_05697	0.8976	CDC_B11205	India
QG37_05697	0.8942	CDC_B11206	India
QG37_05697	0.8836	CDC_B11207	India
QG37_05697	0.8596	CDC_B11208	India
QG37_05697	0.8655	CDC_B11209	India
QG37_05697	0.8748	CDC_B11210	India
QG37_05697	0.8490	CDC_B11212	India
QG37_05697	0.8715	CDC_B11213	India
QG37_05697	0.8560	CDC_B11214	India
QG37_05697	0.8473	CDC_B11215	India
QG37_05697	0.7992	CDC_B11216	India
QG37_05697	0.8306	CDC_B11217	India
QG37_05697	0.7913	CDC_B11218	India
QG37_05697	0.7726	CDC_B11219	India
QG37_05697	1.7449	CDC_B11220	Japan
QG37_05697	0.8803	CDC_B11221	South Africa
QG37_05697	0.9107	CDC_B11222	South Africa
QG37_05697	0.9242	CDC_B11223	South Africa
QG37_05697	0.9614	CDC_B11224	South Africa
QG37_05697	0.9062	CDC_B11225	South Africa
QG37_05697	0.9397	CDC_B11226	South Africa
QG37_05697	0.8003	CDC_B11227	South Africa
QG37_05697	0.9362	CDC_B11228	South Africa
QG37_05697	0.9070	CDC_B11229	South Africa
QG37_05697	0.8457	CDC_B11230	South Africa
QG37_05697	0.8366	CDC_B11243	Venezuela
QG37_05697	0.9576	CDC_B11244	Venezuela
QG37_05697	1.0007	CDC_B11245	Venezuela
QG37_05697	0.9389	CDC_B11246	Venezuela
QG37_05697	0.9582	CDC_B11247	Venezuela
QG37_05698	0.6960	CDC_B11096	Pakistan
QG37_05698	0.6713	CDC_B11097	Pakistan
QG37_05698	0.5429	CDC_B11098	Pakistan
QG37_05698	0.7028	CDC_B11099	Pakistan
QG37_05698	0.7897	CDC_B11101	Pakistan
QG37_05698	0.7764	CDC_B11102	Pakistan
QG37_05698	0.7707	CDC_B11103	Pakistan
QG37_05698	0.7655	CDC_B11105	Pakistan
QG37_05698	0.8784	CDC_B11112	Pakistan
QG37_05698	0.5794	CDC_B11113	Pakistan
QG37_05698	0.7338	CDC_B11114	Pakistan
QG37_05698	0.6256	CDC_B11115	Pakistan
QG37_05698	0.8022	CDC_B11116	Pakistan
QG37_05698	0.7153	CDC_B11117	Pakistan
QG37_05698	0.6712	CDC_B11118	Pakistan
QG37_05698	0.7567	CDC_B11119	Pakistan
QG37_05698	0.8345	CDC_B11200	India
QG37_05698	0.6662	CDC_B11201	India
QG37_05698	0.7782	CDC_B11205	India
QG37_05698	0.7100	CDC_B11206	India
QG37_05698	0.7587	CDC_B11207	India
QG37_05698	0.6956	CDC_B11208	India
QG37_05698	0.6743	CDC_B11209	India
QG37_05698	0.6606	CDC_B11210	India
QG37_05698	0.7230	CDC_B11212	India
QG37_05698	0.7357	CDC_B11213	India
QG37_05698	0.9326	CDC_B11214	India
QG37_05698	0.6514	CDC_B11215	India
QG37_05698	0.5169	CDC_B11216	India
QG37_05698	0.6884	CDC_B11217	India
QG37_05698	0.7619	CDC_B11218	India
QG37_05698	0.7650	CDC_B11219	India
QG37_05698	1.4265	CDC_B11220	Japan
QG37_05698	0.7665	CDC_B11221	South Africa
QG37_05698	0.7841	CDC_B11222	South Africa
QG37_05698	0.7472	CDC_B11223	South Africa
QG37_05698	0.9092	CDC_B11224	South Africa
QG37_05698	0.8513	CDC_B11225	South Africa
QG37_05698	0.7132	CDC_B11226	South Africa
QG37_05698	0.7659	CDC_B11227	South Africa
QG37_05698	0.7139	CDC_B11228	South Africa
QG37_05698	0.8224	CDC_B11229	South Africa
QG37_05698	0.7029	CDC_B11230	South Africa
QG37_05698	0.8574	CDC_B11243	Venezuela
QG37_05698	0.7964	CDC_B11244	Venezuela
QG37_05698	0.8197	CDC_B11245	Venezuela
QG37_05698	0.7068	CDC_B11246	Venezuela
QG37_05698	0.7939	CDC_B11247	Venezuela
QG37_05699	0.5807	CDC_B11096	Pakistan
QG37_05699	0.6049	CDC_B11097	Pakistan
QG37_05699	0.7784	CDC_B11098	Pakistan
QG37_05699	0.7662	CDC_B11099	Pakistan
QG37_05699	0.7529	CDC_B11101	Pakistan
QG37_05699	0.8209	CDC_B11102	Pakistan
QG37_05699	0.6923	CDC_B11103	Pakistan
QG37_05699	0.7793	CDC_B11105	Pakistan
QG37_05699	0.6745	CDC_B11112	Pakistan
QG37_05699	0.6641	CDC_B11113	Pakistan
QG37_05699	0.7662	CDC_B11114	Pakistan
QG37_05699	0.7799	CDC_B11115	Pakistan
QG37_05699	0.8641	CDC_B11116	Pakistan
QG37_05699	0.8148	CDC_B11117	Pakistan
QG37_05699	0.7501	CDC_B11118	Pakistan
QG37_05699	0.8949	CDC_B11119	Pakistan
QG37_05699	0.8604	CDC_B11200	India
QG37_05699	0.7587	CDC_B11201	India
QG37_05699	0.7650	CDC_B11205	India
QG37_05699	0.6786	CDC_B11206	India
QG37_05699	0.8662	CDC_B11207	India
QG37_05699	0.8000	CDC_B11208	India
QG37_05699	0.7715	CDC_B11209	India
QG37_05699	0.6746	CDC_B11210	India
QG37_05699	0.7023	CDC_B11212	India
QG37_05699	0.7739	CDC_B11213	India
QG37_05699	0.8836	CDC_B11214	India
QG37_05699	0.7306	CDC_B11215	India
QG37_05699	0.5688	CDC_B11216	India
QG37_05699	0.4544	CDC_B11217	India
QG37_05699	0.7428	CDC_B11218	India
QG37_05699	0.8172	CDC_B11219	India
QG37_05699	1.4004	CDC_B11220	Japan
QG37_05699	0.7802	CDC_B11221	South Africa
QG37_05699	0.8726	CDC_B11222	South Africa
QG37_05699	0.7780	CDC_B11223	South Africa
QG37_05699	0.8901	CDC_B11224	South Africa
QG37_05699	0.8690	CDC_B11225	South Africa
QG37_05699	0.8566	CDC_B11226	South Africa
QG37_05699	0.6911	CDC_B11227	South Africa
QG37_05699	0.6562	CDC_B11228	South Africa
QG37_05699	0.7318	CDC_B11229	South Africa
QG37_05699	0.7985	CDC_B11230	South Africa
QG37_05699	0.7066	CDC_B11243	Venezuela
QG37_05699	0.6387	CDC_B11244	Venezuela
QG37_05699	0.6098	CDC_B11245	Venezuela
QG37_05699	0.6422	CDC_B11246	Venezuela
QG37_05699	0.6434	CDC_B11247	Venezuela
QG37_05700	0.6915	CDC_B11096	Pakistan
QG37_05700	0.6078	CDC_B11097	Pakistan
QG37_05700	0.6074	CDC_B11098	Pakistan
QG37_05700	0.6834	CDC_B11099	Pakistan
QG37_05700	0.6486	CDC_B11101	Pakistan
QG37_05700	0.7112	CDC_B11102	Pakistan
QG37_05700	0.6086	CDC_B11103	Pakistan
QG37_05700	0.5549	CDC_B11105	Pakistan
QG37_05700	0.5866	CDC_B11112	Pakistan
QG37_05700	0.5626	CDC_B11113	Pakistan
QG37_05700	0.6083	CDC_B11114	Pakistan
QG37_05700	0.6070	CDC_B11115	Pakistan
QG37_05700	0.5413	CDC_B11116	Pakistan
QG37_05700	0.5548	CDC_B11117	Pakistan
QG37_05700	0.6778	CDC_B11118	Pakistan
QG37_05700	0.6876	CDC_B11119	Pakistan
QG37_05700	0.6664	CDC_B11200	India
QG37_05700	0.6722	CDC_B11201	India
QG37_05700	0.7697	CDC_B11205	India
QG37_05700	0.6793	CDC_B11206	India
QG37_05700	0.8707	CDC_B11207	India
QG37_05700	0.7309	CDC_B11208	India
QG37_05700	0.8263	CDC_B11209	India
QG37_05700	0.8116	CDC_B11210	India
QG37_05700	0.8361	CDC_B11212	India
QG37_05700	0.7224	CDC_B11213	India
QG37_05700	0.7908	CDC_B11214	India
QG37_05700	0.7488	CDC_B11215	India
QG37_05700	0.7378	CDC_B11216	India
QG37_05700	0.8612	CDC_B11217	India
QG37_05700	0.7329	CDC_B11218	India
QG37_05700	0.6887	CDC_B11219	India
QG37_05700	1.0491	CDC_B11220	Japan
QG37_05700	0.7704	CDC_B11221	South Africa
QG37_05700	0.7336	CDC_B11222	South Africa
QG37_05700	0.8729	CDC_B11223	South Africa
QG37_05700	0.6738	CDC_B11224	South Africa
QG37_05700	0.6808	CDC_B11225	South Africa
QG37_05700	0.7472	CDC_B11226	South Africa
QG37_05700	0.6943	CDC_B11227	South Africa
QG37_05700	0.7051	CDC_B11228	South Africa
QG37_05700	0.7179	CDC_B11229	South Africa
QG37_05700	0.7640	CDC_B11230	South Africa
QG37_05700	0.8806	CDC_B11243	Venezuela
QG37_05700	0.7371	CDC_B11244	Venezuela
QG37_05700	0.7455	CDC_B11245	Venezuela
QG37_05700	1.0212	CDC_B11246	Venezuela
QG37_05700	0.7901	CDC_B11247	Venezuela
QG37_05701	0.8768	CDC_B11096	Pakistan
QG37_05701	0.7232	CDC_B11097	Pakistan
QG37_05701	0.7676	CDC_B11098	Pakistan
QG37_05701	0.7387	CDC_B11099	Pakistan
QG37_05701	0.6991	CDC_B11101	Pakistan
QG37_05701	0.8201	CDC_B11102	Pakistan
QG37_05701	0.7533	CDC_B11103	Pakistan
QG37_05701	0.7474	CDC_B11105	Pakistan
QG37_05701	0.7846	CDC_B11112	Pakistan
QG37_05701	0.7736	CDC_B11113	Pakistan
QG37_05701	0.7649	CDC_B11114	Pakistan
QG37_05701	0.7181	CDC_B11115	Pakistan
QG37_05701	0.7031	CDC_B11116	Pakistan
QG37_05701	0.8204	CDC_B11117	Pakistan
QG37_05701	0.7873	CDC_B11118	Pakistan
QG37_05701	0.8310	CDC_B11119	Pakistan
QG37_05701	0.8325	CDC_B11200	India
QG37_05701	0.8333	CDC_B11201	India
QG37_05701	0.7867	CDC_B11205	India
QG37_05701	0.7053	CDC_B11206	India
QG37_05701	0.8273	CDC_B11207	India
QG37_05701	0.8299	CDC_B11208	India
QG37_05701	0.7721	CDC_B11209	India
QG37_05701	0.7964	CDC_B11210	India
QG37_05701	0.7862	CDC_B11212	India
QG37_05701	0.7701	CDC_B11213	India
QG37_05701	0.7261	CDC_B11214	India
QG37_05701	0.7475	CDC_B11215	India
QG37_05701	0.7445	CDC_B11216	India
QG37_05701	0.7827	CDC_B11217	India
QG37_05701	0.7300	CDC_B11218	India
QG37_05701	0.7787	CDC_B11219	India
QG37_05701	0.7657	CDC_B11220	Japan
QG37_05701	1.0039	CDC_B11221	South Africa
QG37_05701	0.7913	CDC_B11222	South Africa
QG37_05701	0.8193	CDC_B11223	South Africa
QG37_05701	0.8495	CDC_B11224	South Africa
QG37_05701	0.7932	CDC_B11225	South Africa
QG37_05701	0.7691	CDC_B11226	South Africa
QG37_05701	0.7989	CDC_B11227	South Africa
QG37_05701	0.8571	CDC_B11228	South Africa
QG37_05701	0.7638	CDC_B11229	South Africa
QG37_05701	0.7287	CDC_B11230	South Africa
QG37_05701	0.8998	CDC_B11243	Venezuela
QG37_05701	0.8617	CDC_B11244	Venezuela
QG37_05701	0.7744	CDC_B11245	Venezuela
QG37_05701	0.9114	CDC_B11246	Venezuela
