GENE	COVERAGE	STRAIN	GROUP
QG37_00888	3.9093	CDC_B11096	Pakistan
QG37_00888	6.6112	CDC_B11097	Pakistan
QG37_00888	6.3493	CDC_B11098	Pakistan
QG37_00888	6.1919	CDC_B11099	Pakistan
QG37_00888	6.1357	CDC_B11101	Pakistan
QG37_00888	6.2470	CDC_B11102	Pakistan
QG37_00888	6.3780	CDC_B11103	Pakistan
QG37_00888	6.2869	CDC_B11105	Pakistan
QG37_00888	1.8605	CDC_B11112	Pakistan
QG37_00888	6.2270	CDC_B11113	Pakistan
QG37_00888	6.1782	CDC_B11114	Pakistan
QG37_00888	6.0321	CDC_B11115	Pakistan
QG37_00888	6.1036	CDC_B11116	Pakistan
QG37_00888	6.3325	CDC_B11117	Pakistan
QG37_00888	6.0463	CDC_B11118	Pakistan
QG37_00888	6.4386	CDC_B11119	Pakistan
QG37_00888	6.2387	CDC_B11200	India
QG37_00888	6.4641	CDC_B11201	India
QG37_00888	6.4794	CDC_B11205	India
QG37_00888	6.2360	CDC_B11206	India
QG37_00888	6.3542	CDC_B11207	India
QG37_00888	6.3735	CDC_B11208	India
QG37_00888	6.4989	CDC_B11209	India
QG37_00888	6.1815	CDC_B11210	India
QG37_00888	6.2415	CDC_B11212	India
QG37_00888	6.1443	CDC_B11213	India
QG37_00888	6.2776	CDC_B11214	India
QG37_00888	6.1246	CDC_B11215	India
QG37_00888	6.1920	CDC_B11216	India
QG37_00888	5.8878	CDC_B11217	India
QG37_00888	6.2267	CDC_B11218	India
QG37_00888	6.1473	CDC_B11219	India
QG37_00888	3.4762	CDC_B11220	Japan
QG37_00888	1.7304	CDC_B11221	South Africa
QG37_00888	1.7328	CDC_B11222	South Africa
QG37_00888	1.6504	CDC_B11223	South Africa
QG37_00888	1.6246	CDC_B11224	South Africa
QG37_00888	1.6482	CDC_B11225	South Africa
QG37_00888	1.7774	CDC_B11226	South Africa
QG37_00888	1.6903	CDC_B11227	South Africa
QG37_00888	1.6806	CDC_B11228	South Africa
QG37_00888	1.7442	CDC_B11229	South Africa
QG37_00888	1.7603	CDC_B11230	South Africa
QG37_00888	2.8441	CDC_B11243	Venezuela
QG37_00888	2.8208	CDC_B11244	Venezuela
QG37_00888	2.8858	CDC_B11245	Venezuela
QG37_00888	2.9355	CDC_B11246	Venezuela
QG37_00888	2.8543	CDC_B11247	Venezuela
QG37_00889	1.4396	CDC_B11096	Pakistan
QG37_00889	1.8949	CDC_B11097	Pakistan
QG37_00889	0.9443	CDC_B11098	Pakistan
QG37_00889	0.9323	CDC_B11099	Pakistan
QG37_00889	1.5730	CDC_B11101	Pakistan
QG37_00889	1.8886	CDC_B11102	Pakistan
QG37_00889	0.8707	CDC_B11103	Pakistan
QG37_00889	1.6587	CDC_B11105	Pakistan
QG37_00889	1.1331	CDC_B11112	Pakistan
QG37_00889	1.5654	CDC_B11113	Pakistan
QG37_00889	1.7269	CDC_B11114	Pakistan
QG37_00889	1.0502	CDC_B11115	Pakistan
QG37_00889	0.9540	CDC_B11116	Pakistan
QG37_00889	1.7700	CDC_B11117	Pakistan
QG37_00889	1.5214	CDC_B11118	Pakistan
QG37_00889	1.7296	CDC_B11119	Pakistan
QG37_00889	1.7700	CDC_B11200	India
QG37_00889	1.8229	CDC_B11201	India
QG37_00889	1.7966	CDC_B11205	India
QG37_00889	1.8696	CDC_B11206	India
QG37_00889	1.9886	CDC_B11207	India
QG37_00889	1.7255	CDC_B11208	India
QG37_00889	1.6091	CDC_B11209	India
QG37_00889	1.6830	CDC_B11210	India
QG37_00889	1.6713	CDC_B11212	India
QG37_00889	1.7643	CDC_B11213	India
QG37_00889	1.7597	CDC_B11214	India
QG37_00889	1.7850	CDC_B11215	India
QG37_00889	1.7246	CDC_B11216	India
QG37_00889	1.3331	CDC_B11217	India
QG37_00889	1.5983	CDC_B11218	India
QG37_00889	0.9574	CDC_B11219	India
QG37_00889	1.6441	CDC_B11220	Japan
QG37_00889	1.7992	CDC_B11221	South Africa
QG37_00889	1.8526	CDC_B11222	South Africa
QG37_00889	1.7688	CDC_B11223	South Africa
QG37_00889	1.7160	CDC_B11224	South Africa
QG37_00889	1.6986	CDC_B11225	South Africa
QG37_00889	1.9529	CDC_B11226	South Africa
QG37_00889	1.7162	CDC_B11227	South Africa
QG37_00889	1.8065	CDC_B11228	South Africa
QG37_00889	1.9422	CDC_B11229	South Africa
QG37_00889	1.6158	CDC_B11230	South Africa
QG37_00889	1.4433	CDC_B11243	Venezuela
QG37_00889	1.2106	CDC_B11244	Venezuela
QG37_00889	1.2792	CDC_B11245	Venezuela
QG37_00889	1.3848	CDC_B11246	Venezuela
QG37_00889	1.3942	CDC_B11247	Venezuela
QG37_00890	1.0553	CDC_B11096	Pakistan
QG37_00890	1.0585	CDC_B11097	Pakistan
QG37_00890	0.9598	CDC_B11098	Pakistan
QG37_00890	1.0402	CDC_B11099	Pakistan
QG37_00890	0.9923	CDC_B11101	Pakistan
QG37_00890	0.9829	CDC_B11102	Pakistan
QG37_00890	0.9665	CDC_B11103	Pakistan
QG37_00890	0.9622	CDC_B11105	Pakistan
QG37_00890	0.9999	CDC_B11112	Pakistan
QG37_00890	1.0909	CDC_B11113	Pakistan
QG37_00890	1.1595	CDC_B11114	Pakistan
QG37_00890	0.9920	CDC_B11115	Pakistan
QG37_00890	1.1843	CDC_B11116	Pakistan
QG37_00890	1.0934	CDC_B11117	Pakistan
QG37_00890	1.0462	CDC_B11118	Pakistan
QG37_00890	1.0127	CDC_B11119	Pakistan
QG37_00890	0.9273	CDC_B11200	India
QG37_00890	1.0363	CDC_B11201	India
QG37_00890	1.1176	CDC_B11205	India
QG37_00890	1.1130	CDC_B11206	India
QG37_00890	0.9229	CDC_B11207	India
QG37_00890	1.1433	CDC_B11208	India
QG37_00890	1.1230	CDC_B11209	India
QG37_00890	0.9438	CDC_B11210	India
QG37_00890	1.0607	CDC_B11212	India
QG37_00890	1.0183	CDC_B11213	India
QG37_00890	0.8896	CDC_B11214	India
QG37_00890	1.1061	CDC_B11215	India
QG37_00890	1.0240	CDC_B11216	India
QG37_00890	0.7705	CDC_B11217	India
QG37_00890	0.9115	CDC_B11218	India
QG37_00890	0.9521	CDC_B11219	India
QG37_00890	0.9326	CDC_B11220	Japan
QG37_00890	0.8523	CDC_B11221	South Africa
QG37_00890	0.6359	CDC_B11222	South Africa
QG37_00890	0.7267	CDC_B11223	South Africa
QG37_00890	0.6632	CDC_B11224	South Africa
QG37_00890	0.8238	CDC_B11225	South Africa
QG37_00890	0.7027	CDC_B11226	South Africa
QG37_00890	0.7981	CDC_B11227	South Africa
QG37_00890	0.7811	CDC_B11228	South Africa
QG37_00890	0.7556	CDC_B11229	South Africa
QG37_00890	0.6556	CDC_B11230	South Africa
QG37_00890	0.8133	CDC_B11243	Venezuela
QG37_00890	0.7879	CDC_B11244	Venezuela
QG37_00890	0.7439	CDC_B11245	Venezuela
QG37_00890	0.6108	CDC_B11246	Venezuela
QG37_00890	0.7776	CDC_B11247	Venezuela
QG37_00891	1.0751	CDC_B11096	Pakistan
QG37_00891	1.0132	CDC_B11097	Pakistan
QG37_00891	1.0253	CDC_B11098	Pakistan
QG37_00891	0.9712	CDC_B11099	Pakistan
QG37_00891	1.0101	CDC_B11101	Pakistan
QG37_00891	0.9774	CDC_B11102	Pakistan
QG37_00891	1.0796	CDC_B11103	Pakistan
QG37_00891	1.0674	CDC_B11105	Pakistan
QG37_00891	0.9609	CDC_B11112	Pakistan
QG37_00891	1.0751	CDC_B11113	Pakistan
QG37_00891	1.1057	CDC_B11114	Pakistan
QG37_00891	0.9416	CDC_B11115	Pakistan
QG37_00891	1.0168	CDC_B11116	Pakistan
QG37_00891	1.0178	CDC_B11117	Pakistan
QG37_00891	0.9657	CDC_B11118	Pakistan
QG37_00891	1.0112	CDC_B11119	Pakistan
QG37_00891	1.0473	CDC_B11200	India
QG37_00891	1.0066	CDC_B11201	India
QG37_00891	1.0392	CDC_B11205	India
QG37_00891	1.0765	CDC_B11206	India
QG37_00891	1.0617	CDC_B11207	India
QG37_00891	0.9986	CDC_B11208	India
QG37_00891	0.9745	CDC_B11209	India
QG37_00891	0.9288	CDC_B11210	India
QG37_00891	1.0149	CDC_B11212	India
QG37_00891	0.9307	CDC_B11213	India
QG37_00891	0.9671	CDC_B11214	India
QG37_00891	1.0522	CDC_B11215	India
QG37_00891	0.9766	CDC_B11216	India
QG37_00891	0.8581	CDC_B11217	India
QG37_00891	0.9173	CDC_B11218	India
QG37_00891	0.9544	CDC_B11219	India
QG37_00891	1.0229	CDC_B11220	Japan
QG37_00891	0.9603	CDC_B11221	South Africa
QG37_00891	1.0414	CDC_B11222	South Africa
QG37_00891	1.0783	CDC_B11223	South Africa
QG37_00891	0.9645	CDC_B11224	South Africa
QG37_00891	1.0606	CDC_B11225	South Africa
QG37_00891	1.0341	CDC_B11226	South Africa
QG37_00891	1.0582	CDC_B11227	South Africa
QG37_00891	1.0479	CDC_B11228	South Africa
QG37_00891	0.9606	CDC_B11229	South Africa
QG37_00891	0.9814	CDC_B11230	South Africa
QG37_00891	1.0748	CDC_B11243	Venezuela
QG37_00891	1.0314	CDC_B11244	Venezuela
QG37_00891	1.0822	CDC_B11245	Venezuela
QG37_00891	0.9198	CDC_B11246	Venezuela
QG37_00891	0.9823	CDC_B11247	Venezuela
QG37_00892	1.0510	CDC_B11096	Pakistan
QG37_00892	0.9306	CDC_B11097	Pakistan
QG37_00892	1.0221	CDC_B11098	Pakistan
QG37_00892	0.8861	CDC_B11099	Pakistan
