GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_02186	97.78	109.23	61.33	73.67	77.97	106.44	96.78	97.86	119.72	98.06	70.06	73.89	94.49	92.70	85.12	100.49	116.35	130.42	119.68	97.58	100.36	99.62	111.12	89.53	104.09	131.34	103.47	109.78	83.82	22.34	61.84	94.06	114.37	92.04	84.90	89.38	93.23	90.57	78.67	90.67	125.02	106.34	73.43	81.06	99.37	110.32	84.60	128.94
QG37_02187	123.34	116.54	67.73	86.59	114.04	106.66	116.59	108.46	120.51	116.31	91.51	92.49	106.63	106.01	108.48	117.59	158.05	146.28	132.24	119.01	114.97	116.98	126.45	96.74	119.38	139.34	95.65	127.59	123.14	30.72	69.02	127.23	135.81	126.80	105.15	91.69	106.02	112.81	101.80	123.78	137.08	122.05	95.59	96.06	119.68	109.90	100.46	131.96
QG37_02188	144.27	121.88	74.83	74.09	112.16	117.24	100.93	115.81	125.90	117.31	98.95	93.30	107.52	112.28	95.12	120.52	142.39	157.47	135.91	120.35	111.34	113.85	134.64	100.43	119.01	138.18	96.24	139.40	107.96	30.12	69.78	127.34	144.12	118.37	111.11	82.40	103.22	107.11	90.87	126.22	129.79	132.60	88.32	90.13	103.03	109.55	95.39	139.34
QG37_02189	154.58	146.54	84.25	79.83	137.99	138.07	132.35	131.98	144.49	135.43	106.18	118.54	116.28	117.98	108.17	110.30	165.15	171.61	155.73	143.71	133.37	129.97	147.60	109.18	135.13	169.99	114.64	154.62	133.31	32.81	83.60	149.21	158.91	139.28	116.07	102.48	115.84	120.26	104.49	140.82	163.49	152.21	108.02	95.74	129.26	128.94	115.63	143.91
QG37_02190	163.05	136.86	80.06	74.73	121.53	124.60	118.06	141.59	117.40	126.08	101.21	107.77	99.50	122.50	96.05	125.53	147.80	153.98	106.17	131.73	108.80	131.21	147.83	104.67	114.75	158.26	102.27	133.93	124.86	37.26	82.67	133.85	141.09	134.03	116.52	108.66	104.20	120.87	89.46	118.83	146.34	128.43	103.07	90.12	128.74	108.68	98.70	132.00
QG37_02191	147.77	141.87	70.66	75.35	114.81	112.04	128.58	132.56	124.34	113.96	93.30	100.37	109.34	110.36	98.41	113.22	144.56	151.62	126.88	136.25	115.53	123.29	123.23	98.54	122.71	174.05	108.08	140.45	120.16	26.88	75.60	117.43	143.03	114.84	116.65	108.76	102.98	115.16	88.51	126.52	157.49	141.23	96.76	94.19	124.84	124.07	100.33	140.31
QG37_02192	152.17	130.54	76.24	70.88	116.65	121.44	113.36	133.50	122.30	117.95	95.96	98.57	118.63	108.50	104.30	120.54	148.92	159.46	129.87	151.26	108.87	121.72	135.25	103.52	120.66	153.56	104.54	150.98	110.15	35.82	75.63	123.65	135.41	130.38	111.98	97.69	90.11	114.63	89.53	128.29	129.97	142.28	94.84	88.65	109.39	115.24	109.63	140.89
QG37_02193	129.37	128.70	70.89	74.07	114.33	121.48	117.17	118.68	120.25	111.41	105.63	102.45	105.91	105.28	100.76	113.17	140.73	147.67	134.93	116.53	115.80	117.23	125.72	96.38	120.92	140.58	109.89	137.83	104.58	28.72	70.86	123.77	131.85	117.44	96.58	87.83	102.79	114.84	95.72	121.30	131.13	127.29	81.28	90.65	101.20	111.98	99.62	135.10
QG37_02194	128.99	123.97	75.99	75.73	113.62	111.29	115.43	107.04	118.92	123.06	82.20	113.70	106.64	105.97	94.97	120.43	147.03	134.00	135.62	100.11	112.94	115.33	125.10	110.36	119.35	148.32	88.56	125.41	112.35	30.19	74.42	130.71	158.13	130.55	123.21	94.50	107.32	117.97	105.13	120.42	133.11	123.34	103.23	92.66	119.45	112.56	108.42	138.42
QG37_02195	129.53	117.10	70.37	76.74	98.47	118.77	131.32	112.48	112.03	119.35	99.36	88.87	107.10	88.79	100.41	107.17	144.32	157.98	145.53	125.16	115.95	90.28	134.75	100.34	107.97	146.74	86.71	138.94	97.43	32.47	69.74	121.61	153.73	104.07	114.63	70.81	76.13	117.89	91.24	121.08	142.61	126.28	89.32	88.32	133.10	122.82	111.16	117.00
