GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_02694	82.85	55.52	36.73	27.69	48.69	50.75	54.07	64.57	56.47	52.70	54.36	40.61	44.19	50.22	46.75	61.10	72.70	67.42	62.02	59.72	50.34	53.51	65.76	57.49	62.86	65.90	41.74	61.57	32.92	9.88	33.50	47.57	67.78	33.79	49.08	36.53	36.12	35.40	27.65	46.93	61.47	54.68	31.33	29.61	30.36	36.56	33.14	52.93
QG37_02695	108.50	93.43	57.84	55.94	86.24	99.10	107.28	88.51	104.63	92.43	86.68	87.11	72.96	91.59	88.43	100.86	114.99	126.94	118.34	97.62	96.46	106.18	103.29	101.60	99.66	103.01	82.88	86.90	70.48	15.80	64.41	89.83	100.90	104.54	89.24	79.43	89.44	85.58	73.33	92.33	119.77	104.40	72.37	64.48	87.01	93.64	69.47	108.06
QG37_02696	119.50	114.94	66.72	67.55	109.02	106.44	111.10	120.53	114.31	102.07	88.53	78.36	97.73	102.72	79.82	100.60	127.20	138.04	114.36	106.31	111.81	100.44	113.04	93.25	118.01	131.08	86.12	119.15	100.52	26.90	67.82	109.16	119.85	99.55	102.15	86.14	107.57	99.18	87.57	113.69	144.16	107.39	87.17	68.67	101.48	101.60	80.99	125.09
QG37_02697	122.28	130.88	70.31	71.28	124.39	111.10	122.37	113.07	128.67	109.30	94.11	96.14	103.51	101.10	99.91	111.55	148.36	152.98	140.62	123.42	111.16	114.32	131.55	96.52	126.06	140.07	100.74	138.87	111.18	36.72	79.99	115.14	142.21	115.39	117.36	92.29	101.21	115.93	95.63	113.51	129.63	119.34	85.79	96.92	110.79	105.78	103.79	152.67
QG37_02698	39.81	75.16	43.20	47.59	67.91	62.45	61.87	84.59	65.28	73.96	51.25	70.74	62.68	62.70	59.17	64.51	84.39	87.51	84.70	68.97	74.46	83.92	75.19	51.57	64.51	72.38	65.44	79.90	63.87	23.54	37.01	71.01	78.20	63.18	64.94	47.87	60.99	64.10	48.49	82.07	97.99	91.72	73.88	52.77	69.50	63.62	60.67	70.21
QG37_02699	118.87	77.55	42.15	52.33	81.50	80.40	79.21	76.93	82.70	75.38	54.05	67.79	64.79	67.28	74.42	73.19	100.39	81.74	81.21	74.52	79.60	84.23	75.06	65.11	75.03	87.96	59.62	76.56	74.09	21.52	49.10	77.48	69.70	82.22	65.88	50.89	65.29	63.52	57.23	89.02	83.92	91.33	72.10	59.84	58.69	62.26	60.98	82.70
QG37_02700	123.13	110.00	72.70	58.02	97.74	107.30	105.17	99.59	123.39	97.58	84.54	86.90	88.11	92.49	94.45	105.95	131.55	128.74	114.10	112.64	109.79	107.10	121.50	101.38	122.45	136.53	83.38	124.32	91.24	24.85	70.46	111.13	119.74	107.36	105.28	96.65	91.64	88.87	86.66	103.48	120.46	110.73	74.11	87.19	89.09	94.00	90.86	101.02
QG37_02701	134.26	132.25	80.00	67.75	119.02	123.51	115.80	121.93	127.94	119.35	100.89	98.47	102.09	100.31	98.60	114.56	130.26	151.51	127.43	101.86	111.63	111.71	135.19	101.87	126.69	150.19	113.61	120.35	94.46	29.40	75.97	128.44	125.42	133.42	106.10	97.36	97.67	115.94	108.01	119.26	142.87	131.14	101.61	89.09	105.08	126.08	102.05	146.76
QG37_02702	168.45	137.02	70.29	67.14	97.05	102.67	121.20	120.86	118.42	106.18	105.71	98.18	104.08	106.29	90.55	115.46	131.06	165.05	149.29	88.96	113.64	123.58	151.81	108.29	115.60	156.49	108.08	104.90	94.67	31.60	77.46	99.73	127.15	130.52	117.48	106.89	105.44	113.50	94.19	128.80	135.12	115.94	97.10	83.19	112.37	125.91	97.73	144.72
QG37_02703	104.83	120.36	67.41	68.89	111.83	111.75	127.56	119.81	109.02	97.90	89.70	85.20	97.90	101.20	98.41	112.40	133.34	166.56	135.13	107.34	115.69	109.12	125.47	93.60	111.63	133.63	89.49	108.58	100.43	23.37	74.23	118.11	129.43	111.74	101.70	79.62	91.57	109.61	93.41	106.73	131.98	115.42	90.03	89.43	114.21	111.58	93.56	131.76
QG37_02704	114.80	119.69	76.00	72.09	99.28	98.20	109.51	86.60	127.97	95.50	96.72	96.79	86.75	103.95	98.92	119.81	120.15	150.09	132.89	115.72	104.70	131.24	141.87	105.00	96.73	130.36	93.43	115.06	106.56	22.47	72.57	128.75	111.62	92.28	95.39	86.69	103.29	104.16	73.18	136.31	127.87	115.41	101.40	95.22	102.57	83.99	81.91	127.04
QG37_02705	122.39	124.81	67.04	70.04	109.40	109.09	106.00	110.30	120.60	107.13	85.85	88.40	98.68	108.04	96.47	114.15	146.00	153.63	138.10	111.50	116.92	125.32	130.89	114.23	113.20	135.25	90.62	118.07	94.74	29.43	80.64	113.12	125.04	103.22	100.68	89.53	99.47	114.99	98.97	124.87	133.62	125.17	92.65	88.30	120.32	102.46	100.60	135.28
QG37_02706	130.92	138.00	62.22	69.78	113.15	119.42	116.79	115.88	133.41	118.17	93.78	98.02	98.02	100.99	103.76	111.75	150.72	159.14	145.97	120.33	114.80	129.50	135.75	107.95	140.05	157.05	111.66	135.69	108.44	31.29	75.93	126.17	147.77	120.08	114.17	93.55	107.16	115.91	98.54	134.91	146.63	124.64	99.67	90.43	120.17	122.19	100.03	137.62
QG37_02707	106.52	104.09	66.81	70.02	97.14	99.53	106.10	97.74	121.43	97.13	81.77	86.39	93.89	90.30	91.65	104.68	127.13	152.71	119.59	103.48	99.37	116.37	121.37	94.39	111.28	124.94	89.21	120.36	94.70	24.89	68.87	103.77	117.91	112.43	94.20	96.13	95.65	108.35	92.35	110.28	122.49	113.32	90.21	93.81	108.18	115.44	90.70	126.15
QG37_02708	110.59	124.79	76.53	79.87	98.61	111.97	106.68	115.07	122.44	119.63	87.66	107.59	95.28	98.51	98.21	121.76	152.05	144.29	122.57	112.52	122.07	152.29	153.03	90.05	120.07	138.30	100.71	128.03	93.05	30.45	66.18	117.83	125.29	118.97	116.57	100.45	104.89	119.50	109.43	128.14	116.61	132.35	98.41	84.73	104.58	116.36	91.77	146.62
QG37_02709	116.89	127.51	69.41	62.09	107.35	115.99	112.76	123.45	127.99	119.69	102.05	99.62	93.82	106.10	98.03	128.51	151.24	154.88	142.12	112.46	129.24	127.00	132.82	105.47	117.81	150.69	97.81	133.24	110.79	25.17	66.88	128.73	119.75	110.24	122.95	82.96	110.76	107.41	101.38	116.16	132.72	103.92	84.76	91.05	102.68	115.83	93.24	137.38
QG37_02710	114.10	118.60	66.70	83.91	109.50	94.41	121.53	112.92	128.72	100.85	92.54	102.49	100.46	106.76	103.18	120.67	133.36	126.71	130.57	108.84	111.98	117.14	143.05	105.35	108.63	140.16	88.34	122.77	95.87	30.30	71.59	117.10	122.50	111.58	115.10	68.84	97.98	114.34	79.69	103.05	149.40	109.97	95.05	79.73	110.44	101.52	93.93	139.92
QG37_02711	109.98	111.10	60.64	71.56	99.88	97.13	103.26	104.34	103.19	98.32	84.80	86.81	101.04	93.90	93.44	98.96	137.25	136.48	116.06	112.62	108.13	101.85	122.94	90.56	110.05	127.87	73.72	112.84	84.99	38.60	82.83	103.45	110.66	104.52	95.66	77.20	88.15	96.65	74.83	110.88	128.17	105.59	88.19	86.46	96.17	104.43	83.31	121.55
QG37_02712	125.19	125.56	68.09	69.41	112.81	111.70	111.11	119.21	153.63	97.41	90.89	99.50	113.42	117.23	115.72	123.56	156.84	159.89	139.17	114.67	132.96	115.71	126.36	103.70	104.73	150.17	108.02	126.44	104.17	22.83	74.73	143.54	136.26	126.99	109.86	92.30	108.15	103.19	97.47	121.32	140.27	129.56	102.49	51.54	70.12	81.69	70.20	108.30
QG37_02713	136.68	133.73	78.20	70.96	134.74	127.34	124.93	125.90	132.32	94.12	79.63	101.15	94.07	93.44	103.61	118.55	155.74	170.85	148.40	115.41	147.13	129.25	135.71	98.14	138.80	156.20	100.15	126.76	106.17	40.14	82.17	118.13	145.89	117.78	117.15	102.06	103.83	117.59	88.70	137.88	149.75	125.88	88.41	95.69	109.63	109.33	89.59	150.69
QG37_02714	137.30	142.56	78.49	83.68	122.28	127.09	122.13	128.67	132.14	108.39	95.05	99.04	108.71	111.17	109.52	127.04	143.62	157.66	141.36	124.75	131.55	119.13	135.02	105.00	132.40	147.45	101.31	139.45	109.62	30.38	78.04	118.79	139.08	119.37	126.16	100.33	108.50	123.73	106.51	127.74	152.48	131.06	106.43	101.16	115.13	115.97	108.88	145.19
QG37_02715	103.46	96.79	56.66	64.20	102.73	88.90	100.67	106.03	112.55	88.27	86.31	87.48	103.49	93.18	94.20	92.82	127.93	138.53	125.54	104.39	108.01	108.80	108.00	95.19	98.96	120.47	95.04	99.54	92.08	21.03	60.93	101.52	114.61	94.66	94.19	74.16	85.80	99.43	74.45	103.62	124.00	104.68	88.76	70.53	101.24	104.10	91.30	129.73
QG37_02716	108.95	112.39	61.92	67.09	103.80	108.10	96.19	106.01	106.57	97.53	83.89	84.58	90.57	98.62	98.13	98.74	122.07	141.92	128.07	106.14	102.23	116.91	126.68	96.55	113.51	121.90	90.15	102.95	90.92	23.90	66.16	108.53	115.95	95.32	103.19	80.11	97.78	111.45	96.64	98.34	125.00	108.12	90.55	83.30	102.96	97.41	94.95	135.89
QG37_02717	117.81	99.36	54.43	52.94	87.61	95.94	78.68	87.16	108.70	90.17	70.94	77.07	91.95	90.99	83.58	88.28	123.46	116.71	115.21	101.00	84.96	98.05	92.61	70.31	122.77	122.94	99.13	113.10	89.79	30.86	47.44	97.45	127.24	101.64	90.09	81.44	93.41	96.53	81.22	127.78	131.09	116.54	95.15	56.03	65.23	67.29	54.68	87.10
QG37_02718	122.09	113.85	71.61	71.59	102.82	107.16	106.79	104.27	114.01	96.13	82.59	78.48	97.23	100.32	92.96	103.14	133.19	130.48	125.36	107.95	108.99	110.19	119.71	97.12	123.59	121.44	94.17	115.19	90.78	30.70	66.99	110.11	125.88	110.15	112.00	89.17	94.01	97.86	83.46	107.63	129.40	130.39	89.13	87.69	111.73	110.12	91.91	126.73
QG37_02719	129.58	127.99	64.68	76.43	113.06	121.60	114.07	110.95	136.10	112.50	91.66	96.64	97.12	113.34	108.04	117.58	132.86	158.28	136.22	130.56	120.21	129.29	131.13	104.43	134.76	139.60	97.28	133.22	106.94	28.29	69.90	126.02	143.69	121.89	114.39	91.22	114.91	109.62	98.88	125.03	126.56	121.07	94.74	96.71	113.98	117.08	97.36	153.73
QG37_02720	149.75	145.71	71.35	76.73	144.77	138.71	116.16	142.82	170.99	118.22	90.51	120.67	117.49	111.94	116.70	132.11	153.91	171.96	143.46	153.95	142.88	137.32	140.29	140.89	140.48	131.72	128.87	163.01	121.93	31.22	87.92	140.02	163.69	151.48	132.20	112.54	140.74	148.27	101.42	159.63	140.40	159.22	102.72	105.92	125.08	119.29	110.07	148.13
QG37_02721	125.42	133.24	66.38	83.30	122.14	111.96	123.50	124.39	136.67	141.49	100.27	110.12	98.46	104.35	118.51	102.23	143.63	164.30	137.89	148.03	133.10	143.90	140.25	127.56	144.57	141.75	131.13	142.91	105.89	27.36	86.93	120.08	157.51	144.17	102.28	100.59	117.22	121.40	98.99	134.09	151.96	139.97	97.31	116.82	115.64	120.92	117.14	149.27
