GENE	COVERAGE	STRAIN	GROUP
QG37_04805	0.7901	CDC_B11096	Pakistan
QG37_04805	0.5860	CDC_B11097	Pakistan
QG37_04805	0.7546	CDC_B11098	Pakistan
QG37_04805	0.7730	CDC_B11099	Pakistan
QG37_04805	0.6210	CDC_B11101	Pakistan
QG37_04805	0.7630	CDC_B11102	Pakistan
QG37_04805	0.6702	CDC_B11103	Pakistan
QG37_04805	0.7316	CDC_B11105	Pakistan
QG37_04805	0.6547	CDC_B11112	Pakistan
QG37_04805	0.6816	CDC_B11113	Pakistan
QG37_04805	0.7020	CDC_B11114	Pakistan
QG37_04805	0.6588	CDC_B11115	Pakistan
QG37_04805	0.7704	CDC_B11116	Pakistan
QG37_04805	0.7109	CDC_B11117	Pakistan
QG37_04805	0.7459	CDC_B11118	Pakistan
QG37_04805	0.7242	CDC_B11119	Pakistan
QG37_04805	0.7646	CDC_B11200	India
QG37_04805	0.6606	CDC_B11201	India
QG37_04805	0.6993	CDC_B11205	India
QG37_04805	0.7202	CDC_B11206	India
QG37_04805	0.7520	CDC_B11207	India
QG37_04805	0.6597	CDC_B11208	India
QG37_04805	0.6878	CDC_B11209	India
QG37_04805	0.6209	CDC_B11210	India
QG37_04805	0.6537	CDC_B11212	India
QG37_04805	0.7294	CDC_B11213	India
QG37_04805	0.5508	CDC_B11214	India
QG37_04805	0.7375	CDC_B11215	India
QG37_04805	0.6209	CDC_B11216	India
QG37_04805	2.1604	CDC_B11217	India
QG37_04805	1.3537	CDC_B11218	India
QG37_04805	0.5893	CDC_B11219	India
QG37_04805	0.6167	CDC_B11220	Japan
QG37_04805	0.6625	CDC_B11221	South Africa
QG37_04805	0.6685	CDC_B11222	South Africa
QG37_04805	0.6561	CDC_B11223	South Africa
QG37_04805	0.6467	CDC_B11224	South Africa
QG37_04805	0.7231	CDC_B11225	South Africa
QG37_04805	0.7061	CDC_B11226	South Africa
QG37_04805	0.7870	CDC_B11227	South Africa
QG37_04805	0.7981	CDC_B11228	South Africa
QG37_04805	0.6488	CDC_B11229	South Africa
QG37_04805	0.6973	CDC_B11230	South Africa
QG37_04805	0.4727	CDC_B11243	Venezuela
QG37_04805	0.4327	CDC_B11244	Venezuela
QG37_04805	0.5008	CDC_B11245	Venezuela
QG37_04805	0.5109	CDC_B11246	Venezuela
QG37_04805	0.4442	CDC_B11247	Venezuela
QG37_04806	0.9692	CDC_B11096	Pakistan
QG37_04806	0.9429	CDC_B11097	Pakistan
QG37_04806	0.8360	CDC_B11098	Pakistan
QG37_04806	0.9755	CDC_B11099	Pakistan
QG37_04806	0.8464	CDC_B11101	Pakistan
QG37_04806	0.8996	CDC_B11102	Pakistan
QG37_04806	0.8884	CDC_B11103	Pakistan
QG37_04806	1.0007	CDC_B11105	Pakistan
QG37_04806	0.9159	CDC_B11112	Pakistan
