GENE	COVERAGE	STRAIN	GROUP
QG37_04336	0.9991	CDC_B11096	Pakistan
QG37_04336	1.1035	CDC_B11097	Pakistan
QG37_04336	0.9857	CDC_B11098	Pakistan
QG37_04336	1.0744	CDC_B11099	Pakistan
QG37_04336	1.0679	CDC_B11101	Pakistan
QG37_04336	0.9597	CDC_B11102	Pakistan
QG37_04336	1.0534	CDC_B11103	Pakistan
QG37_04336	1.0070	CDC_B11105	Pakistan
QG37_04336	1.0487	CDC_B11112	Pakistan
QG37_04336	1.0318	CDC_B11113	Pakistan
QG37_04336	1.1713	CDC_B11114	Pakistan
QG37_04336	1.0046	CDC_B11115	Pakistan
QG37_04336	1.0177	CDC_B11116	Pakistan
QG37_04336	0.9554	CDC_B11117	Pakistan
QG37_04336	1.1513	CDC_B11118	Pakistan
QG37_04336	1.2615	CDC_B11119	Pakistan
QG37_04336	1.0134	CDC_B11200	India
QG37_04336	1.1237	CDC_B11201	India
QG37_04336	1.1945	CDC_B11205	India
QG37_04336	1.0335	CDC_B11206	India
QG37_04336	1.1118	CDC_B11207	India
QG37_04336	1.1554	CDC_B11208	India
QG37_04336	1.1416	CDC_B11209	India
QG37_04336	1.0715	CDC_B11210	India
QG37_04336	1.0584	CDC_B11212	India
QG37_04336	0.9875	CDC_B11213	India
QG37_04336	1.2246	CDC_B11214	India
QG37_04336	1.0177	CDC_B11215	India
QG37_04336	1.0681	CDC_B11216	India
QG37_04336	1.1922	CDC_B11217	India
QG37_04336	0.9701	CDC_B11218	India
QG37_04336	0.9979	CDC_B11219	India
QG37_04336	0.7720	CDC_B11220	Japan
QG37_04336	1.4798	CDC_B11221	South Africa
QG37_04336	1.4206	CDC_B11222	South Africa
QG37_04336	1.3119	CDC_B11223	South Africa
QG37_04336	1.4639	CDC_B11224	South Africa
QG37_04336	1.3707	CDC_B11225	South Africa
QG37_04336	1.3001	CDC_B11226	South Africa
QG37_04336	1.5572	CDC_B11227	South Africa
QG37_04336	1.5503	CDC_B11228	South Africa
QG37_04336	1.3429	CDC_B11229	South Africa
QG37_04336	1.2397	CDC_B11230	South Africa
QG37_04336	4.2021	CDC_B11243	Venezuela
QG37_04336	4.4530	CDC_B11244	Venezuela
QG37_04336	4.8945	CDC_B11245	Venezuela
QG37_04336	4.3885	CDC_B11246	Venezuela
QG37_04336	5.1575	CDC_B11247	Venezuela
QG37_04337	0.9285	CDC_B11096	Pakistan
QG37_04337	1.0598	CDC_B11097	Pakistan
QG37_04337	1.0259	CDC_B11098	Pakistan
QG37_04337	1.0594	CDC_B11099	Pakistan
QG37_04337	1.1356	CDC_B11101	Pakistan
QG37_04337	1.0638	CDC_B11102	Pakistan
QG37_04337	0.9851	CDC_B11103	Pakistan
QG37_04337	1.0927	CDC_B11105	Pakistan
QG37_04337	1.4395	CDC_B11112	Pakistan
QG37_04337	1.1250	CDC_B11113	Pakistan
QG37_04337	1.1811	CDC_B11114	Pakistan
QG37_04337	1.0391	CDC_B11115	Pakistan
QG37_04337	0.8576	CDC_B11116	Pakistan
QG37_04337	1.1294	CDC_B11117	Pakistan
QG37_04337	1.1055	CDC_B11118	Pakistan
QG37_04337	1.0806	CDC_B11119	Pakistan
QG37_04337	0.9335	CDC_B11200	India
QG37_04337	1.1430	CDC_B11201	India
QG37_04337	1.0720	CDC_B11205	India
QG37_04337	1.1217	CDC_B11206	India
QG37_04337	1.0798	CDC_B11207	India
QG37_04337	1.2059	CDC_B11208	India
QG37_04337	1.1493	CDC_B11209	India
QG37_04337	1.0734	CDC_B11210	India
QG37_04337	1.1253	CDC_B11212	India
QG37_04337	1.1742	CDC_B11213	India
QG37_04337	1.2316	CDC_B11214	India
QG37_04337	1.2012	CDC_B11215	India
QG37_04337	1.0143	CDC_B11216	India
QG37_04337	1.5202	CDC_B11217	India
QG37_04337	1.0155	CDC_B11218	India
QG37_04337	1.0850	CDC_B11219	India
QG37_04337	0.2497	CDC_B11220	Japan
QG37_04337	2.9041	CDC_B11221	South Africa
QG37_04337	2.9542	CDC_B11222	South Africa
QG37_04337	3.0328	CDC_B11223	South Africa
QG37_04337	2.5653	CDC_B11224	South Africa
QG37_04337	2.8726	CDC_B11225	South Africa
QG37_04337	2.9494	CDC_B11226	South Africa
QG37_04337	2.5776	CDC_B11227	South Africa
QG37_04337	2.5818	CDC_B11228	South Africa
QG37_04337	2.4090	CDC_B11229	South Africa
QG37_04337	2.3397	CDC_B11230	South Africa
QG37_04337	3.8420	CDC_B11243	Venezuela
QG37_04337	3.8289	CDC_B11244	Venezuela
QG37_04337	4.2648	CDC_B11245	Venezuela
QG37_04337	3.4520	CDC_B11246	Venezuela
QG37_04337	4.5575	CDC_B11247	Venezuela
QG37_04338	0.9922	CDC_B11096	Pakistan
QG37_04338	0.8663	CDC_B11097	Pakistan
QG37_04338	1.0048	CDC_B11098	Pakistan
QG37_04338	0.9147	CDC_B11099	Pakistan
QG37_04338	1.1141	CDC_B11101	Pakistan
QG37_04338	1.0842	CDC_B11102	Pakistan
QG37_04338	0.8917	CDC_B11103	Pakistan
QG37_04338	1.1995	CDC_B11105	Pakistan
QG37_04338	0.9850	CDC_B11112	Pakistan
QG37_04338	0.9114	CDC_B11113	Pakistan
QG37_04338	1.1449	CDC_B11114	Pakistan
QG37_04338	0.9439	CDC_B11115	Pakistan
QG37_04338	0.8031	CDC_B11116	Pakistan
QG37_04338	1.1490	CDC_B11117	Pakistan
QG37_04338	0.9683	CDC_B11118	Pakistan
QG37_04338	1.0106	CDC_B11119	Pakistan
QG37_04338	0.9528	CDC_B11200	India
QG37_04338	1.0033	CDC_B11201	India
QG37_04338	0.8909	CDC_B11205	India
QG37_04338	1.1316	CDC_B11206	India
QG37_04338	1.1038	CDC_B11207	India
QG37_04338	0.9776	CDC_B11208	India
QG37_04338	0.9646	CDC_B11209	India
QG37_04338	0.9809	CDC_B11210	India
QG37_04338	1.0220	CDC_B11212	India
QG37_04338	1.0156	CDC_B11213	India
QG37_04338	0.9777	CDC_B11214	India
QG37_04338	1.0892	CDC_B11215	India
QG37_04338	0.9793	CDC_B11216	India
QG37_04338	0.6832	CDC_B11217	India
QG37_04338	0.9595	CDC_B11218	India
QG37_04338	1.0899	CDC_B11219	India
QG37_04338	0.2311	CDC_B11220	Japan
QG37_04338	0.6032	CDC_B11221	South Africa
QG37_04338	0.6443	CDC_B11222	South Africa
QG37_04338	0.6662	CDC_B11223	South Africa
QG37_04338	0.6868	CDC_B11224	South Africa
QG37_04338	0.6530	CDC_B11225	South Africa
QG37_04338	0.6300	CDC_B11226	South Africa
QG37_04338	0.6439	CDC_B11227	South Africa
QG37_04338	0.7139	CDC_B11228	South Africa
QG37_04338	0.6156	CDC_B11229	South Africa
QG37_04338	0.6644	CDC_B11230	South Africa
QG37_04338	2.5479	CDC_B11243	Venezuela
QG37_04338	2.4916	CDC_B11244	Venezuela
QG37_04338	2.7848	CDC_B11245	Venezuela
QG37_04338	2.3955	CDC_B11246	Venezuela
QG37_04338	3.1018	CDC_B11247	Venezuela
QG37_04339	0.9228	CDC_B11096	Pakistan
QG37_04339	0.9881	CDC_B11097	Pakistan
QG37_04339	0.9800	CDC_B11098	Pakistan
QG37_04339	0.9826	CDC_B11099	Pakistan
QG37_04339	1.0691	CDC_B11101	Pakistan
QG37_04339	1.0820	CDC_B11102	Pakistan
QG37_04339	0.8495	CDC_B11103	Pakistan
QG37_04339	0.8238	CDC_B11105	Pakistan
QG37_04339	0.9769	CDC_B11112	Pakistan
QG37_04339	0.8292	CDC_B11113	Pakistan
QG37_04339	0.9619	CDC_B11114	Pakistan
QG37_04339	0.9746	CDC_B11115	Pakistan
QG37_04339	0.8999	CDC_B11116	Pakistan
QG37_04339	0.9967	CDC_B11117	Pakistan
QG37_04339	0.9122	CDC_B11118	Pakistan
QG37_04339	1.0125	CDC_B11119	Pakistan
QG37_04339	0.9997	CDC_B11200	India
