GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_01480	0.1369	0.4642	0.3591	0.4397	0.3163	0.5617	0.4293	0.4572	0.3195	0.4780	0.3754	0.4185	0.4111	0.4202	0.4609	0.3818	0.4238	0.4241	0.3448	0.4431	0.4434	0.4307	0.3397	0.3679	0.3752	0.3511	0.3299	0.4175	0.3754	0.5535	0.4503	0.4155	0.3631	0.4762	0.5626	0.4370	0.4826	0.4556	0.4097	0.4132	0.3193	0.4482	0.3047	0.4029	0.4574	0.3372	0.4749	0.5181
QG37_01481	0.7501	0.6544	0.6123	0.7883	0.6394	0.6453	0.7937	0.8287	0.6114	0.6921	0.6121	0.6648	0.6797	0.7052	0.6520	0.8005	0.7428	0.7259	0.6687	0.7192	0.8119	0.6807	0.6706	0.6637	0.7360	0.6569	0.7045	0.5877	0.5665	0.6226	0.6936	0.6307	0.6126	0.7194	0.6528	0.6054	0.7601	0.6878	0.7915	0.6866	0.7246	0.6605	0.6648	0.6281	0.6573	0.7191	0.6485	0.8266
QG37_01482	0.9726	0.9610	0.9211	1.1580	0.9627	0.9873	0.8915	1.0162	0.9379	0.9395	0.8612	0.9541	0.9325	0.9066	1.0457	0.9440	0.9584	0.9959	0.9168	0.9637	0.9865	0.9192	0.9349	0.8724	0.9620	0.9545	0.8901	0.7967	0.9424	0.9715	0.8675	0.9624	0.8413	0.9338	0.9742	1.0992	0.9751	0.9617	0.9073	0.8659	0.9991	1.0382	0.9707	1.1369	1.0030	0.9983	1.0637	0.9277
QG37_01483	0.9214	0.8685	0.8740	0.9359	0.9928	0.9133	0.9030	1.0039	0.9446	0.8613	0.9425	0.8668	0.8612	0.9343	0.9578	0.9653	0.9347	0.8282	0.9344	0.9056	1.0324	1.0041	0.9735	0.8896	0.9189	0.8666	0.8127	0.8952	0.8219	0.7884	0.9168	0.8043	0.7811	0.7829	0.9055	0.8939	0.8056	0.7966	0.9304	0.8628	0.8107	0.9001	1.0630	0.9483	1.0494	1.0135	1.0975	0.9008
QG37_01484	0.8150	0.7534	0.8027	0.8772	0.7888	0.7779	0.8658	0.8768	0.7823	0.8214	0.8775	0.8058	0.7635	0.8760	0.8072	0.8408	0.6947	0.9442	0.8872	0.8452	0.8376	0.7455	0.8779	0.8182	0.7679	0.7716	0.7589	0.7134	0.6847	0.8072	0.7095	0.7085	0.8310	0.8679	0.8688	0.8530	0.9042	0.8261	0.8332	0.7584	0.8434	0.7131	0.8409	0.8877	0.8020	0.9201	0.8114	0.7924
QG37_01485	1.0553	0.9111	0.9790	0.8848	1.0395	0.9492	0.9808	1.0232	1.0303	0.9565	1.0527	0.9736	0.9332	0.9754	0.9912	0.9719	0.8727	0.9642	1.0196	1.0442	0.9760	1.0666	0.8474	1.0314	1.0865	0.8689	0.9790	0.8129	1.0248	0.7248	0.8858	0.9432	0.9398	0.8073	0.8574	0.9161	0.9313	0.9299	1.0711	0.8551	0.8784	0.9342	0.9311	0.9660	1.0263	1.1024	1.0694	1.0749
QG37_01486	1.0605	1.0972	1.1706	0.8677	1.1134	1.0497	1.0605	1.0876	1.1142	1.0010	1.2527	1.0947	1.0380	1.1195	0.9080	1.0897	0.9993	1.0491	1.1178	1.1498	1.1438	1.2045	0.9968	1.1661	1.2590	0.9607	0.9966	0.9665	1.1778	0.8081	0.8760	0.9700	1.1634	1.0890	1.0980	0.9488	0.9572	0.9477	1.1458	1.0554	0.9622	0.9392	1.0211	1.0460	1.1786	1.2347	1.1973	1.2005
QG37_01487	1.0805	0.9918	0.9975	0.9990	1.0315	1.1351	0.9695	1.0624	1.0869	0.9768	1.0110	0.9921	0.9356	1.0450	1.0848	1.0529	1.0192	1.0453	1.0767	1.0531	1.0945	1.1891	0.9976	1.0013	1.0619	1.0148	1.0027	0.9931	0.9752	0.9936	1.0180	0.9904	0.9919	1.0931	1.1153	1.1357	1.0240	0.9751	1.0404	1.0421	1.1322	1.0733	1.0723	1.1122	1.0540	1.1132	1.0514	1.0939
QG37_01488	0.8718	0.9306	0.8511	0.9768	0.9137	0.7898	0.8686	1.0548	1.0361	0.8620	0.9419	0.9069	0.9735	1.0744	0.9922	0.8441	0.9446	0.9309	0.8464	1.0221	0.8788	0.8831	0.9907	0.8376	0.9419	0.9028	0.9297	1.0167	0.7524	0.8512	0.7670	0.8239	0.8823	0.8427	1.0157	0.9341	0.9117	0.9081	1.1300	0.9852	1.0431	0.8407	0.8457	0.9635	0.9960	1.1119	1.0767	0.9609
QG37_01489	0.8597	0.8724	0.7173	0.7744	0.8213	0.7757	0.8895	0.8582	0.7855	0.8381	0.7690	0.8790	0.8274	0.9723	0.8048	0.8777	0.9418	0.8389	0.8653	0.8351	0.9044	0.8748	0.9047	0.9232	0.8295	0.7769	0.9256	0.8741	0.7816	0.7630	0.7767	0.7449	0.8281	0.7811	0.8369	0.8209	0.7256	0.8299	0.9278	0.8915	0.7925	0.8075	0.8543	0.8905	0.8531	1.0116	0.8549	0.9242
