GENE	COVERAGE	STRAIN	GROUP
QG37_03756	1.0985	CDC_B11096	Pakistan
QG37_03756	1.0883	CDC_B11097	Pakistan
QG37_03756	1.0968	CDC_B11098	Pakistan
QG37_03756	0.9953	CDC_B11099	Pakistan
QG37_03756	1.0869	CDC_B11101	Pakistan
QG37_03756	1.1125	CDC_B11102	Pakistan
QG37_03756	1.0936	CDC_B11103	Pakistan
QG37_03756	1.1630	CDC_B11105	Pakistan
QG37_03756	1.0089	CDC_B11112	Pakistan
QG37_03756	1.0415	CDC_B11113	Pakistan
QG37_03756	1.1147	CDC_B11114	Pakistan
QG37_03756	1.0561	CDC_B11115	Pakistan
QG37_03756	1.0982	CDC_B11116	Pakistan
QG37_03756	1.0527	CDC_B11117	Pakistan
QG37_03756	0.9594	CDC_B11118	Pakistan
QG37_03756	1.0814	CDC_B11119	Pakistan
QG37_03756	1.0179	CDC_B11200	India
QG37_03756	1.0137	CDC_B11201	India
QG37_03756	1.0406	CDC_B11205	India
QG37_03756	1.0641	CDC_B11206	India
QG37_03756	1.0189	CDC_B11207	India
QG37_03756	1.0248	CDC_B11208	India
QG37_03756	1.0327	CDC_B11209	India
QG37_03756	0.9595	CDC_B11210	India
QG37_03756	1.0659	CDC_B11212	India
QG37_03756	0.9915	CDC_B11213	India
QG37_03756	0.9818	CDC_B11214	India
QG37_03756	1.0016	CDC_B11215	India
QG37_03756	1.0158	CDC_B11216	India
QG37_03756	0.9348	CDC_B11217	India
QG37_03756	1.0021	CDC_B11218	India
QG37_03756	1.0065	CDC_B11219	India
QG37_03756	1.0247	CDC_B11220	Japan
QG37_03756	1.0099	CDC_B11221	South Africa
QG37_03756	1.0118	CDC_B11222	South Africa
QG37_03756	1.0559	CDC_B11223	South Africa
QG37_03756	1.0437	CDC_B11224	South Africa
QG37_03756	1.0190	CDC_B11225	South Africa
QG37_03756	1.0627	CDC_B11226	South Africa
QG37_03756	0.9783	CDC_B11227	South Africa
QG37_03756	1.0641	CDC_B11228	South Africa
QG37_03756	1.0063	CDC_B11229	South Africa
QG37_03756	0.9872	CDC_B11230	South Africa
QG37_03756	1.0007	CDC_B11243	Venezuela
QG37_03756	0.9831	CDC_B11244	Venezuela
QG37_03756	0.9730	CDC_B11245	Venezuela
QG37_03756	0.9945	CDC_B11246	Venezuela
QG37_03756	1.0070	CDC_B11247	Venezuela
QG37_03757	1.0458	CDC_B11096	Pakistan
QG37_03757	0.9114	CDC_B11097	Pakistan
QG37_03757	0.9076	CDC_B11098	Pakistan
QG37_03757	1.0168	CDC_B11099	Pakistan
QG37_03757	0.9033	CDC_B11101	Pakistan
QG37_03757	0.9749	CDC_B11102	Pakistan
QG37_03757	0.9541	CDC_B11103	Pakistan
QG37_03757	0.9647	CDC_B11105	Pakistan
QG37_03757	0.9562	CDC_B11112	Pakistan
QG37_03757	0.8871	CDC_B11113	Pakistan
QG37_03757	0.9414	CDC_B11114	Pakistan
QG37_03757	0.9339	CDC_B11115	Pakistan
QG37_03757	1.0408	CDC_B11116	Pakistan
QG37_03757	0.8584	CDC_B11117	Pakistan
QG37_03757	1.0822	CDC_B11118	Pakistan
QG37_03757	0.9916	CDC_B11119	Pakistan
QG37_03757	0.8839	CDC_B11200	India
QG37_03757	1.0280	CDC_B11201	India
QG37_03757	0.9781	CDC_B11205	India
QG37_03757	0.9423	CDC_B11206	India
QG37_03757	0.8683	CDC_B11207	India
QG37_03757	0.9632	CDC_B11208	India
QG37_03757	0.9662	CDC_B11209	India
QG37_03757	1.0264	CDC_B11210	India
QG37_03757	0.8295	CDC_B11212	India
QG37_03757	1.0051	CDC_B11213	India
QG37_03757	0.8332	CDC_B11214	India
QG37_03757	0.7973	CDC_B11215	India
QG37_03757	0.9192	CDC_B11216	India
QG37_03757	0.7469	CDC_B11217	India
QG37_03757	1.0130	CDC_B11218	India
QG37_03757	0.8668	CDC_B11219	India
QG37_03757	0.9277	CDC_B11220	Japan
QG37_03757	1.0286	CDC_B11221	South Africa
QG37_03757	0.9276	CDC_B11222	South Africa
QG37_03757	1.0333	CDC_B11223	South Africa
QG37_03757	0.9027	CDC_B11224	South Africa
QG37_03757	0.9955	CDC_B11225	South Africa
QG37_03757	0.9881	CDC_B11226	South Africa
QG37_03757	0.9549	CDC_B11227	South Africa
QG37_03757	0.9779	CDC_B11228	South Africa
QG37_03757	0.8207	CDC_B11229	South Africa
QG37_03757	0.9423	CDC_B11230	South Africa
QG37_03757	0.8991	CDC_B11243	Venezuela
QG37_03757	1.0035	CDC_B11244	Venezuela
QG37_03757	1.0307	CDC_B11245	Venezuela
QG37_03757	0.9390	CDC_B11246	Venezuela
QG37_03757	0.9019	CDC_B11247	Venezuela
QG37_03758	0.8039	CDC_B11096	Pakistan
QG37_03758	0.7002	CDC_B11097	Pakistan
QG37_03758	0.5961	CDC_B11098	Pakistan
QG37_03758	0.7564	CDC_B11099	Pakistan
QG37_03758	0.7274	CDC_B11101	Pakistan
QG37_03758	0.6647	CDC_B11102	Pakistan
QG37_03758	0.9008	CDC_B11103	Pakistan
QG37_03758	0.7235	CDC_B11105	Pakistan
QG37_03758	0.6232	CDC_B11112	Pakistan
QG37_03758	0.6837	CDC_B11113	Pakistan
QG37_03758	0.9046	CDC_B11114	Pakistan
QG37_03758	0.6934	CDC_B11115	Pakistan
QG37_03758	0.7336	CDC_B11116	Pakistan
QG37_03758	0.7928	CDC_B11117	Pakistan
QG37_03758	0.6546	CDC_B11118	Pakistan
QG37_03758	0.8277	CDC_B11119	Pakistan
QG37_03758	0.8173	CDC_B11200	India
QG37_03758	0.6569	CDC_B11201	India
QG37_03758	0.8447	CDC_B11205	India
QG37_03758	0.8057	CDC_B11206	India
QG37_03758	0.8138	CDC_B11207	India
QG37_03758	0.8171	CDC_B11208	India
QG37_03758	0.7732	CDC_B11209	India
QG37_03758	0.7465	CDC_B11210	India
QG37_03758	0.7617	CDC_B11212	India
QG37_03758	0.7749	CDC_B11213	India
