GENE	COVERAGE	STRAIN	GROUP
QG37_05380	0.8002	CDC_B11096	Pakistan
QG37_05380	0.4584	CDC_B11097	Pakistan
QG37_05380	0.5113	CDC_B11098	Pakistan
QG37_05380	0.4667	CDC_B11099	Pakistan
QG37_05380	0.4321	CDC_B11101	Pakistan
QG37_05380	0.4565	CDC_B11102	Pakistan
QG37_05380	0.4693	CDC_B11103	Pakistan
QG37_05380	0.4467	CDC_B11105	Pakistan
QG37_05380	0.5177	CDC_B11112	Pakistan
QG37_05380	0.3854	CDC_B11113	Pakistan
QG37_05380	0.4472	CDC_B11114	Pakistan
QG37_05380	0.4860	CDC_B11115	Pakistan
QG37_05380	0.5099	CDC_B11116	Pakistan
QG37_05380	0.4191	CDC_B11117	Pakistan
QG37_05380	0.4687	CDC_B11118	Pakistan
QG37_05380	0.5392	CDC_B11119	Pakistan
QG37_05380	0.4737	CDC_B11200	India
QG37_05380	0.4787	CDC_B11201	India
QG37_05380	0.4619	CDC_B11205	India
QG37_05380	0.4037	CDC_B11206	India
QG37_05380	0.5954	CDC_B11207	India
QG37_05380	0.5479	CDC_B11208	India
QG37_05380	0.5067	CDC_B11209	India
QG37_05380	0.4857	CDC_B11210	India
QG37_05380	0.5691	CDC_B11212	India
QG37_05380	0.5235	CDC_B11213	India
QG37_05380	0.4799	CDC_B11214	India
QG37_05380	0.4174	CDC_B11215	India
QG37_05380	0.4443	CDC_B11216	India
QG37_05380	0.4356	CDC_B11217	India
QG37_05380	0.3488	CDC_B11218	India
QG37_05380	0.4503	CDC_B11219	India
QG37_05380	0.6104	CDC_B11220	Japan
QG37_05380	0.4998	CDC_B11221	South Africa
QG37_05380	0.5102	CDC_B11222	South Africa
QG37_05380	0.5384	CDC_B11223	South Africa
QG37_05380	0.4029	CDC_B11224	South Africa
QG37_05380	0.5345	CDC_B11225	South Africa
QG37_05380	0.5246	CDC_B11226	South Africa
QG37_05380	0.5022	CDC_B11227	South Africa
QG37_05380	0.4671	CDC_B11228	South Africa
QG37_05380	0.4631	CDC_B11229	South Africa
QG37_05380	0.5300	CDC_B11230	South Africa
QG37_05380	0.7872	CDC_B11243	Venezuela
QG37_05380	0.7490	CDC_B11244	Venezuela
QG37_05380	0.7902	CDC_B11245	Venezuela
QG37_05380	0.8502	CDC_B11246	Venezuela
QG37_05380	0.8133	CDC_B11247	Venezuela
QG37_05381	0.7797	CDC_B11096	Pakistan
QG37_05381	0.5744	CDC_B11097	Pakistan
QG37_05381	0.5797	CDC_B11098	Pakistan
QG37_05381	0.6121	CDC_B11099	Pakistan
QG37_05381	0.3775	CDC_B11101	Pakistan
QG37_05381	0.6399	CDC_B11102	Pakistan
QG37_05381	0.7025	CDC_B11103	Pakistan
QG37_05381	0.5301	CDC_B11105	Pakistan
QG37_05381	0.5576	CDC_B11112	Pakistan
QG37_05381	0.5315	CDC_B11113	Pakistan
QG37_05381	0.6897	CDC_B11114	Pakistan
QG37_05381	0.5572	CDC_B11115	Pakistan
QG37_05381	0.5675	CDC_B11116	Pakistan
QG37_05381	0.5075	CDC_B11117	Pakistan
QG37_05381	0.6403	CDC_B11118	Pakistan
QG37_05381	0.6255	CDC_B11119	Pakistan
QG37_05381	0.5967	CDC_B11200	India
QG37_05381	0.5687	CDC_B11201	India
QG37_05381	0.6044	CDC_B11205	India
QG37_05381	0.6208	CDC_B11206	India
QG37_05381	0.6478	CDC_B11207	India
QG37_05381	0.5811	CDC_B11208	India
QG37_05381	0.5893	CDC_B11209	India
QG37_05381	0.5551	CDC_B11210	India
QG37_05381	0.6922	CDC_B11212	India
QG37_05381	0.6601	CDC_B11213	India
QG37_05381	0.5291	CDC_B11214	India
QG37_05381	0.5417	CDC_B11215	India
QG37_05381	0.6461	CDC_B11216	India
QG37_05381	0.4844	CDC_B11217	India
QG37_05381	0.4615	CDC_B11218	India
QG37_05381	0.4653	CDC_B11219	India
QG37_05381	0.5581	CDC_B11220	Japan
QG37_05381	0.5027	CDC_B11221	South Africa
QG37_05381	0.7446	CDC_B11222	South Africa
QG37_05381	0.4402	CDC_B11223	South Africa
QG37_05381	0.4782	CDC_B11224	South Africa
QG37_05381	0.6926	CDC_B11225	South Africa
QG37_05381	0.6835	CDC_B11226	South Africa
QG37_05381	0.6616	CDC_B11227	South Africa
QG37_05381	0.5376	CDC_B11228	South Africa
QG37_05381	0.5584	CDC_B11229	South Africa
QG37_05381	0.6050	CDC_B11230	South Africa
QG37_05381	0.6521	CDC_B11243	Venezuela
QG37_05381	0.6935	CDC_B11244	Venezuela
QG37_05381	0.6017	CDC_B11245	Venezuela
QG37_05381	0.6902	CDC_B11246	Venezuela
QG37_05381	0.6904	CDC_B11247	Venezuela
QG37_05382	1.0607	CDC_B11096	Pakistan
QG37_05382	1.0019	CDC_B11097	Pakistan
QG37_05382	1.0562	CDC_B11098	Pakistan
QG37_05382	0.9479	CDC_B11099	Pakistan
QG37_05382	0.9703	CDC_B11101	Pakistan
QG37_05382	1.0481	CDC_B11102	Pakistan
QG37_05382	1.0350	CDC_B11103	Pakistan
QG37_05382	1.0390	CDC_B11105	Pakistan
QG37_05382	1.0265	CDC_B11112	Pakistan
QG37_05382	1.0276	CDC_B11113	Pakistan
QG37_05382	0.9654	CDC_B11114	Pakistan
QG37_05382	1.0080	CDC_B11115	Pakistan
QG37_05382	1.0381	CDC_B11116	Pakistan
QG37_05382	1.0120	CDC_B11117	Pakistan
QG37_05382	0.9966	CDC_B11118	Pakistan
QG37_05382	0.9892	CDC_B11119	Pakistan
QG37_05382	0.9809	CDC_B11200	India
