GENE	COVERAGE	STRAIN	GROUP
QG37_00464	0.8255	CDC_B11096	Pakistan
QG37_00464	0.6621	CDC_B11097	Pakistan
QG37_00464	0.6877	CDC_B11098	Pakistan
QG37_00464	0.4600	CDC_B11099	Pakistan
QG37_00464	0.6141	CDC_B11101	Pakistan
QG37_00464	0.6633	CDC_B11102	Pakistan
QG37_00464	0.6264	CDC_B11103	Pakistan
QG37_00464	0.6098	CDC_B11105	Pakistan
QG37_00464	0.5987	CDC_B11112	Pakistan
QG37_00464	0.6040	CDC_B11113	Pakistan
QG37_00464	0.5782	CDC_B11114	Pakistan
QG37_00464	0.5700	CDC_B11115	Pakistan
QG37_00464	0.7118	CDC_B11116	Pakistan
QG37_00464	0.6372	CDC_B11117	Pakistan
QG37_00464	0.5415	CDC_B11118	Pakistan
QG37_00464	0.5301	CDC_B11119	Pakistan
QG37_00464	0.4280	CDC_B11200	India
QG37_00464	0.5593	CDC_B11201	India
QG37_00464	0.5770	CDC_B11205	India
QG37_00464	0.5385	CDC_B11206	India
QG37_00464	0.5560	CDC_B11207	India
QG37_00464	0.5571	CDC_B11208	India
QG37_00464	0.6854	CDC_B11209	India
QG37_00464	0.6070	CDC_B11210	India
QG37_00464	0.6632	CDC_B11212	India
QG37_00464	0.6029	CDC_B11213	India
QG37_00464	0.5916	CDC_B11214	India
QG37_00464	0.6144	CDC_B11215	India
QG37_00464	0.5650	CDC_B11216	India
QG37_00464	0.5059	CDC_B11217	India
QG37_00464	0.6129	CDC_B11218	India
QG37_00464	0.4942	CDC_B11219	India
QG37_00464	0.5868	CDC_B11220	Japan
QG37_00464	0.5820	CDC_B11221	South Africa
QG37_00464	0.5469	CDC_B11222	South Africa
QG37_00464	0.5679	CDC_B11223	South Africa
QG37_00464	0.5519	CDC_B11224	South Africa
QG37_00464	0.5020	CDC_B11225	South Africa
QG37_00464	0.5514	CDC_B11226	South Africa
QG37_00464	0.5509	CDC_B11227	South Africa
QG37_00464	0.4419	CDC_B11228	South Africa
QG37_00464	0.5728	CDC_B11229	South Africa
QG37_00464	0.4504	CDC_B11230	South Africa
QG37_00464	0.7724	CDC_B11243	Venezuela
QG37_00464	0.7753	CDC_B11244	Venezuela
QG37_00464	0.7379	CDC_B11245	Venezuela
QG37_00464	0.6411	CDC_B11246	Venezuela
QG37_00464	0.8079	CDC_B11247	Venezuela
QG37_00465	0.9251	CDC_B11096	Pakistan
QG37_00465	0.8208	CDC_B11097	Pakistan
QG37_00465	0.8163	CDC_B11098	Pakistan
QG37_00465	0.8230	CDC_B11099	Pakistan
QG37_00465	0.7673	CDC_B11101	Pakistan
QG37_00465	0.7342	CDC_B11102	Pakistan
QG37_00465	0.7729	CDC_B11103	Pakistan
QG37_00465	0.8305	CDC_B11105	Pakistan
QG37_00465	0.6557	CDC_B11112	Pakistan
QG37_00465	0.8165	CDC_B11113	Pakistan
QG37_00465	0.7073	CDC_B11114	Pakistan
QG37_00465	0.8390	CDC_B11115	Pakistan
QG37_00465	0.8549	CDC_B11116	Pakistan
QG37_00465	0.6948	CDC_B11117	Pakistan
QG37_00465	0.7560	CDC_B11118	Pakistan
QG37_00465	0.6072	CDC_B11119	Pakistan
QG37_00465	0.8308	CDC_B11200	India
QG37_00465	0.7296	CDC_B11201	India
QG37_00465	0.9322	CDC_B11205	India
QG37_00465	0.7899	CDC_B11206	India
QG37_00465	0.7612	CDC_B11207	India
QG37_00465	0.7982	CDC_B11208	India
QG37_00465	0.8657	CDC_B11209	India
QG37_00465	0.6799	CDC_B11210	India
QG37_00465	0.7994	CDC_B11212	India
QG37_00465	0.8193	CDC_B11213	India
QG37_00465	0.9783	CDC_B11214	India
QG37_00465	0.9894	CDC_B11215	India
QG37_00465	0.6751	CDC_B11216	India
QG37_00465	0.7048	CDC_B11217	India
QG37_00465	0.9025	CDC_B11218	India
QG37_00465	0.7188	CDC_B11219	India
