GENE	COVERAGE	STRAIN	GROUP
QG37_07494	0.9452	CDC_B11096	Pakistan
QG37_07494	0.9403	CDC_B11097	Pakistan
QG37_07494	0.7989	CDC_B11098	Pakistan
QG37_07494	0.8367	CDC_B11099	Pakistan
QG37_07494	0.9208	CDC_B11101	Pakistan
QG37_07494	0.8607	CDC_B11102	Pakistan
QG37_07494	0.8877	CDC_B11103	Pakistan
QG37_07494	0.9313	CDC_B11105	Pakistan
QG37_07494	0.9720	CDC_B11112	Pakistan
QG37_07494	0.9262	CDC_B11113	Pakistan
QG37_07494	0.9627	CDC_B11114	Pakistan
QG37_07494	0.9606	CDC_B11115	Pakistan
QG37_07494	0.9382	CDC_B11116	Pakistan
QG37_07494	1.0259	CDC_B11117	Pakistan
QG37_07494	0.9152	CDC_B11118	Pakistan
QG37_07494	0.9420	CDC_B11119	Pakistan
QG37_07494	0.9604	CDC_B11200	India
QG37_07494	1.0272	CDC_B11201	India
QG37_07494	0.9348	CDC_B11205	India
QG37_07494	0.8285	CDC_B11206	India
QG37_07494	0.9224	CDC_B11207	India
QG37_07494	0.9759	CDC_B11208	India
QG37_07494	1.0053	CDC_B11209	India
QG37_07494	0.9254	CDC_B11210	India
QG37_07494	0.9679	CDC_B11212	India
QG37_07494	0.8796	CDC_B11213	India
QG37_07494	0.8839	CDC_B11214	India
QG37_07494	0.8962	CDC_B11215	India
QG37_07494	0.8750	CDC_B11216	India
QG37_07494	0.9527	CDC_B11217	India
QG37_07494	0.9522	CDC_B11218	India
QG37_07494	0.8480	CDC_B11219	India
QG37_07494	1.0085	CDC_B11220	Japan
QG37_07494	0.9630	CDC_B11221	South Africa
QG37_07494	0.9366	CDC_B11222	South Africa
QG37_07494	0.8817	CDC_B11223	South Africa
QG37_07494	0.9246	CDC_B11224	South Africa
QG37_07494	0.9679	CDC_B11225	South Africa
QG37_07494	0.9422	CDC_B11226	South Africa
QG37_07494	0.9287	CDC_B11227	South Africa
QG37_07494	0.9312	CDC_B11228	South Africa
QG37_07494	0.8504	CDC_B11229	South Africa
QG37_07494	0.9554	CDC_B11230	South Africa
QG37_07494	1.0777	CDC_B11243	Venezuela
QG37_07494	0.9722	CDC_B11244	Venezuela
QG37_07494	1.0115	CDC_B11245	Venezuela
QG37_07494	0.9699	CDC_B11246	Venezuela
QG37_07494	0.9759	CDC_B11247	Venezuela
QG37_07495	0.7727	CDC_B11096	Pakistan
QG37_07495	0.8422	CDC_B11097	Pakistan
QG37_07495	0.8193	CDC_B11098	Pakistan
QG37_07495	0.8471	CDC_B11099	Pakistan
QG37_07495	0.7482	CDC_B11101	Pakistan
QG37_07495	0.8691	CDC_B11102	Pakistan
QG37_07495	0.8495	CDC_B11103	Pakistan
QG37_07495	0.8114	CDC_B11105	Pakistan
QG37_07495	0.8904	CDC_B11112	Pakistan
QG37_07495	0.7434	CDC_B11113	Pakistan
QG37_07495	0.8591	CDC_B11114	Pakistan
QG37_07495	0.8031	CDC_B11115	Pakistan
QG37_07495	0.8085	CDC_B11116	Pakistan
QG37_07495	0.8925	CDC_B11117	Pakistan
QG37_07495	0.8477	CDC_B11118	Pakistan
QG37_07495	0.8907	CDC_B11119	Pakistan
QG37_07495	0.8359	CDC_B11200	India
QG37_07495	0.8217	CDC_B11201	India
QG37_07495	0.7933	CDC_B11205	India
QG37_07495	0.8147	CDC_B11206	India
QG37_07495	0.8766	CDC_B11207	India
QG37_07495	0.9001	CDC_B11208	India
QG37_07495	0.9081	CDC_B11209	India
QG37_07495	0.8830	CDC_B11210	India
QG37_07495	0.7904	CDC_B11212	India
QG37_07495	0.7627	CDC_B11213	India
QG37_07495	0.7218	CDC_B11214	India
QG37_07495	0.7660	CDC_B11215	India
QG37_07495	0.6573	CDC_B11216	India
QG37_07495	0.7796	CDC_B11217	India
QG37_07495	0.7673	CDC_B11218	India
QG37_07495	0.7823	CDC_B11219	India
QG37_07495	0.8200	CDC_B11220	Japan
QG37_07495	0.8389	CDC_B11221	South Africa
QG37_07495	0.8479	CDC_B11222	South Africa
QG37_07495	0.8457	CDC_B11223	South Africa
QG37_07495	0.9378	CDC_B11224	South Africa
QG37_07495	0.9271	CDC_B11225	South Africa
QG37_07495	0.8884	CDC_B11226	South Africa
QG37_07495	0.8017	CDC_B11227	South Africa
QG37_07495	0.9226	CDC_B11228	South Africa
QG37_07495	0.7772	CDC_B11229	South Africa
QG37_07495	0.7952	CDC_B11230	South Africa
QG37_07495	0.8846	CDC_B11243	Venezuela
QG37_07495	0.9052	CDC_B11244	Venezuela
QG37_07495	0.8981	CDC_B11245	Venezuela
QG37_07495	0.8598	CDC_B11246	Venezuela
QG37_07495	0.9647	CDC_B11247	Venezuela
QG37_07496	0.7087	CDC_B11096	Pakistan
QG37_07496	0.5379	CDC_B11097	Pakistan
QG37_07496	0.3987	CDC_B11098	Pakistan
QG37_07496	0.4843	CDC_B11099	Pakistan
QG37_07496	0.4812	CDC_B11101	Pakistan
QG37_07496	0.4514	CDC_B11102	Pakistan
QG37_07496	0.5084	CDC_B11103	Pakistan
QG37_07496	0.3835	CDC_B11105	Pakistan
QG37_07496	0.4047	CDC_B11112	Pakistan
QG37_07496	0.5097	CDC_B11113	Pakistan
QG37_07496	0.4781	CDC_B11114	Pakistan
QG37_07496	0.4086	CDC_B11115	Pakistan
QG37_07496	0.5178	CDC_B11116	Pakistan
QG37_07496	0.4450	CDC_B11117	Pakistan
QG37_07496	0.4579	CDC_B11118	Pakistan
QG37_07496	0.4287	CDC_B11119	Pakistan
QG37_07496	0.4696	CDC_B11200	India
QG37_07496	0.4465	CDC_B11201	India
QG37_07496	0.5573	CDC_B11205	India
QG37_07496	0.4761	CDC_B11206	India
QG37_07496	0.4527	CDC_B11207	India
QG37_07496	0.4307	CDC_B11208	India
QG37_07496	0.4934	CDC_B11209	India
QG37_07496	0.6044	CDC_B11210	India
QG37_07496	0.5350	CDC_B11212	India
QG37_07496	0.4159	CDC_B11213	India
QG37_07496	0.4892	CDC_B11214	India
QG37_07496	0.3744	CDC_B11215	India
QG37_07496	0.3397	CDC_B11216	India
QG37_07496	0.5111	CDC_B11217	India
QG37_07496	0.4808	CDC_B11218	India
QG37_07496	0.5007	CDC_B11219	India
QG37_07496	0.4779	CDC_B11220	Japan
QG37_07496	0.5102	CDC_B11221	South Africa
QG37_07496	0.3928	CDC_B11222	South Africa
QG37_07496	0.4795	CDC_B11223	South Africa
QG37_07496	0.4130	CDC_B11224	South Africa
QG37_07496	0.4930	CDC_B11225	South Africa
QG37_07496	0.4210	CDC_B11226	South Africa
QG37_07496	0.3858	CDC_B11227	South Africa
QG37_07496	0.5384	CDC_B11228	South Africa
QG37_07496	0.4976	CDC_B11229	South Africa
QG37_07496	0.3834	CDC_B11230	South Africa
QG37_07496	0.7762	CDC_B11243	Venezuela
QG37_07496	0.7201	CDC_B11244	Venezuela
QG37_07496	0.7134	CDC_B11245	Venezuela
QG37_07496	0.6727	CDC_B11246	Venezuela
QG37_07496	0.6967	CDC_B11247	Venezuela
QG37_07497	0.7951	CDC_B11096	Pakistan
QG37_07497	0.8118	CDC_B11097	Pakistan
QG37_07497	0.8522	CDC_B11098	Pakistan
QG37_07497	0.7640	CDC_B11099	Pakistan
QG37_07497	0.8185	CDC_B11101	Pakistan
QG37_07497	0.8776	CDC_B11102	Pakistan
QG37_07497	0.8738	CDC_B11103	Pakistan
QG37_07497	0.7954	CDC_B11105	Pakistan
QG37_07497	0.7621	CDC_B11112	Pakistan
QG37_07497	0.8272	CDC_B11113	Pakistan
QG37_07497	0.7789	CDC_B11114	Pakistan
QG37_07497	0.6770	CDC_B11115	Pakistan
QG37_07497	0.6876	CDC_B11116	Pakistan
QG37_07497	0.8198	CDC_B11117	Pakistan
QG37_07497	0.7866	CDC_B11118	Pakistan
QG37_07497	0.7803	CDC_B11119	Pakistan
QG37_07497	0.7400	CDC_B11200	India
QG37_07497	0.8769	CDC_B11201	India
QG37_07497	0.8060	CDC_B11205	India
QG37_07497	0.8044	CDC_B11206	India
QG37_07497	0.8572	CDC_B11207	India
QG37_07497	0.7997	CDC_B11208	India
QG37_07497	0.8176	CDC_B11209	India
QG37_07497	0.8812	CDC_B11210	India
QG37_07497	0.7983	CDC_B11212	India
QG37_07497	0.8451	CDC_B11213	India
QG37_07497	0.9066	CDC_B11214	India
QG37_07497	0.7816	CDC_B11215	India
QG37_07497	0.7916	CDC_B11216	India
QG37_07497	0.9085	CDC_B11217	India
QG37_07497	0.8578	CDC_B11218	India
QG37_07497	0.7631	CDC_B11219	India
QG37_07497	0.8025	CDC_B11220	Japan
QG37_07497	0.9106	CDC_B11221	South Africa
QG37_07497	0.8426	CDC_B11222	South Africa
QG37_07497	0.7716	CDC_B11223	South Africa
QG37_07497	0.8392	CDC_B11224	South Africa
QG37_07497	0.9266	CDC_B11225	South Africa
QG37_07497	0.8258	CDC_B11226	South Africa
QG37_07497	0.8735	CDC_B11227	South Africa
QG37_07497	0.8086	CDC_B11228	South Africa
QG37_07497	0.8371	CDC_B11229	South Africa
QG37_07497	0.8494	CDC_B11230	South Africa
QG37_07497	0.7745	CDC_B11243	Venezuela
QG37_07497	0.8016	CDC_B11244	Venezuela
QG37_07497	0.9189	CDC_B11245	Venezuela
QG37_07497	0.8108	CDC_B11246	Venezuela
QG37_07497	0.8689	CDC_B11247	Venezuela
QG37_07498	0.9783	CDC_B11096	Pakistan
QG37_07498	0.9883	CDC_B11097	Pakistan
QG37_07498	0.9958	CDC_B11098	Pakistan
QG37_07498	0.9575	CDC_B11099	Pakistan
QG37_07498	0.9907	CDC_B11101	Pakistan
QG37_07498	0.9488	CDC_B11102	Pakistan
QG37_07498	0.9961	CDC_B11103	Pakistan
QG37_07498	0.9454	CDC_B11105	Pakistan
QG37_07498	0.9623	CDC_B11112	Pakistan
QG37_07498	1.0069	CDC_B11113	Pakistan
QG37_07498	0.9324	CDC_B11114	Pakistan
QG37_07498	0.9541	CDC_B11115	Pakistan
QG37_07498	0.9626	CDC_B11116	Pakistan
QG37_07498	0.9562	CDC_B11117	Pakistan
QG37_07498	0.9829	CDC_B11118	Pakistan
QG37_07498	0.9565	CDC_B11119	Pakistan
QG37_07498	0.9533	CDC_B11200	India
QG37_07498	1.0305	CDC_B11201	India
QG37_07498	0.9857	CDC_B11205	India
QG37_07498	1.0140	CDC_B11206	India
QG37_07498	0.9517	CDC_B11207	India
QG37_07498	1.0611	CDC_B11208	India
QG37_07498	1.0086	CDC_B11209	India
QG37_07498	1.0210	CDC_B11210	India
QG37_07498	1.0070	CDC_B11212	India
QG37_07498	0.9544	CDC_B11213	India
QG37_07498	1.0295	CDC_B11214	India
QG37_07498	0.9426	CDC_B11215	India
QG37_07498	0.9166	CDC_B11216	India
QG37_07498	0.9345	CDC_B11217	India
QG37_07498	1.0073	CDC_B11218	India
QG37_07498	0.9358	CDC_B11219	India
QG37_07498	1.0091	CDC_B11220	Japan
QG37_07498	0.9920	CDC_B11221	South Africa
QG37_07498	1.0023	CDC_B11222	South Africa
QG37_07498	1.0002	CDC_B11223	South Africa
QG37_07498	0.9782	CDC_B11224	South Africa
QG37_07498	1.0466	CDC_B11225	South Africa
QG37_07498	1.0261	CDC_B11226	South Africa
QG37_07498	1.0149	CDC_B11227	South Africa
QG37_07498	0.9976	CDC_B11228	South Africa
QG37_07498	0.9810	CDC_B11229	South Africa
QG37_07498	1.0394	CDC_B11230	South Africa
QG37_07498	1.0197	CDC_B11243	Venezuela
QG37_07498	1.0275	CDC_B11244	Venezuela
QG37_07498	1.0181	CDC_B11245	Venezuela
QG37_07498	1.0226	CDC_B11246	Venezuela
QG37_07498	0.9752	CDC_B11247	Venezuela
QG37_07499	0.8930	CDC_B11096	Pakistan
QG37_07499	0.7503	CDC_B11097	Pakistan
QG37_07499	0.9692	CDC_B11098	Pakistan
QG37_07499	0.6526	CDC_B11099	Pakistan
QG37_07499	0.8358	CDC_B11101	Pakistan
QG37_07499	0.7334	CDC_B11102	Pakistan
QG37_07499	0.8910	CDC_B11103	Pakistan
QG37_07499	0.7716	CDC_B11105	Pakistan
QG37_07499	0.9492	CDC_B11112	Pakistan
QG37_07499	0.7859	CDC_B11113	Pakistan
QG37_07499	0.8991	CDC_B11114	Pakistan
QG37_07499	0.7745	CDC_B11115	Pakistan
QG37_07499	0.8689	CDC_B11116	Pakistan
QG37_07499	0.7981	CDC_B11117	Pakistan
QG37_07499	0.8747	CDC_B11118	Pakistan
QG37_07499	0.8077	CDC_B11119	Pakistan
QG37_07499	0.9253	CDC_B11200	India
QG37_07499	0.7695	CDC_B11201	India
QG37_07499	0.8348	CDC_B11205	India
QG37_07499	0.7960	CDC_B11206	India
QG37_07499	0.7304	CDC_B11207	India
QG37_07499	0.7816	CDC_B11208	India
QG37_07499	0.8545	CDC_B11209	India
QG37_07499	0.8228	CDC_B11210	India
QG37_07499	0.8660	CDC_B11212	India
QG37_07499	0.8181	CDC_B11213	India
QG37_07499	0.8394	CDC_B11214	India
