GENE	COVERAGE	STRAIN	GROUP
QG37_03909	0.2794	CDC_B11096	Pakistan
QG37_03909	0.4608	CDC_B11097	Pakistan
QG37_03909	0.4931	CDC_B11098	Pakistan
QG37_03909	0.4928	CDC_B11099	Pakistan
QG37_03909	0.4075	CDC_B11101	Pakistan
QG37_03909	0.4996	CDC_B11102	Pakistan
QG37_03909	0.4984	CDC_B11103	Pakistan
QG37_03909	0.4301	CDC_B11105	Pakistan
QG37_03909	0.4721	CDC_B11112	Pakistan
QG37_03909	0.4643	CDC_B11113	Pakistan
QG37_03909	0.5571	CDC_B11114	Pakistan
QG37_03909	0.3714	CDC_B11115	Pakistan
QG37_03909	0.6016	CDC_B11116	Pakistan
QG37_03909	0.6363	CDC_B11117	Pakistan
QG37_03909	0.4538	CDC_B11118	Pakistan
QG37_03909	0.4802	CDC_B11119	Pakistan
QG37_03909	0.5308	CDC_B11200	India
QG37_03909	0.4634	CDC_B11201	India
QG37_03909	0.4363	CDC_B11205	India
QG37_03909	0.5262	CDC_B11206	India
QG37_03909	0.5315	CDC_B11207	India
QG37_03909	0.5252	CDC_B11208	India
QG37_03909	0.4878	CDC_B11209	India
QG37_03909	0.4247	CDC_B11210	India
QG37_03909	0.4947	CDC_B11212	India
QG37_03909	0.4543	CDC_B11213	India
QG37_03909	0.4667	CDC_B11214	India
QG37_03909	0.4592	CDC_B11215	India
QG37_03909	0.4776	CDC_B11216	India
QG37_03909	0.6726	CDC_B11217	India
QG37_03909	0.6525	CDC_B11218	India
QG37_03909	0.3780	CDC_B11219	India
QG37_03909	0.6695	CDC_B11220	Japan
QG37_03909	0.5118	CDC_B11221	South Africa
QG37_03909	0.4880	CDC_B11222	South Africa
QG37_03909	0.4199	CDC_B11223	South Africa
QG37_03909	0.4910	CDC_B11224	South Africa
QG37_03909	0.5833	CDC_B11225	South Africa
QG37_03909	0.4313	CDC_B11226	South Africa
QG37_03909	0.5735	CDC_B11227	South Africa
QG37_03909	0.5879	CDC_B11228	South Africa
QG37_03909	0.5659	CDC_B11229	South Africa
QG37_03909	0.4880	CDC_B11230	South Africa
QG37_03909	0.8373	CDC_B11243	Venezuela
QG37_03909	0.6631	CDC_B11244	Venezuela
QG37_03909	0.7475	CDC_B11245	Venezuela
QG37_03909	0.6870	CDC_B11246	Venezuela
QG37_03909	0.6302	CDC_B11247	Venezuela
QG37_03910	0.6883	CDC_B11096	Pakistan
QG37_03910	0.6387	CDC_B11097	Pakistan
QG37_03910	0.7738	CDC_B11098	Pakistan
QG37_03910	0.6523	CDC_B11099	Pakistan
QG37_03910	0.7099	CDC_B11101	Pakistan
QG37_03910	0.7739	CDC_B11102	Pakistan
QG37_03910	0.9255	CDC_B11103	Pakistan
QG37_03910	0.7133	CDC_B11105	Pakistan
QG37_03910	0.6345	CDC_B11112	Pakistan
QG37_03910	0.7338	CDC_B11113	Pakistan
QG37_03910	0.8948	CDC_B11114	Pakistan
QG37_03910	0.8452	CDC_B11115	Pakistan
QG37_03910	0.8327	CDC_B11116	Pakistan
QG37_03910	0.7889	CDC_B11117	Pakistan
QG37_03910	0.7805	CDC_B11118	Pakistan
QG37_03910	0.7403	CDC_B11119	Pakistan
QG37_03910	0.8484	CDC_B11200	India
QG37_03910	0.7438	CDC_B11201	India
QG37_03910	0.7825	CDC_B11205	India
QG37_03910	0.7784	CDC_B11206	India
QG37_03910	0.9224	CDC_B11207	India
QG37_03910	0.7429	CDC_B11208	India
QG37_03910	0.8221	CDC_B11209	India
QG37_03910	0.6802	CDC_B11210	India
QG37_03910	0.8008	CDC_B11212	India
QG37_03910	0.8508	CDC_B11213	India
QG37_03910	0.7238	CDC_B11214	India
QG37_03910	0.6202	CDC_B11215	India
QG37_03910	0.7464	CDC_B11216	India
QG37_03910	0.8630	CDC_B11217	India
QG37_03910	0.8574	CDC_B11218	India
QG37_03910	0.7493	CDC_B11219	India
QG37_03910	0.8527	CDC_B11220	Japan
QG37_03910	0.9350	CDC_B11221	South Africa
QG37_03910	0.8446	CDC_B11222	South Africa
QG37_03910	0.8113	CDC_B11223	South Africa
QG37_03910	0.7864	CDC_B11224	South Africa
QG37_03910	0.8169	CDC_B11225	South Africa
QG37_03910	0.7607	CDC_B11226	South Africa
QG37_03910	0.8447	CDC_B11227	South Africa
QG37_03910	0.9924	CDC_B11228	South Africa
QG37_03910	0.7586	CDC_B11229	South Africa
QG37_03910	0.7290	CDC_B11230	South Africa
QG37_03910	1.0122	CDC_B11243	Venezuela
QG37_03910	0.8581	CDC_B11244	Venezuela
QG37_03910	0.8567	CDC_B11245	Venezuela
QG37_03910	0.8170	CDC_B11246	Venezuela
QG37_03910	0.7616	CDC_B11247	Venezuela
QG37_03911	0.8019	CDC_B11096	Pakistan
QG37_03911	0.8869	CDC_B11097	Pakistan
QG37_03911	0.8987	CDC_B11098	Pakistan
QG37_03911	0.8641	CDC_B11099	Pakistan
QG37_03911	0.7704	CDC_B11101	Pakistan
QG37_03911	0.8669	CDC_B11102	Pakistan
QG37_03911	0.8380	CDC_B11103	Pakistan
QG37_03911	0.7542	CDC_B11105	Pakistan
QG37_03911	0.8465	CDC_B11112	Pakistan
