GENE	COVERAGE	STRAIN	GROUP
QG37_05151	0.1624	CDC_B11096	Pakistan
QG37_05151	0.3628	CDC_B11097	Pakistan
QG37_05151	0.4671	CDC_B11098	Pakistan
QG37_05151	0.4805	CDC_B11099	Pakistan
QG37_05151	0.4047	CDC_B11101	Pakistan
QG37_05151	0.3943	CDC_B11102	Pakistan
QG37_05151	0.3918	CDC_B11103	Pakistan
QG37_05151	0.3123	CDC_B11105	Pakistan
QG37_05151	0.3535	CDC_B11112	Pakistan
QG37_05151	0.4305	CDC_B11113	Pakistan
QG37_05151	0.3370	CDC_B11114	Pakistan
QG37_05151	0.4466	CDC_B11115	Pakistan
QG37_05151	0.3710	CDC_B11116	Pakistan
QG37_05151	0.3460	CDC_B11117	Pakistan
QG37_05151	0.4865	CDC_B11118	Pakistan
QG37_05151	0.3889	CDC_B11119	Pakistan
QG37_05151	0.3770	CDC_B11200	India
QG37_05151	0.3459	CDC_B11201	India
QG37_05151	0.3482	CDC_B11205	India
QG37_05151	0.4914	CDC_B11206	India
QG37_05151	0.2992	CDC_B11207	India
QG37_05151	0.3906	CDC_B11208	India
QG37_05151	0.3480	CDC_B11209	India
QG37_05151	0.2957	CDC_B11210	India
QG37_05151	0.3397	CDC_B11212	India
QG37_05151	0.3206	CDC_B11213	India
QG37_05151	0.4226	CDC_B11214	India
QG37_05151	0.4672	CDC_B11215	India
QG37_05151	0.3856	CDC_B11216	India
QG37_05151	0.4201	CDC_B11217	India
QG37_05151	0.3528	CDC_B11218	India
QG37_05151	0.4152	CDC_B11219	India
QG37_05151	0.4203	CDC_B11220	Japan
QG37_05151	0.4272	CDC_B11221	South Africa
QG37_05151	0.4127	CDC_B11222	South Africa
QG37_05151	0.4036	CDC_B11223	South Africa
QG37_05151	0.4133	CDC_B11224	South Africa
QG37_05151	0.3758	CDC_B11225	South Africa
QG37_05151	0.4270	CDC_B11226	South Africa
QG37_05151	0.4441	CDC_B11227	South Africa
QG37_05151	0.4395	CDC_B11228	South Africa
QG37_05151	0.4366	CDC_B11229	South Africa
QG37_05151	0.4389	CDC_B11230	South Africa
QG37_05151	0.4105	CDC_B11243	Venezuela
QG37_05151	0.3778	CDC_B11244	Venezuela
QG37_05151	0.4288	CDC_B11245	Venezuela
QG37_05151	0.4109	CDC_B11246	Venezuela
QG37_05151	0.5001	CDC_B11247	Venezuela
QG37_05152	0.8527	CDC_B11096	Pakistan
QG37_05152	0.8500	CDC_B11097	Pakistan
QG37_05152	0.8612	CDC_B11098	Pakistan
QG37_05152	0.8947	CDC_B11099	Pakistan
QG37_05152	0.8259	CDC_B11101	Pakistan
QG37_05152	0.8710	CDC_B11102	Pakistan
QG37_05152	0.8781	CDC_B11103	Pakistan
QG37_05152	0.9047	CDC_B11105	Pakistan
QG37_05152	0.7674	CDC_B11112	Pakistan
QG37_05152	0.9230	CDC_B11113	Pakistan
QG37_05152	0.8213	CDC_B11114	Pakistan
QG37_05152	0.8778	CDC_B11115	Pakistan
QG37_05152	0.8946	CDC_B11116	Pakistan
QG37_05152	0.9697	CDC_B11117	Pakistan
QG37_05152	0.9035	CDC_B11118	Pakistan
QG37_05152	0.8253	CDC_B11119	Pakistan
QG37_05152	0.9214	CDC_B11200	India
QG37_05152	0.8992	CDC_B11201	India
QG37_05152	0.8860	CDC_B11205	India
QG37_05152	0.8843	CDC_B11206	India
QG37_05152	0.7705	CDC_B11207	India
QG37_05152	0.8378	CDC_B11208	India
QG37_05152	0.8512	CDC_B11209	India
QG37_05152	0.8687	CDC_B11210	India
QG37_05152	0.8989	CDC_B11212	India
QG37_05152	0.7562	CDC_B11213	India
QG37_05152	0.8927	CDC_B11214	India
QG37_05152	0.8026	CDC_B11215	India
QG37_05152	0.8242	CDC_B11216	India
QG37_05152	0.7436	CDC_B11217	India
QG37_05152	0.7787	CDC_B11218	India
QG37_05152	0.8403	CDC_B11219	India
QG37_05152	0.9036	CDC_B11220	Japan
QG37_05152	0.7227	CDC_B11221	South Africa
QG37_05152	0.9071	CDC_B11222	South Africa
QG37_05152	0.8543	CDC_B11223	South Africa
QG37_05152	0.8987	CDC_B11224	South Africa
QG37_05152	0.8153	CDC_B11225	South Africa
QG37_05152	0.9287	CDC_B11226	South Africa
QG37_05152	0.8785	CDC_B11227	South Africa
QG37_05152	0.8309	CDC_B11228	South Africa
QG37_05152	0.8189	CDC_B11229	South Africa
QG37_05152	0.9148	CDC_B11230	South Africa
QG37_05152	0.9043	CDC_B11243	Venezuela
QG37_05152	0.8832	CDC_B11244	Venezuela
QG37_05152	0.9101	CDC_B11245	Venezuela
QG37_05152	1.0414	CDC_B11246	Venezuela
QG37_05152	0.9087	CDC_B11247	Venezuela
QG37_05153	1.0488	CDC_B11096	Pakistan
QG37_05153	1.0414	CDC_B11097	Pakistan
QG37_05153	1.0070	CDC_B11098	Pakistan
QG37_05153	0.9217	CDC_B11099	Pakistan
QG37_05153	0.9096	CDC_B11101	Pakistan
QG37_05153	0.8901	CDC_B11102	Pakistan
QG37_05153	0.9133	CDC_B11103	Pakistan
QG37_05153	0.9621	CDC_B11105	Pakistan
QG37_05153	1.0166	CDC_B11112	Pakistan
QG37_05153	0.9716	CDC_B11113	Pakistan
QG37_05153	1.0914	CDC_B11114	Pakistan
QG37_05153	0.9859	CDC_B11115	Pakistan
QG37_05153	0.9719	CDC_B11116	Pakistan
QG37_05153	1.0254	CDC_B11117	Pakistan
QG37_05153	0.8375	CDC_B11118	Pakistan
QG37_05153	1.0608	CDC_B11119	Pakistan
QG37_05153	0.9389	CDC_B11200	India
QG37_05153	0.9939	CDC_B11201	India
QG37_05153	0.9687	CDC_B11205	India
QG37_05153	1.0096	CDC_B11206	India
QG37_05153	0.9452	CDC_B11207	India
QG37_05153	1.0993	CDC_B11208	India
QG37_05153	0.9321	CDC_B11209	India
QG37_05153	0.9771	CDC_B11210	India
QG37_05153	1.0648	CDC_B11212	India
QG37_05153	0.9258	CDC_B11213	India
QG37_05153	0.9991	CDC_B11214	India
QG37_05153	1.0328	CDC_B11215	India
QG37_05153	0.9682	CDC_B11216	India
QG37_05153	0.8587	CDC_B11217	India
QG37_05153	1.0662	CDC_B11218	India
QG37_05153	0.9648	CDC_B11219	India
QG37_05153	0.9764	CDC_B11220	Japan
QG37_05153	0.9827	CDC_B11221	South Africa
QG37_05153	1.0831	CDC_B11222	South Africa
QG37_05153	0.9339	CDC_B11223	South Africa
QG37_05153	0.9323	CDC_B11224	South Africa
QG37_05153	1.0850	CDC_B11225	South Africa
QG37_05153	1.0882	CDC_B11226	South Africa
QG37_05153	0.9558	CDC_B11227	South Africa
QG37_05153	0.9750	CDC_B11228	South Africa
QG37_05153	1.0234	CDC_B11229	South Africa
QG37_05153	1.0606	CDC_B11230	South Africa
QG37_05153	1.0089	CDC_B11243	Venezuela
QG37_05153	1.1022	CDC_B11244	Venezuela
QG37_05153	1.0551	CDC_B11245	Venezuela
QG37_05153	1.0054	CDC_B11246	Venezuela
QG37_05153	1.0357	CDC_B11247	Venezuela
QG37_05154	1.0112	CDC_B11096	Pakistan
QG37_05154	0.9964	CDC_B11097	Pakistan
QG37_05154	0.8700	CDC_B11098	Pakistan
QG37_05154	0.9460	CDC_B11099	Pakistan
QG37_05154	1.0065	CDC_B11101	Pakistan
QG37_05154	0.9245	CDC_B11102	Pakistan
QG37_05154	0.8930	CDC_B11103	Pakistan
QG37_05154	0.9007	CDC_B11105	Pakistan
QG37_05154	0.9379	CDC_B11112	Pakistan
QG37_05154	0.9221	CDC_B11113	Pakistan
QG37_05154	0.9233	CDC_B11114	Pakistan
QG37_05154	0.9674	CDC_B11115	Pakistan
QG37_05154	0.9545	CDC_B11116	Pakistan
QG37_05154	0.8726	CDC_B11117	Pakistan
QG37_05154	0.9950	CDC_B11118	Pakistan
QG37_05154	0.9550	CDC_B11119	Pakistan
QG37_05154	0.9311	CDC_B11200	India
