GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_06711	71.12	105.11	56.61	60.46	95.20	88.89	80.51	88.23	125.68	84.54	68.32	70.56	96.34	81.29	99.89	97.08	112.02	96.24	98.77	97.16	90.73	95.18	98.87	74.38	115.50	106.93	62.93	90.56	74.96	19.45	57.22	82.52	205.04	94.68	78.48	66.82	84.70	68.86	75.50	89.91	90.61	89.32	79.09	79.88	91.05	92.34	73.14	131.16
QG37_06712	99.04	75.30	46.46	33.14	67.28	64.02	81.17	60.33	77.32	62.83	66.62	48.92	60.54	59.63	51.06	74.48	70.37	88.48	71.00	57.96	69.63	74.27	73.03	58.20	75.07	89.75	49.94	67.72	49.48	15.56	48.93	67.17	152.05	69.80	77.59	52.93	62.39	69.05	55.99	78.99	106.53	85.63	77.50	57.93	65.72	52.73	74.68	81.55
QG37_06713	122.89	128.35	72.08	72.78	112.08	115.27	113.29	118.07	125.47	111.17	92.74	92.32	102.26	106.52	101.23	109.85	143.58	152.23	126.78	122.51	120.94	118.90	129.56	103.53	124.33	141.33	98.19	123.74	100.58	28.16	78.39	119.48	223.35	112.67	101.42	92.21	104.66	108.55	94.33	120.62	130.89	115.86	88.82	83.44	102.70	109.32	100.23	137.32
QG37_06714	99.32	118.36	48.56	64.36	108.00	102.23	94.68	102.03	106.17	104.82	75.91	76.59	92.37	98.23	86.72	125.61	131.42	142.77	112.57	92.23	105.27	109.41	111.44	97.08	104.99	135.89	88.48	113.46	89.51	28.27	49.63	99.64	113.48	97.44	106.98	78.48	92.83	98.52	82.12	102.46	114.36	101.31	87.27	88.91	92.45	108.73	93.74	114.99
QG37_06715	148.22	128.23	80.29	74.82	113.99	108.96	109.56	120.90	108.62	111.46	90.29	107.60	99.65	96.02	102.22	110.48	146.79	146.44	128.18	108.17	112.83	110.02	119.00	107.18	124.91	145.41	101.31	132.90	101.79	19.83	75.30	117.38	127.69	107.28	104.03	97.68	106.11	102.30	97.82	124.90	126.74	114.04	96.26	65.79	107.02	103.76	91.24	147.21
QG37_06716	140.69	121.77	83.14	75.46	123.87	109.68	121.75	107.21	137.36	113.35	95.71	99.26	116.15	113.07	114.48	121.77	142.78	162.35	133.73	122.70	117.51	118.23	120.32	111.96	118.82	144.23	97.48	119.77	108.36	31.11	68.72	127.84	139.56	124.95	114.88	95.59	100.03	111.38	84.56	135.28	140.27	125.41	89.83	91.35	115.27	118.05	107.79	145.11
QG37_06717	132.82	138.01	74.48	80.81	97.52	108.01	98.31	96.21	116.78	101.47	106.93	99.30	96.18	125.21	97.60	96.31	141.96	137.08	105.75	116.53	114.92	106.06	120.90	100.51	111.46	145.41	107.71	119.92	97.38	32.28	64.95	119.71	116.75	116.43	99.30	85.35	91.19	96.83	76.17	115.52	121.30	114.79	85.81	76.84	102.81	114.70	93.08	135.08
QG37_06718	70.43	76.81	44.67	42.47	63.21	64.56	67.63	59.39	69.71	62.09	60.71	61.80	64.80	62.48	58.64	61.14	80.16	83.29	86.14	70.00	62.43	70.84	70.04	46.53	62.41	81.57	65.10	78.19	51.35	13.33	32.53	78.07	71.34	64.42	63.67	54.37	60.44	54.51	42.94	64.94	85.11	71.76	61.04	33.78	60.10	59.80	48.83	63.12
QG37_06719	111.18	145.46	86.33	92.18	126.46	125.14	136.79	122.65	120.54	112.88	86.90	90.99	113.05	106.58	115.72	100.68	134.91	154.32	138.50	126.48	121.55	134.02	120.29	99.61	132.35	136.73	98.32	123.15	88.95	18.08	67.92	119.42	141.70	109.79	95.63	86.84	118.67	126.86	85.05	122.42	131.79	105.45	82.80	84.97	108.65	110.49	100.59	134.38
QG37_06720	127.69	125.43	79.47	72.40	114.24	130.20	116.09	112.47	125.72	103.37	93.70	92.86	106.61	111.94	115.90	99.02	140.58	149.21	142.76	123.13	113.24	117.71	114.81	92.99	124.29	141.04	94.58	127.20	97.74	28.49	78.76	114.68	151.39	108.63	108.91	74.02	114.66	121.56	93.23	110.90	133.32	112.61	87.03	67.65	94.98	97.40	89.80	128.52
