GENE	COVERAGE	STRAIN	GROUP
QG37_03112	0.0567	CDC_B11096	Pakistan
QG37_03112	0.3680	CDC_B11097	Pakistan
QG37_03112	0.3623	CDC_B11098	Pakistan
QG37_03112	0.2845	CDC_B11099	Pakistan
QG37_03112	0.3712	CDC_B11101	Pakistan
QG37_03112	0.4153	CDC_B11102	Pakistan
QG37_03112	0.4419	CDC_B11103	Pakistan
QG37_03112	0.3522	CDC_B11105	Pakistan
QG37_03112	0.3457	CDC_B11112	Pakistan
QG37_03112	0.2869	CDC_B11113	Pakistan
QG37_03112	0.4219	CDC_B11114	Pakistan
QG37_03112	0.3721	CDC_B11115	Pakistan
QG37_03112	0.4003	CDC_B11116	Pakistan
QG37_03112	0.3820	CDC_B11117	Pakistan
QG37_03112	0.3498	CDC_B11118	Pakistan
QG37_03112	0.4231	CDC_B11119	Pakistan
QG37_03112	0.3383	CDC_B11200	India
QG37_03112	0.2723	CDC_B11201	India
QG37_03112	0.3753	CDC_B11205	India
QG37_03112	0.3716	CDC_B11206	India
QG37_03112	0.3316	CDC_B11207	India
QG37_03112	0.3259	CDC_B11208	India
QG37_03112	0.3603	CDC_B11209	India
QG37_03112	0.3706	CDC_B11210	India
QG37_03112	0.3053	CDC_B11212	India
QG37_03112	0.2738	CDC_B11213	India
QG37_03112	0.4142	CDC_B11214	India
QG37_03112	0.3332	CDC_B11215	India
QG37_03112	0.2544	CDC_B11216	India
QG37_03112	0.2076	CDC_B11217	India
QG37_03112	0.2533	CDC_B11218	India
QG37_03112	0.4057	CDC_B11219	India
QG37_03112	0.7212	CDC_B11220	Japan
QG37_03112	0.3422	CDC_B11221	South Africa
QG37_03112	0.3615	CDC_B11222	South Africa
QG37_03112	0.3534	CDC_B11223	South Africa
QG37_03112	0.3193	CDC_B11224	South Africa
QG37_03112	0.3687	CDC_B11225	South Africa
QG37_03112	0.3633	CDC_B11226	South Africa
QG37_03112	0.3371	CDC_B11227	South Africa
QG37_03112	0.3007	CDC_B11228	South Africa
QG37_03112	0.4324	CDC_B11229	South Africa
QG37_03112	0.3584	CDC_B11230	South Africa
QG37_03112	0.5541	CDC_B11243	Venezuela
QG37_03112	0.3655	CDC_B11244	Venezuela
QG37_03112	0.3555	CDC_B11245	Venezuela
QG37_03112	0.3646	CDC_B11246	Venezuela
QG37_03112	0.3449	CDC_B11247	Venezuela
QG37_03113	0.4414	CDC_B11096	Pakistan
QG37_03113	0.6249	CDC_B11097	Pakistan
QG37_03113	0.6799	CDC_B11098	Pakistan
QG37_03113	0.6740	CDC_B11099	Pakistan
QG37_03113	0.6541	CDC_B11101	Pakistan
QG37_03113	0.6193	CDC_B11102	Pakistan
QG37_03113	0.6131	CDC_B11103	Pakistan
QG37_03113	0.5873	CDC_B11105	Pakistan
QG37_03113	0.6626	CDC_B11112	Pakistan
QG37_03113	0.5955	CDC_B11113	Pakistan
QG37_03113	0.6986	CDC_B11114	Pakistan
QG37_03113	0.6396	CDC_B11115	Pakistan
QG37_03113	0.6370	CDC_B11116	Pakistan
QG37_03113	0.6266	CDC_B11117	Pakistan
QG37_03113	0.5649	CDC_B11118	Pakistan
QG37_03113	0.6134	CDC_B11119	Pakistan
QG37_03113	0.5930	CDC_B11200	India
QG37_03113	0.5332	CDC_B11201	India
QG37_03113	0.7085	CDC_B11205	India
QG37_03113	0.6176	CDC_B11206	India
QG37_03113	0.6400	CDC_B11207	India
QG37_03113	0.5646	CDC_B11208	India
QG37_03113	0.7400	CDC_B11209	India
QG37_03113	0.6522	CDC_B11210	India
QG37_03113	0.7045	CDC_B11212	India
QG37_03113	0.5514	CDC_B11213	India
QG37_03113	0.6359	CDC_B11214	India
QG37_03113	0.6209	CDC_B11215	India
QG37_03113	0.5410	CDC_B11216	India
QG37_03113	0.4644	CDC_B11217	India
QG37_03113	0.4973	CDC_B11218	India
QG37_03113	0.6527	CDC_B11219	India
QG37_03113	0.7854	CDC_B11220	Japan
QG37_03113	0.6317	CDC_B11221	South Africa
QG37_03113	0.6791	CDC_B11222	South Africa
QG37_03113	0.6991	CDC_B11223	South Africa
QG37_03113	0.5540	CDC_B11224	South Africa
QG37_03113	0.5772	CDC_B11225	South Africa
QG37_03113	0.6580	CDC_B11226	South Africa
QG37_03113	0.5267	CDC_B11227	South Africa
QG37_03113	0.5562	CDC_B11228	South Africa
QG37_03113	0.7023	CDC_B11229	South Africa
QG37_03113	0.7083	CDC_B11230	South Africa
QG37_03113	0.7584	CDC_B11243	Venezuela
QG37_03113	0.6918	CDC_B11244	Venezuela
QG37_03113	0.6726	CDC_B11245	Venezuela
QG37_03113	0.7150	CDC_B11246	Venezuela
QG37_03113	0.6511	CDC_B11247	Venezuela
QG37_03114	0.7784	CDC_B11096	Pakistan
QG37_03114	0.7179	CDC_B11097	Pakistan
QG37_03114	0.8261	CDC_B11098	Pakistan
QG37_03114	0.8818	CDC_B11099	Pakistan
QG37_03114	0.7092	CDC_B11101	Pakistan
QG37_03114	0.7975	CDC_B11102	Pakistan
QG37_03114	0.7666	CDC_B11103	Pakistan
QG37_03114	0.7921	CDC_B11105	Pakistan
QG37_03114	0.8108	CDC_B11112	Pakistan
QG37_03114	0.6760	CDC_B11113	Pakistan
QG37_03114	0.8436	CDC_B11114	Pakistan
QG37_03114	0.7117	CDC_B11115	Pakistan
QG37_03114	0.7916	CDC_B11116	Pakistan
QG37_03114	0.8557	CDC_B11117	Pakistan
QG37_03114	0.8238	CDC_B11118	Pakistan
QG37_03114	0.8250	CDC_B11119	Pakistan
QG37_03114	0.8168	CDC_B11200	India
QG37_03114	0.7966	CDC_B11201	India
QG37_03114	0.7805	CDC_B11205	India
QG37_03114	0.7848	CDC_B11206	India
QG37_03114	0.7991	CDC_B11207	India
QG37_03114	0.7653	CDC_B11208	India
QG37_03114	0.8226	CDC_B11209	India
QG37_03114	0.8383	CDC_B11210	India
QG37_03114	0.8093	CDC_B11212	India
QG37_03114	0.7742	CDC_B11213	India
QG37_03114	0.7411	CDC_B11214	India
QG37_03114	0.7574	CDC_B11215	India
QG37_03114	0.7194	CDC_B11216	India
QG37_03114	0.6669	CDC_B11217	India
QG37_03114	0.7716	CDC_B11218	India
QG37_03114	0.7351	CDC_B11219	India
QG37_03114	0.7827	CDC_B11220	Japan
QG37_03114	0.7736	CDC_B11221	South Africa
QG37_03114	0.8040	CDC_B11222	South Africa
QG37_03114	0.7561	CDC_B11223	South Africa
QG37_03114	0.7897	CDC_B11224	South Africa
QG37_03114	0.8167	CDC_B11225	South Africa
QG37_03114	0.8914	CDC_B11226	South Africa
QG37_03114	0.7490	CDC_B11227	South Africa
QG37_03114	0.8530	CDC_B11228	South Africa
QG37_03114	0.7721	CDC_B11229	South Africa
QG37_03114	0.8306	CDC_B11230	South Africa
QG37_03114	0.8499	CDC_B11243	Venezuela
QG37_03114	0.7718	CDC_B11244	Venezuela
QG37_03114	0.7539	CDC_B11245	Venezuela
QG37_03114	0.7805	CDC_B11246	Venezuela
QG37_03114	0.8190	CDC_B11247	Venezuela
QG37_03117	0.9334	CDC_B11096	Pakistan
QG37_03117	0.8291	CDC_B11097	Pakistan
QG37_03117	0.9146	CDC_B11098	Pakistan
QG37_03117	0.8368	CDC_B11099	Pakistan
QG37_03117	0.8210	CDC_B11101	Pakistan
QG37_03117	0.8622	CDC_B11102	Pakistan
QG37_03117	0.9433	CDC_B11103	Pakistan
QG37_03117	0.8732	CDC_B11105	Pakistan
QG37_03117	0.8766	CDC_B11112	Pakistan
QG37_03117	0.9089	CDC_B11113	Pakistan
QG37_03117	0.8343	CDC_B11114	Pakistan
QG37_03117	0.8585	CDC_B11115	Pakistan
QG37_03117	0.8884	CDC_B11116	Pakistan
QG37_03117	0.8519	CDC_B11117	Pakistan
QG37_03117	0.8793	CDC_B11118	Pakistan
QG37_03117	0.9380	CDC_B11119	Pakistan
QG37_03117	0.9201	CDC_B11200	India
QG37_03117	0.8988	CDC_B11201	India
QG37_03117	0.9645	CDC_B11205	India
QG37_03117	0.8678	CDC_B11206	India
QG37_03117	0.8910	CDC_B11207	India
QG37_03117	0.9097	CDC_B11208	India
QG37_03117	0.8979	CDC_B11209	India
QG37_03117	0.9204	CDC_B11210	India
QG37_03117	0.9113	CDC_B11212	India
QG37_03117	0.8932	CDC_B11213	India
QG37_03117	0.8275	CDC_B11214	India
QG37_03117	0.8834	CDC_B11215	India
QG37_03117	0.9543	CDC_B11216	India
QG37_03117	0.8430	CDC_B11217	India
QG37_03117	0.8319	CDC_B11218	India
QG37_03117	0.7947	CDC_B11219	India
QG37_03117	0.9171	CDC_B11220	Japan
QG37_03117	1.0007	CDC_B11221	South Africa
QG37_03117	1.0111	CDC_B11222	South Africa
QG37_03117	0.9779	CDC_B11223	South Africa
QG37_03117	1.0257	CDC_B11224	South Africa
QG37_03117	0.9611	CDC_B11225	South Africa
