GENE	COVERAGE	STRAIN	GROUP
QG37_01685	0.9851	CDC_B11096	Pakistan
QG37_01685	0.9297	CDC_B11097	Pakistan
QG37_01685	0.9531	CDC_B11098	Pakistan
QG37_01685	0.8849	CDC_B11099	Pakistan
QG37_01685	0.8591	CDC_B11101	Pakistan
QG37_01685	0.9248	CDC_B11102	Pakistan
QG37_01685	0.9431	CDC_B11103	Pakistan
QG37_01685	0.8956	CDC_B11105	Pakistan
QG37_01685	0.9547	CDC_B11112	Pakistan
QG37_01685	0.8994	CDC_B11113	Pakistan
QG37_01685	0.9131	CDC_B11114	Pakistan
QG37_01685	1.0274	CDC_B11115	Pakistan
QG37_01685	0.8742	CDC_B11116	Pakistan
QG37_01685	0.9629	CDC_B11117	Pakistan
QG37_01685	0.9818	CDC_B11118	Pakistan
QG37_01685	0.9562	CDC_B11119	Pakistan
QG37_01685	0.9436	CDC_B11200	India
QG37_01685	0.9219	CDC_B11201	India
QG37_01685	0.9651	CDC_B11205	India
QG37_01685	0.8966	CDC_B11206	India
QG37_01685	0.9919	CDC_B11207	India
QG37_01685	0.9225	CDC_B11208	India
QG37_01685	0.8873	CDC_B11209	India
QG37_01685	0.8890	CDC_B11210	India
QG37_01685	0.9515	CDC_B11212	India
QG37_01685	0.9758	CDC_B11213	India
QG37_01685	0.9611	CDC_B11214	India
QG37_01685	0.9233	CDC_B11215	India
QG37_01685	0.9508	CDC_B11216	India
QG37_01685	0.9327	CDC_B11217	India
QG37_01685	0.9840	CDC_B11218	India
QG37_01685	0.9396	CDC_B11219	India
QG37_01685	0.9272	CDC_B11220	Japan
QG37_01685	0.8922	CDC_B11221	South Africa
QG37_01685	0.9953	CDC_B11222	South Africa
QG37_01685	1.0127	CDC_B11223	South Africa
QG37_01685	0.9734	CDC_B11224	South Africa
QG37_01685	0.9400	CDC_B11225	South Africa
QG37_01685	0.9288	CDC_B11226	South Africa
QG37_01685	0.9454	CDC_B11227	South Africa
QG37_01685	0.9913	CDC_B11228	South Africa
QG37_01685	0.9730	CDC_B11229	South Africa
QG37_01685	0.9297	CDC_B11230	South Africa
QG37_01685	0.9212	CDC_B11243	Venezuela
QG37_01685	0.9971	CDC_B11244	Venezuela
QG37_01685	0.9722	CDC_B11245	Venezuela
QG37_01685	1.0069	CDC_B11246	Venezuela
QG37_01685	0.9884	CDC_B11247	Venezuela
QG37_01686	1.0345	CDC_B11096	Pakistan
QG37_01686	0.9545	CDC_B11097	Pakistan
QG37_01686	0.8945	CDC_B11098	Pakistan
QG37_01686	0.9096	CDC_B11099	Pakistan
QG37_01686	0.9303	CDC_B11101	Pakistan
QG37_01686	0.8071	CDC_B11102	Pakistan
QG37_01686	0.9803	CDC_B11103	Pakistan
QG37_01686	0.9145	CDC_B11105	Pakistan
QG37_01686	0.9499	CDC_B11112	Pakistan
QG37_01686	0.9335	CDC_B11113	Pakistan
QG37_01686	0.8794	CDC_B11114	Pakistan
QG37_01686	0.8366	CDC_B11115	Pakistan
QG37_01686	0.7951	CDC_B11116	Pakistan
QG37_01686	1.0017	CDC_B11117	Pakistan
QG37_01686	0.8236	CDC_B11118	Pakistan
QG37_01686	0.9501	CDC_B11119	Pakistan
QG37_01686	0.9492	CDC_B11200	India
QG37_01686	1.0195	CDC_B11201	India
QG37_01686	0.9830	CDC_B11205	India
QG37_01686	0.8460	CDC_B11206	India
QG37_01686	0.9426	CDC_B11207	India
QG37_01686	0.9291	CDC_B11208	India
QG37_01686	0.8876	CDC_B11209	India
QG37_01686	0.8772	CDC_B11210	India
QG37_01686	0.9313	CDC_B11212	India
QG37_01686	0.9081	CDC_B11213	India
QG37_01686	0.9315	CDC_B11214	India
QG37_01686	0.8832	CDC_B11215	India
QG37_01686	0.8592	CDC_B11216	India
QG37_01686	0.9376	CDC_B11217	India
QG37_01686	0.9811	CDC_B11218	India
QG37_01686	0.8749	CDC_B11219	India
QG37_01686	0.9356	CDC_B11220	Japan
QG37_01686	0.8801	CDC_B11221	South Africa
QG37_01686	0.9610	CDC_B11222	South Africa
QG37_01686	0.8785	CDC_B11223	South Africa
QG37_01686	0.8378	CDC_B11224	South Africa
QG37_01686	0.9307	CDC_B11225	South Africa
QG37_01686	0.7964	CDC_B11226	South Africa
QG37_01686	0.8987	CDC_B11227	South Africa
QG37_01686	0.9778	CDC_B11228	South Africa
QG37_01686	0.8949	CDC_B11229	South Africa
QG37_01686	1.0056	CDC_B11230	South Africa
QG37_01686	1.0361	CDC_B11243	Venezuela
QG37_01686	1.0010	CDC_B11244	Venezuela
QG37_01686	0.8713	CDC_B11245	Venezuela
QG37_01686	0.9777	CDC_B11246	Venezuela
QG37_01686	0.9738	CDC_B11247	Venezuela
QG37_01687	0.5340	CDC_B11096	Pakistan
QG37_01687	0.4364	CDC_B11097	Pakistan
QG37_01687	0.4310	CDC_B11098	Pakistan
QG37_01687	0.4641	CDC_B11099	Pakistan
QG37_01687	0.4950	CDC_B11101	Pakistan
QG37_01687	0.5117	CDC_B11102	Pakistan
QG37_01687	0.4269	CDC_B11103	Pakistan
QG37_01687	0.3936	CDC_B11105	Pakistan
QG37_01687	0.4699	CDC_B11112	Pakistan
QG37_01687	0.4000	CDC_B11113	Pakistan
QG37_01687	0.4609	CDC_B11114	Pakistan
QG37_01687	0.4652	CDC_B11115	Pakistan
QG37_01687	0.3660	CDC_B11116	Pakistan
QG37_01687	0.4727	CDC_B11117	Pakistan
QG37_01687	0.3487	CDC_B11118	Pakistan
QG37_01687	0.4548	CDC_B11119	Pakistan
QG37_01687	0.4176	CDC_B11200	India
QG37_01687	0.3717	CDC_B11201	India
QG37_01687	0.4027	CDC_B11205	India
QG37_01687	0.4639	CDC_B11206	India
QG37_01687	0.4821	CDC_B11207	India
QG37_01687	0.6024	CDC_B11208	India
QG37_01687	0.4113	CDC_B11209	India
QG37_01687	0.4537	CDC_B11210	India
QG37_01687	0.4572	CDC_B11212	India
QG37_01687	0.3867	CDC_B11213	India
QG37_01687	0.3912	CDC_B11214	India
QG37_01687	0.3788	CDC_B11215	India
QG37_01687	0.4007	CDC_B11216	India
QG37_01687	0.3553	CDC_B11217	India
QG37_01687	0.4023	CDC_B11218	India
QG37_01687	0.3256	CDC_B11219	India
QG37_01687	0.5529	CDC_B11220	Japan
QG37_01687	0.5781	CDC_B11221	South Africa
QG37_01687	0.4320	CDC_B11222	South Africa
QG37_01687	0.3932	CDC_B11223	South Africa
QG37_01687	0.4248	CDC_B11224	South Africa
QG37_01687	0.4195	CDC_B11225	South Africa
QG37_01687	0.4050	CDC_B11226	South Africa
QG37_01687	0.4290	CDC_B11227	South Africa
QG37_01687	0.3615	CDC_B11228	South Africa
QG37_01687	0.3759	CDC_B11229	South Africa
QG37_01687	0.2830	CDC_B11230	South Africa
QG37_01687	0.5460	CDC_B11243	Venezuela
QG37_01687	0.7535	CDC_B11244	Venezuela
QG37_01687	0.8314	CDC_B11245	Venezuela
QG37_01687	0.7954	CDC_B11246	Venezuela
QG37_01687	0.7243	CDC_B11247	Venezuela
QG37_01688	0.7648	CDC_B11096	Pakistan
QG37_01688	0.6972	CDC_B11097	Pakistan
QG37_01688	0.7028	CDC_B11098	Pakistan
QG37_01688	0.7333	CDC_B11099	Pakistan
QG37_01688	0.6188	CDC_B11101	Pakistan
QG37_01688	0.7792	CDC_B11102	Pakistan
QG37_01688	0.7157	CDC_B11103	Pakistan
QG37_01688	0.6683	CDC_B11105	Pakistan
QG37_01688	0.7855	CDC_B11112	Pakistan
QG37_01688	0.5856	CDC_B11113	Pakistan
QG37_01688	0.6774	CDC_B11114	Pakistan
QG37_01688	0.6763	CDC_B11115	Pakistan
QG37_01688	0.7052	CDC_B11116	Pakistan
QG37_01688	0.8305	CDC_B11117	Pakistan
QG37_01688	0.6720	CDC_B11118	Pakistan
QG37_01688	0.7799	CDC_B11119	Pakistan
QG37_01688	0.6180	CDC_B11200	India
QG37_01688	0.7337	CDC_B11201	India
QG37_01688	0.6968	CDC_B11205	India
QG37_01688	0.6796	CDC_B11206	India
QG37_01688	0.7081	CDC_B11207	India
QG37_01688	0.7220	CDC_B11208	India
QG37_01688	0.6492	CDC_B11209	India
QG37_01688	0.8257	CDC_B11210	India
QG37_01688	0.5819	CDC_B11212	India
QG37_01688	0.5930	CDC_B11213	India
QG37_01688	0.5582	CDC_B11214	India
QG37_01688	0.6821	CDC_B11215	India
QG37_01688	0.5822	CDC_B11216	India
QG37_01688	0.5544	CDC_B11217	India
QG37_01688	0.6405	CDC_B11218	India
QG37_01688	0.5751	CDC_B11219	India
QG37_01688	0.5048	CDC_B11220	Japan
QG37_01688	0.8254	CDC_B11221	South Africa
QG37_01688	0.6113	CDC_B11222	South Africa
QG37_01688	0.5147	CDC_B11223	South Africa
QG37_01688	0.6253	CDC_B11224	South Africa
QG37_01688	0.6777	CDC_B11225	South Africa
QG37_01688	0.5226	CDC_B11226	South Africa
QG37_01688	0.5325	CDC_B11227	South Africa
QG37_01688	0.6440	CDC_B11228	South Africa
QG37_01688	0.6031	CDC_B11229	South Africa
QG37_01688	0.5415	CDC_B11230	South Africa
QG37_01688	0.5343	CDC_B11243	Venezuela
QG37_01688	0.4119	CDC_B11244	Venezuela
QG37_01688	0.4420	CDC_B11245	Venezuela
QG37_01688	0.5225	CDC_B11246	Venezuela
QG37_01688	0.3918	CDC_B11247	Venezuela
QG37_01689	0.5005	CDC_B11096	Pakistan
QG37_01689	0.5177	CDC_B11097	Pakistan
QG37_01689	0.5700	CDC_B11098	Pakistan
QG37_01689	0.6748	CDC_B11099	Pakistan
QG37_01689	0.5563	CDC_B11101	Pakistan
QG37_01689	0.4885	CDC_B11102	Pakistan
QG37_01689	0.5960	CDC_B11103	Pakistan
QG37_01689	0.6000	CDC_B11105	Pakistan
QG37_01689	0.6562	CDC_B11112	Pakistan
QG37_01689	0.5517	CDC_B11113	Pakistan
QG37_01689	0.6225	CDC_B11114	Pakistan
QG37_01689	0.5183	CDC_B11115	Pakistan
QG37_01689	0.5799	CDC_B11116	Pakistan
QG37_01689	0.6886	CDC_B11117	Pakistan
QG37_01689	0.7533	CDC_B11118	Pakistan
QG37_01689	0.5288	CDC_B11119	Pakistan
QG37_01689	0.5585	CDC_B11200	India
QG37_01689	0.5289	CDC_B11201	India
QG37_01689	0.5765	CDC_B11205	India
QG37_01689	0.5484	CDC_B11206	India
QG37_01689	0.6484	CDC_B11207	India
QG37_01689	0.5582	CDC_B11208	India
QG37_01689	0.6382	CDC_B11209	India
QG37_01689	0.5539	CDC_B11210	India
QG37_01689	0.6027	CDC_B11212	India
QG37_01689	0.6650	CDC_B11213	India
QG37_01689	0.5816	CDC_B11214	India
QG37_01689	0.6033	CDC_B11215	India
QG37_01689	0.5802	CDC_B11216	India
QG37_01689	0.4244	CDC_B11217	India
QG37_01689	0.4948	CDC_B11218	India
QG37_01689	0.5692	CDC_B11219	India
QG37_01689	0.4954	CDC_B11220	Japan
QG37_01689	0.6253	CDC_B11221	South Africa
QG37_01689	0.5423	CDC_B11222	South Africa
QG37_01689	0.4717	CDC_B11223	South Africa
QG37_01689	0.4440	CDC_B11224	South Africa
QG37_01689	0.5593	CDC_B11225	South Africa
QG37_01689	0.4228	CDC_B11226	South Africa
QG37_01689	0.4236	CDC_B11227	South Africa
QG37_01689	0.5434	CDC_B11228	South Africa
QG37_01689	0.5241	CDC_B11229	South Africa
QG37_01689	0.6045	CDC_B11230	South Africa
QG37_01689	0.4986	CDC_B11243	Venezuela
QG37_01689	0.4313	CDC_B11244	Venezuela
QG37_01689	0.5364	CDC_B11245	Venezuela
QG37_01689	0.5819	CDC_B11246	Venezuela
QG37_01689	0.4485	CDC_B11247	Venezuela
QG37_01690	0.8451	CDC_B11096	Pakistan
QG37_01690	0.8328	CDC_B11097	Pakistan
QG37_01690	0.9745	CDC_B11098	Pakistan
QG37_01690	0.7046	CDC_B11099	Pakistan
QG37_01690	0.9668	CDC_B11101	Pakistan
QG37_01690	0.8059	CDC_B11102	Pakistan
QG37_01690	1.0234	CDC_B11103	Pakistan
QG37_01690	0.9531	CDC_B11105	Pakistan
QG37_01690	0.8960	CDC_B11112	Pakistan
QG37_01690	0.8226	CDC_B11113	Pakistan
QG37_01690	0.9303	CDC_B11114	Pakistan
QG37_01690	0.9658	CDC_B11115	Pakistan
QG37_01690	0.8031	CDC_B11116	Pakistan
QG37_01690	0.8225	CDC_B11117	Pakistan
QG37_01690	1.1361	CDC_B11118	Pakistan
QG37_01690	0.9538	CDC_B11119	Pakistan
QG37_01690	0.8095	CDC_B11200	India
QG37_01690	0.7621	CDC_B11201	India
QG37_01690	0.9827	CDC_B11205	India
QG37_01690	0.8425	CDC_B11206	India
QG37_01690	0.9446	CDC_B11207	India
QG37_01690	0.8908	CDC_B11208	India
QG37_01690	0.9309	CDC_B11209	India
QG37_01690	0.8054	CDC_B11210	India
QG37_01690	0.9204	CDC_B11212	India
QG37_01690	0.8386	CDC_B11213	India
QG37_01690	0.8455	CDC_B11214	India
QG37_01690	0.9432	CDC_B11215	India
QG37_01690	0.8350	CDC_B11216	India
QG37_01690	1.0136	CDC_B11217	India
QG37_01690	0.7911	CDC_B11218	India
QG37_01690	0.9666	CDC_B11219	India
QG37_01690	0.8115	CDC_B11220	Japan
QG37_01690	1.0278	CDC_B11221	South Africa
QG37_01690	0.7439	CDC_B11222	South Africa
QG37_01690	0.7065	CDC_B11223	South Africa
