GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_03909	35.31	60.93	37.29	37.77	48.10	58.01	57.70	50.64	61.31	53.51	52.96	38.38	63.47	68.42	48.52	56.28	78.34	71.95	60.65	63.74	63.96	65.29	66.34	46.09	63.39	69.15	49.01	62.75	53.82	22.19	50.05	49.64	92.25	62.04	54.56	39.48	53.05	66.78	40.30	71.95	82.30	73.41	48.49	76.10	76.55	85.31	69.72	89.86
QG37_03910	87.00	84.45	58.52	50.00	83.79	89.86	107.15	83.98	82.40	84.57	85.07	87.34	87.86	84.82	83.45	86.76	125.20	115.49	108.79	94.29	111.00	92.36	111.80	73.82	102.62	129.49	76.01	84.76	84.12	28.47	65.76	98.41	117.49	113.34	94.44	76.29	84.96	93.52	71.07	105.97	138.94	98.41	72.44	92.00	99.07	97.77	82.91	108.59
QG37_03911	101.36	117.27	67.97	66.23	90.93	100.67	97.02	88.80	109.92	94.22	85.96	88.09	88.54	83.43	88.36	105.75	128.03	131.53	114.04	96.08	101.01	95.10	123.81	82.06	100.58	122.51	79.83	106.67	91.21	21.16	62.27	99.86	113.35	95.20	99.09	84.77	94.83	97.21	77.84	98.14	116.34	111.29	74.53	76.54	95.34	92.54	89.47	126.34
QG37_03912	98.05	88.92	48.12	36.97	68.40	74.64	68.28	77.33	96.63	68.27	57.72	54.19	70.98	60.03	48.65	75.71	92.62	85.35	98.57	75.51	84.54	84.07	83.83	64.72	71.43	83.14	71.49	74.27	61.09	21.17	27.96	75.03	100.95	94.81	75.58	59.39	63.15	76.07	59.32	80.68	91.22	103.27	65.34	47.49	69.42	59.48	60.28	65.12
QG37_03913	134.20	133.16	77.33	79.44	119.40	110.54	120.34	118.74	129.95	118.56	94.09	104.25	107.93	110.65	96.28	121.01	144.57	154.80	149.14	121.64	120.76	122.36	131.74	111.67	133.85	142.93	96.81	121.58	108.37	28.92	77.34	125.77	136.75	116.15	105.06	96.61	114.36	116.85	98.77	122.40	144.91	133.38	98.84	96.01	113.49	107.78	99.95	140.80
QG37_03914	106.31	85.05	54.12	72.79	88.20	92.63	83.23	97.40	105.55	99.85	67.52	72.07	87.45	81.00	95.17	107.70	103.85	123.16	97.73	80.98	100.48	89.41	100.20	84.94	83.87	100.96	72.50	94.28	79.74	21.44	51.79	91.14	113.07	97.45	82.10	78.53	83.43	83.95	66.39	96.84	112.91	96.30	77.85	88.05	81.19	90.09	74.00	109.04
QG37_03915	97.79	83.68	61.32	61.11	85.42	87.58	81.80	84.70	94.93	79.05	71.04	76.58	84.34	85.87	87.37	106.91	111.36	144.31	108.55	86.85	91.83	91.84	102.57	82.34	104.24	97.97	79.05	93.83	84.09	18.80	51.01	104.24	89.97	90.84	88.96	87.04	86.10	88.43	74.28	97.09	119.42	88.85	76.67	63.82	83.68	85.11	70.15	109.51
QG37_03916	104.72	95.40	57.92	74.63	82.65	104.85	96.76	94.72	109.74	78.96	88.87	80.87	84.31	93.92	91.10	106.73	132.84	137.01	110.48	90.54	104.41	101.72	117.22	87.55	108.70	115.51	81.32	107.63	84.77	24.80	54.96	95.74	92.06	112.47	102.29	69.76	89.46	101.53	88.06	105.94	123.77	91.09	70.01	71.45	80.53	98.32	80.84	108.55
QG37_03917	150.04	140.19	60.89	76.50	132.28	129.10	122.27	105.14	133.08	130.95	124.06	88.49	105.28	122.41	102.30	123.99	153.50	180.46	137.78	106.48	121.72	135.74	131.40	119.92	132.49	150.39	123.65	135.92	99.31	28.54	71.21	128.84	128.32	130.94	106.55	85.57	106.37	126.97	101.33	121.98	165.41	134.51	99.22	94.42	132.93	115.26	114.56	160.60
QG37_03918	124.46	117.78	65.62	67.60	106.35	113.03	111.83	124.09	111.02	95.74	77.42	95.39	95.94	88.66	87.78	107.97	130.34	135.02	120.76	114.04	98.30	115.21	109.00	99.87	118.65	139.65	93.52	113.79	94.97	48.87	79.01	109.68	131.61	113.63	99.78	82.41	102.67	100.39	88.87	115.48	133.92	108.35	78.43	65.55	86.00	92.04	81.46	122.92
QG37_03919	101.20	129.43	65.76	76.60	115.80	115.32	90.50	119.85	136.08	98.68	91.95	110.70	107.63	95.79	113.82	116.36	147.14	128.94	150.28	119.18	100.06	131.57	140.21	108.42	115.93	165.03	92.00	142.91	117.46	24.57	75.51	124.80	154.60	115.88	96.06	80.39	124.95	101.43	107.73	135.07	168.12	126.50	93.23	11.47	21.94	18.09	22.05	30.90
QG37_03920	135.31	125.57	76.04	86.03	116.01	116.91	111.57	108.66	133.38	116.23	88.06	105.89	106.28	111.41	106.03	123.56	144.30	146.58	139.42	131.87	113.89	110.96	140.63	96.51	121.54	158.41	99.69	135.60	98.23	35.39	77.05	132.42	96.10	108.04	97.10	91.56	102.79	98.71	82.40	125.82	141.17	123.04	92.12	64.05	69.52	83.90	83.50	101.26
QG37_03921	136.22	123.26	72.84	67.32	114.25	108.23	110.16	112.58	111.69	95.96	94.35	102.94	117.26	112.15	107.89	128.94	129.44	151.12	130.42	112.52	132.25	113.88	141.55	94.09	112.42	157.54	82.54	120.87	99.79	33.86	65.06	117.60	141.51	110.12	109.76	88.76	98.04	115.05	80.43	115.24	146.33	128.00	91.47	77.35	96.30	91.09	94.60	123.24
QG37_03922	126.94	126.12	70.45	76.18	120.33	114.29	109.18	114.27	121.08	109.57	97.66	84.84	112.46	98.67	99.57	111.18	156.42	160.52	144.76	119.08	113.23	129.26	133.32	117.32	130.57	145.38	104.95	135.40	112.14	24.79	82.48	114.58	127.11	114.01	122.14	87.36	108.47	103.53	94.00	114.43	136.37	119.74	97.27	96.34	110.72	109.28	93.53	142.37
QG37_03923	97.51	104.30	59.05	68.55	89.01	91.36	94.87	95.35	126.56	83.83	89.08	77.14	81.78	79.56	94.58	96.10	111.51	130.02	119.22	105.60	112.87	97.80	104.56	83.94	102.45	115.45	79.54	106.49	81.10	19.03	52.72	81.37	114.56	95.53	89.71	73.31	99.29	106.52	79.69	96.32	115.33	117.30	75.13	71.58	90.07	106.17	86.81	109.99
QG37_03924	116.75	113.17	71.28	72.45	94.97	106.65	109.91	104.92	104.27	92.64	89.56	76.23	81.27	88.19	96.73	107.13	124.23	120.91	117.87	95.21	104.78	111.85	123.92	95.05	111.72	133.45	77.62	100.66	104.92	29.51	79.64	105.68	122.29	95.09	100.00	80.36	94.33	107.79	62.63	97.39	109.61	97.89	92.52	75.54	103.11	99.96	92.16	123.32
QG37_03925	109.25	98.82	58.90	61.11	84.16	95.66	91.33	94.23	107.73	90.23	76.69	66.29	82.80	85.81	77.04	90.31	115.31	120.87	108.72	100.33	97.24	91.63	105.28	88.75	106.45	120.94	78.36	100.31	79.91	25.72	54.56	102.30	110.71	106.32	93.55	74.81	91.53	87.29	70.98	103.48	120.72	92.21	78.32	79.90	84.94	96.32	84.07	115.69
QG37_03926	127.93	134.57	79.07	73.51	112.74	121.80	117.09	122.63	125.52	118.36	90.10	101.75	101.49	107.83	107.41	116.06	144.40	156.80	131.91	124.02	121.93	121.39	130.10	96.33	119.18	147.51	102.99	117.10	113.60	30.13	67.35	124.02	133.32	114.99	101.84	87.80	112.76	111.76	91.32	118.84	144.29	124.27	90.62	87.57	110.37	119.33	86.65	143.51
QG37_03927	139.28	137.58	73.10	72.45	131.08	122.62	128.38	120.89	137.41	127.06	98.59	107.76	105.81	108.78	106.95	120.27	153.85	165.71	138.80	123.87	123.85	126.72	136.74	109.06	126.86	152.82	110.29	147.89	112.91	32.46	86.69	125.09	138.55	123.47	120.51	98.67	119.67	115.64	104.38	125.15	148.62	130.85	104.33	94.38	128.74	124.17	104.72	151.15
QG37_03928	144.89	145.41	83.84	72.10	125.00	119.30	136.76	111.38	129.81	122.14	101.68	119.26	111.67	94.91	114.60	118.61	159.01	144.90	160.92	136.38	114.08	145.80	167.41	104.35	151.36	166.36	112.56	149.20	118.60	36.96	80.21	139.37	105.89	145.14	114.18	84.94	118.30	122.97	99.44	143.08	136.40	157.56	107.59	69.16	94.39	85.56	78.98	125.15
QG37_03929	144.11	159.24	86.11	72.35	130.70	120.75	106.74	132.70	123.14	145.69	112.76	128.10	135.79	117.77	117.08	137.72	160.05	162.83	148.80	138.45	119.70	145.73	137.12	119.23	177.54	164.52	122.84	155.15	133.04	35.08	82.94	133.69	126.89	127.63	135.62	111.24	123.48	126.84	92.96	148.23	155.01	145.05	112.62	73.32	120.46	104.87	88.73	144.50
QG37_03930	129.85	129.04	80.98	67.40	112.08	107.00	126.66	115.11	128.33	120.62	103.08	93.55	105.00	102.09	103.56	138.13	167.15	167.71	163.69	131.90	121.03	137.02	138.19	102.28	130.05	161.76	94.41	144.34	114.40	31.31	85.54	137.19	137.63	114.51	131.16	100.83	111.40	112.73	98.85	131.43	146.71	155.52	101.92	95.92	113.29	111.17	98.55	139.45
