GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_07313	1.2708	1.2795	1.2388	1.2205	1.1461	1.1313	1.0704	1.0356	1.0398	1.0856	1.0820	1.1358	1.1716	1.0562	1.1138	1.0674	1.0826	1.1318	1.1348	1.1874	1.0528	1.0352	1.0207	1.1652	1.0626	1.1356	1.2000	1.2101	1.2753	1.0912	1.0502	1.1396	1.1747	1.0664	1.1630	1.0453	1.1414	1.0200	1.1156	1.0147	1.1751	1.0378	0.9690	1.0919	1.1227	1.0931	1.1647	1.1876
QG37_07314	1.1514	1.1671	1.1983	1.1727	1.1436	1.1416	1.0333	1.1685	1.0391	1.0672	1.2812	1.0986	1.0411	1.0660	0.9892	0.9509	1.0992	1.0779	1.0739	1.1250	1.0594	1.0750	1.0494	0.9739	0.9828	0.9845	1.1527	1.1278	1.0517	1.1018	1.1198	1.0879	1.0536	1.1641	1.0234	1.0331	1.1378	1.0209	1.1620	0.9895	1.1179	1.0543	1.0656	1.0011	1.1770	1.0492	0.9921	1.0896
QG37_07315	1.2571	1.1097	1.1480	0.9970	1.2352	1.1682	1.1959	1.0555	1.1778	1.1934	1.1139	1.1718	1.1846	1.0196	1.1116	0.9894	1.0871	1.1841	1.1516	1.1062	1.0344	1.2089	1.0253	1.1095	1.1564	1.1599	1.2102	1.1218	1.1129	1.1300	1.0842	1.1825	1.1712	1.2228	1.1508	0.9798	1.2412	1.2020	1.0737	1.1406	1.1220	1.2074	1.1484	1.1187	1.1400	1.1317	1.0747	1.2082
QG37_07316	1.1931	1.1371	1.2205	1.0155	1.0643	0.9532	1.0003	1.0777	1.0169	1.2461	1.0632	1.2572	1.1075	1.0046	0.8933	0.9956	1.0331	0.9865	0.9731	1.0686	0.9844	0.9759	1.1208	1.1497	1.1602	1.0853	1.0349	1.1407	1.0563	1.0900	1.2752	1.0657	1.0882	1.1001	1.0536	0.8801	1.0777	1.0804	0.9813	1.0171	1.0843	1.0859	1.0401	1.0383	1.0845	1.1848	1.0669	1.1421
QG37_07317	1.0315	1.0841	1.0862	1.0511	0.9750	1.0063	1.0187	0.9889	0.9625	0.9418	1.0305	0.9619	1.0749	0.9754	1.0061	1.0945	0.9424	0.9843	0.9460	1.0648	1.0057	1.0064	0.9344	1.0019	1.0051	0.9996	0.9757	1.0438	0.9758	0.9533	0.8765	0.9686	1.1274	0.9656	0.9593	1.0463	1.0081	0.9875	1.0778	0.9631	1.0426	0.9532	0.9396	1.0056	1.0916	1.0251	0.9649	1.0701
QG37_07318	1.1092	0.9990	0.9847	0.8177	0.9580	0.8986	0.9648	0.9119	0.9285	0.8658	0.8688	0.8493	0.9476	0.8251	0.9158	0.8549	0.8294	0.8732	0.9359	0.8837	0.8101	0.9823	0.9332	0.8891	0.8851	0.9120	0.9501	0.8564	1.0439	0.7733	0.8879	0.9314	1.0511	0.8034	0.9100	0.9185	0.9344	0.8967	0.8667	0.8986	0.8916	0.8187	0.8288	0.8001	0.9722	0.8863	0.9754	0.9142
QG37_07319	0.1819	0.5495	0.5783	0.3953	0.4656	0.5596	0.5726	0.5707	0.5558	0.5439	0.6331	0.5857	0.5589	0.4599	0.5077	0.5288	0.5837	0.4367	0.5483	0.5215	0.5094	0.5331	0.5297	0.4941	0.4760	0.6206	0.4980	0.5186	0.4843	0.4795	0.4656	0.5407	0.8411	0.5148	0.5794	0.5169	0.5505	0.5597	0.4598	0.6308	0.5064	0.5757	0.4923	0.5928	0.6513	0.4746	0.5950	0.5702
QG37_07320	0.7314	0.9272	0.8326	0.8446	0.8014	0.9996	0.7772	0.8924	0.8204	0.8408	0.8403	0.8563	0.7639	0.9160	0.8317	0.8345	0.7380	0.7297	0.7996	0.8035	0.6427	0.8379	0.7858	0.9104	0.8616	0.7819	0.9496	0.8204	0.7427	0.7481	0.7712	0.6916	1.1027	0.8900	0.9637	0.8418	0.9215	0.9814	0.6686	0.8536	0.7568	0.7076	0.6591	0.7089	0.6217	0.8726	0.6893	0.7204
QG37_07321	1.1147	1.0225	1.0452	1.0110	1.0046	0.9787	1.0151	1.0079	1.0485	1.0355	1.0512	1.0693	1.0438	0.9393	1.0405	0.9930	0.9787	1.0151	1.0054	1.0263	0.9704	0.9781	1.0363	0.9764	1.0052	0.9988	0.9452	1.0089	1.0034	0.8878	1.0266	1.0425	1.0389	0.9983	0.9276	1.0800	0.9686	1.0086	1.1439	1.0071	0.9952	0.9746	1.1038	1.0227	0.9626	1.0382	0.9783	0.9962
QG37_07322	1.1528	1.0912	1.1058	1.0059	1.0800	1.1201	1.0006	1.1485	1.0979	1.0871	1.0691	1.3020	1.0670	1.1007	1.0447	1.0657	1.0463	1.0278	1.0773	1.2271	1.1468	1.0289	1.0672	1.1120	1.0961	1.1555	1.1024	1.1019	1.1732	0.8354	1.0696	1.0282	1.1205	0.9689	1.0553	1.1209	1.0542	0.9812	1.0162	1.0851	1.0985	1.1063	0.9539	1.0425	1.0269	1.1073	1.0404	1.0441
QG37_07323	0.9358	0.9790	0.9544	0.8243	0.8990	1.0426	1.0221	0.8998	0.9831	1.0216	1.0128	0.9093	0.9178	0.8862	0.8479	0.9547	0.9419	0.7831	0.8730	0.9386	0.9239	1.0611	0.9538	0.8843	0.9781	0.9786	1.0714	0.9272	0.9812	1.0406	1.1668	0.9841	0.9619	1.0172	0.8226	0.8117	0.8983	0.8180	1.0492	0.8254	0.7845	0.9703	0.9425	0.7443	0.9337	1.0368	0.9636	0.6932
QG37_07324	0.9561	0.5676	0.5266	0.3854	0.5574	0.6306	0.4998	0.6467	0.6220	0.6130	0.5783	0.6243	0.5101	0.4907	0.5287	0.6437	0.5107	0.5293	0.5308	0.5892	0.5187	0.6167	0.5205	0.5134	0.6935	0.5355	0.6198	0.6552	0.5443	0.5214	0.4901	0.5289	0.5749	0.7415	0.6034	0.5858	0.6346	0.6569	0.5197	0.6150	0.5954	0.7200	0.7775	0.5432	0.6331	0.6144	0.5342	0.6867
QG37_07325	1.1610	1.1783	1.0855	0.9931	1.1201	1.1011	1.0544	1.1143	1.0467	1.2179	1.1300	1.2282	1.1249	0.9747	1.0990	1.0088	1.0326	1.0657	1.0822	1.0982	1.0673	1.0489	1.0385	1.0868	1.1345	1.1500	1.0581	1.1313	1.1639	1.1343	0.9654	1.0495	1.1406	1.0803	0.9880	0.9728	1.0927	1.0563	1.1376	1.0414	1.1084	1.0423	1.0952	1.0063	1.0324	1.1088	1.0150	1.0618
QG37_07326	1.1039	1.0250	0.9253	0.9119	0.9796	1.0581	0.9101	0.8825	0.8835	0.9851	0.9874	0.9606	0.9098	0.8764	0.9399	0.9340	0.8146	0.8268	0.8758	0.9843	0.9106	0.8140	0.9651	0.9310	1.0400	0.9878	0.9911	1.0433	1.0282	0.9057	0.8980	0.7892	0.9265	0.8589	0.8412	0.8358	0.8966	0.8941	0.9545	0.7995	1.0514	0.9246	1.0104	0.9302	0.9259	0.9522	0.9239	0.8860
QG37_07327	0.6498	0.3474	0.4788	0.3817	0.4801	0.5305	0.4321	0.4732	0.4294	0.4832	0.4153	0.4566	0.4504	0.4419	0.4057	0.4368	0.4671	0.3834	0.3915	0.3683	0.3824	0.4398	0.4297	0.3278	0.4071	0.5081	0.3822	0.4839	0.4162	0.5571	0.4077	0.4064	0.3666	0.4463	0.4053	0.4521	0.4298	0.4013	0.4838	0.3808	0.4653	0.3865	0.3941	0.3577	0.5191	0.5044	0.5718	0.5886
QG37_07328	0.9224	1.0240	1.0602	1.0738	1.0025	1.1258	1.0217	1.0188	1.0859	1.1713	1.0647	0.9986	1.0543	1.0442	0.9310	0.9884	1.0663	1.0157	0.8802	1.0004	1.0020	0.9718	1.0635	1.0379	1.0836	1.0256	0.8810	1.0084	1.0077	0.9521	0.9018	1.0199	0.9487	1.0752	0.9237	1.0730	1.0727	0.9552	0.9598	1.0147	1.0796	0.9059	0.9194	0.8911	1.0856	1.0847	0.9761	1.0881
QG37_07329	1.2011	1.1789	1.1257	0.9922	1.1322	1.1093	1.1757	1.1960	1.1133	1.2121	1.2255	1.1562	1.2651	1.0616	1.0246	1.1022	1.1327	1.0290	1.1090	1.0996	1.0929	1.1263	1.0226	1.1057	1.1453	1.1673	1.1866	1.2065	1.1099	1.0061	1.0070	1.1265	1.1175	1.1444	1.0956	1.1803	1.0896	1.0327	1.0889	1.0993	1.0956	1.1732	1.0666	1.0334	1.1556	1.1125	1.1748	1.1102
QG37_07330	1.2106	1.1542	1.0304	1.1050	1.0486	1.0764	1.0840	1.0914	1.0514	1.0507	1.0631	1.0075	1.1001	0.9225	1.1082	1.0020	1.0863	0.9891	1.0802	1.0593	1.0611	1.0845	1.0413	1.0406	1.0621	1.1092	1.0658	1.0662	1.0097	1.1582	0.9733	1.0308	1.0951	1.0387	1.0526	1.0805	0.9964	0.9509	0.9381	1.0304	1.1156	1.0372	0.9580	1.0413	1.1032	0.9840	1.0285	1.0070
QG37_07331	1.2545	1.1123	1.2705	1.1123	1.0716	1.2199	1.1576	1.1235	1.1412	1.2274	1.1027	1.0961	1.1148	1.0820	1.1423	1.1503	1.1637	1.0197	1.0738	1.1698	1.0408	1.1239	1.0985	0.9494	0.9994	1.0125	1.0974	1.1478	1.0980	1.0855	1.1104	1.1294	1.0322	1.0474	1.1007	1.1313	1.1012	1.0600	1.0820	1.1054	1.1936	1.1420	0.9671	1.1218	1.1955	0.9843	1.2078	1.0217
QG37_07332	1.1682	1.1056	1.1447	1.0577	1.1860	1.1698	1.1257	1.0824	1.1341	1.1961	1.1417	1.1353	1.1820	0.9887	1.0713	1.0740	1.0947	1.0382	1.0036	1.1730	1.0612	1.0893	1.0235	1.0861	1.0496	1.1368	1.0350	1.1687	1.1794	1.0303	1.0055	1.0738	1.0836	1.1051	1.0761	1.0487	1.1176	1.0009	1.0961	1.0266	1.1363	1.1576	0.9953	1.1045	1.0354	1.0117	1.0029	0.9822
