GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_01480	17.30	61.38	27.16	33.70	37.33	65.22	49.70	53.83	41.49	55.09	35.69	43.25	43.37	45.18	49.28	44.75	62.54	65.85	47.94	53.68	53.36	53.54	46.20	39.92	48.08	53.44	34.64	57.06	42.31	18.26	34.54	54.57	50.03	57.72	62.90	41.09	52.14	52.16	38.28	51.84	44.70	58.15	30.28	36.62	52.81	38.48	48.19	73.87
QG37_01481	94.81	86.52	46.31	60.42	75.47	74.93	91.90	97.57	79.39	79.77	58.19	68.70	71.71	75.82	69.71	93.82	109.62	112.71	92.96	87.12	97.71	84.62	91.19	72.02	94.31	99.98	73.98	80.32	63.84	20.54	53.20	82.83	84.41	87.21	72.99	56.93	82.12	78.74	73.95	86.14	101.45	85.69	66.06	57.09	75.88	82.06	65.81	117.85
QG37_01482	122.94	127.07	69.66	88.76	113.63	114.65	103.22	119.65	121.79	108.28	81.87	98.60	98.39	97.48	111.81	110.64	141.44	154.62	127.45	116.74	118.72	114.28	127.14	94.67	123.27	145.28	93.47	108.88	106.21	32.05	66.54	126.40	115.92	113.20	108.93	103.36	105.35	110.10	84.77	108.64	139.88	134.69	96.46	103.33	115.80	113.93	107.94	132.27
QG37_01483	116.46	114.83	66.10	71.74	117.18	106.05	104.55	118.20	122.66	99.27	89.60	89.57	90.86	100.46	102.41	113.13	137.95	128.58	129.90	109.71	124.24	124.83	132.39	96.54	117.75	131.89	85.34	122.34	92.63	26.01	70.32	105.64	107.63	94.90	101.24	84.05	87.04	91.20	86.93	108.25	113.50	116.77	105.63	86.19	121.15	115.66	111.37	128.44
QG37_01484	103.02	99.61	60.71	67.24	93.10	90.33	100.24	103.24	101.59	94.67	83.42	83.27	80.56	94.19	86.31	98.54	102.52	146.59	123.34	102.39	100.80	92.68	119.38	88.79	98.40	117.44	79.69	97.49	77.17	26.63	54.42	93.05	114.50	105.21	97.14	80.21	97.69	94.57	77.85	95.15	118.08	92.51	83.56	80.68	92.59	105.00	82.34	112.98
QG37_01485	133.39	120.46	74.04	67.82	122.69	110.22	113.56	120.47	133.80	110.24	100.08	100.61	98.46	104.87	105.98	113.91	128.79	149.70	141.75	126.49	117.45	132.60	115.24	111.93	139.23	132.24	102.80	111.09	115.50	23.91	67.94	123.88	129.50	97.86	95.87	86.14	100.62	106.46	100.07	107.28	122.97	121.19	92.52	87.80	118.49	125.81	108.52	153.26
QG37_01486	134.05	145.07	88.53	66.51	131.42	121.89	122.79	128.05	144.69	115.37	119.09	113.13	109.52	120.37	97.08	127.71	147.48	162.88	155.39	139.29	137.65	149.74	135.55	126.54	161.33	146.22	104.65	132.08	132.74	26.66	67.19	127.40	160.30	132.01	122.77	89.22	103.42	108.49	107.05	132.41	134.71	121.84	101.47	95.07	136.07	140.90	121.50	171.17
QG37_01487	136.58	131.14	75.44	76.57	121.75	131.81	112.25	125.09	141.15	112.58	96.12	102.52	98.71	112.36	115.99	123.40	150.41	162.29	149.68	127.57	131.71	147.83	135.66	108.66	136.07	154.46	105.29	135.72	109.90	32.78	78.08	130.08	136.67	132.51	124.70	106.79	110.63	111.63	97.20	130.74	158.51	139.24	106.55	101.09	121.68	127.04	106.70	155.97
QG37_01488	110.20	123.05	64.37	74.87	107.84	91.71	100.57	124.19	134.55	99.35	89.55	93.72	102.71	115.52	106.09	98.93	139.41	144.53	117.66	123.82	105.76	109.79	134.73	90.90	120.70	137.41	97.63	138.94	84.79	28.08	58.83	108.21	121.57	102.15	113.57	87.83	98.50	103.96	105.58	123.60	146.03	109.07	84.04	87.57	114.99	126.89	109.26	137.01
QG37_01489	108.67	115.35	54.25	59.36	96.94	90.08	102.99	101.05	102.01	96.59	73.11	90.84	87.30	104.54	86.05	102.87	138.99	130.24	120.29	101.17	108.84	108.75	123.03	100.19	106.29	118.24	97.20	119.46	88.09	25.17	59.57	97.84	114.10	94.68	93.57	77.19	78.39	95.01	86.68	111.85	110.95	104.76	84.89	80.94	98.49	115.44	86.76	131.77
