GENE	COVERAGE	STRAIN	GROUP
QG37_04907	0.4041	CDC_B11096	Pakistan
QG37_04907	0.5235	CDC_B11097	Pakistan
QG37_04907	0.5065	CDC_B11098	Pakistan
QG37_04907	0.6445	CDC_B11099	Pakistan
QG37_04907	0.5505	CDC_B11101	Pakistan
QG37_04907	0.6112	CDC_B11102	Pakistan
QG37_04907	0.4725	CDC_B11103	Pakistan
QG37_04907	0.5882	CDC_B11105	Pakistan
QG37_04907	0.5467	CDC_B11112	Pakistan
QG37_04907	0.5382	CDC_B11113	Pakistan
QG37_04907	0.4216	CDC_B11114	Pakistan
QG37_04907	0.4639	CDC_B11115	Pakistan
QG37_04907	0.4979	CDC_B11116	Pakistan
QG37_04907	0.5422	CDC_B11117	Pakistan
QG37_04907	0.5369	CDC_B11118	Pakistan
QG37_04907	0.5283	CDC_B11119	Pakistan
QG37_04907	0.5348	CDC_B11200	India
QG37_04907	0.6715	CDC_B11201	India
QG37_04907	0.6493	CDC_B11205	India
QG37_04907	0.5111	CDC_B11206	India
QG37_04907	0.5427	CDC_B11207	India
QG37_04907	0.6170	CDC_B11208	India
QG37_04907	0.6578	CDC_B11209	India
QG37_04907	0.7316	CDC_B11210	India
QG37_04907	0.5404	CDC_B11212	India
QG37_04907	0.4438	CDC_B11213	India
QG37_04907	0.5698	CDC_B11214	India
QG37_04907	0.4984	CDC_B11215	India
QG37_04907	0.4369	CDC_B11216	India
QG37_04907	0.5020	CDC_B11217	India
QG37_04907	0.6662	CDC_B11218	India
QG37_04907	0.5228	CDC_B11219	India
QG37_04907	0.5857	CDC_B11220	Japan
QG37_04907	0.6388	CDC_B11221	South Africa
QG37_04907	0.5899	CDC_B11222	South Africa
QG37_04907	0.6462	CDC_B11223	South Africa
QG37_04907	0.6274	CDC_B11224	South Africa
QG37_04907	0.5587	CDC_B11225	South Africa
QG37_04907	0.6617	CDC_B11226	South Africa
QG37_04907	0.6286	CDC_B11227	South Africa
QG37_04907	0.6038	CDC_B11228	South Africa
QG37_04907	0.5393	CDC_B11229	South Africa
QG37_04907	0.5805	CDC_B11230	South Africa
QG37_04907	0.5569	CDC_B11243	Venezuela
QG37_04907	0.6424	CDC_B11244	Venezuela
QG37_04907	0.5528	CDC_B11245	Venezuela
QG37_04907	0.5788	CDC_B11246	Venezuela
QG37_04907	0.6750	CDC_B11247	Venezuela
QG37_04908	0.8035	CDC_B11096	Pakistan
QG37_04908	0.8290	CDC_B11097	Pakistan
QG37_04908	0.7050	CDC_B11098	Pakistan
QG37_04908	0.7922	CDC_B11099	Pakistan
QG37_04908	0.6448	CDC_B11101	Pakistan
QG37_04908	0.7713	CDC_B11102	Pakistan
QG37_04908	0.7615	CDC_B11103	Pakistan
QG37_04908	0.8284	CDC_B11105	Pakistan
QG37_04908	0.7865	CDC_B11112	Pakistan
QG37_04908	0.7126	CDC_B11113	Pakistan
QG37_04908	0.8332	CDC_B11114	Pakistan
QG37_04908	0.7303	CDC_B11115	Pakistan
QG37_04908	0.8189	CDC_B11116	Pakistan
QG37_04908	0.8178	CDC_B11117	Pakistan
QG37_04908	0.8245	CDC_B11118	Pakistan
QG37_04908	0.8492	CDC_B11119	Pakistan
QG37_04908	0.8046	CDC_B11200	India
QG37_04908	0.7885	CDC_B11201	India
QG37_04908	0.8994	CDC_B11205	India
QG37_04908	0.7370	CDC_B11206	India
QG37_04908	0.7828	CDC_B11207	India
QG37_04908	0.8804	CDC_B11208	India
QG37_04908	0.7823	CDC_B11209	India
QG37_04908	0.8130	CDC_B11210	India
QG37_04908	0.7635	CDC_B11212	India
QG37_04908	0.7028	CDC_B11213	India
QG37_04908	0.7452	CDC_B11214	India
QG37_04908	0.7059	CDC_B11215	India
QG37_04908	0.7192	CDC_B11216	India
QG37_04908	0.7281	CDC_B11217	India
QG37_04908	0.7545	CDC_B11218	India
QG37_04908	0.7497	CDC_B11219	India
QG37_04908	0.9094	CDC_B11220	Japan
QG37_04908	0.8266	CDC_B11221	South Africa
QG37_04908	0.9225	CDC_B11222	South Africa
QG37_04908	0.8037	CDC_B11223	South Africa
QG37_04908	0.7624	CDC_B11224	South Africa
QG37_04908	0.8176	CDC_B11225	South Africa
QG37_04908	0.7933	CDC_B11226	South Africa
QG37_04908	0.7476	CDC_B11227	South Africa
QG37_04908	0.7609	CDC_B11228	South Africa
QG37_04908	0.6709	CDC_B11229	South Africa
QG37_04908	0.7401	CDC_B11230	South Africa
QG37_04908	0.9088	CDC_B11243	Venezuela
QG37_04908	0.8178	CDC_B11244	Venezuela
QG37_04908	0.8412	CDC_B11245	Venezuela
QG37_04908	0.9767	CDC_B11246	Venezuela
QG37_04908	1.0124	CDC_B11247	Venezuela
QG37_04909	0.7354	CDC_B11096	Pakistan
QG37_04909	0.7171	CDC_B11097	Pakistan
QG37_04909	0.6934	CDC_B11098	Pakistan
QG37_04909	0.8107	CDC_B11099	Pakistan
QG37_04909	0.7285	CDC_B11101	Pakistan
QG37_04909	0.8237	CDC_B11102	Pakistan
QG37_04909	0.7437	CDC_B11103	Pakistan
QG37_04909	0.7659	CDC_B11105	Pakistan
QG37_04909	0.7933	CDC_B11112	Pakistan
QG37_04909	0.8240	CDC_B11113	Pakistan
QG37_04909	0.8851	CDC_B11114	Pakistan
QG37_04909	0.7010	CDC_B11115	Pakistan
QG37_04909	0.8122	CDC_B11116	Pakistan
QG37_04909	0.8757	CDC_B11117	Pakistan
QG37_04909	0.8121	CDC_B11118	Pakistan
QG37_04909	0.9369	CDC_B11119	Pakistan
QG37_04909	0.7179	CDC_B11200	India
QG37_04909	0.8185	CDC_B11201	India
QG37_04909	0.9109	CDC_B11205	India
QG37_04909	0.6923	CDC_B11206	India
QG37_04909	0.8526	CDC_B11207	India
QG37_04909	0.9251	CDC_B11208	India
QG37_04909	0.8130	CDC_B11209	India
QG37_04909	0.9022	CDC_B11210	India
QG37_04909	0.8400	CDC_B11212	India
