GENE	COVERAGE	STRAIN	GROUP
QG37_07879	0.6215	CDC_B11096	Pakistan
QG37_07879	0.6904	CDC_B11097	Pakistan
QG37_07879	0.7260	CDC_B11098	Pakistan
QG37_07879	0.6100	CDC_B11099	Pakistan
QG37_07879	0.5921	CDC_B11101	Pakistan
QG37_07879	0.6252	CDC_B11102	Pakistan
QG37_07879	0.5987	CDC_B11103	Pakistan
QG37_07879	0.7616	CDC_B11105	Pakistan
QG37_07879	0.6196	CDC_B11112	Pakistan
QG37_07879	0.6249	CDC_B11113	Pakistan
QG37_07879	0.7107	CDC_B11114	Pakistan
QG37_07879	0.6691	CDC_B11115	Pakistan
QG37_07879	0.5822	CDC_B11116	Pakistan
QG37_07879	0.6047	CDC_B11117	Pakistan
QG37_07879	0.5673	CDC_B11118	Pakistan
QG37_07879	0.6339	CDC_B11119	Pakistan
QG37_07879	0.6813	CDC_B11200	India
QG37_07879	0.5438	CDC_B11201	India
QG37_07879	0.7549	CDC_B11205	India
QG37_07879	0.5886	CDC_B11206	India
QG37_07879	0.6876	CDC_B11207	India
QG37_07879	0.7370	CDC_B11208	India
QG37_07879	0.6733	CDC_B11209	India
QG37_07879	0.5933	CDC_B11210	India
QG37_07879	0.6865	CDC_B11212	India
QG37_07879	0.6830	CDC_B11213	India
QG37_07879	0.6720	CDC_B11214	India
QG37_07879	0.7492	CDC_B11215	India
QG37_07879	0.7948	CDC_B11216	India
QG37_07879	0.7005	CDC_B11217	India
QG37_07879	0.6361	CDC_B11218	India
QG37_07879	0.7131	CDC_B11219	India
QG37_07879	0.6357	CDC_B11220	Japan
QG37_07879	0.6524	CDC_B11221	South Africa
QG37_07879	0.7481	CDC_B11222	South Africa
QG37_07879	0.7011	CDC_B11223	South Africa
QG37_07879	0.7150	CDC_B11224	South Africa
QG37_07879	0.5851	CDC_B11225	South Africa
QG37_07879	0.6030	CDC_B11226	South Africa
QG37_07879	0.6250	CDC_B11227	South Africa
QG37_07879	0.6487	CDC_B11228	South Africa
QG37_07879	0.6266	CDC_B11229	South Africa
QG37_07879	0.6717	CDC_B11230	South Africa
QG37_07879	0.5191	CDC_B11243	Venezuela
QG37_07879	0.5094	CDC_B11244	Venezuela
QG37_07879	0.4485	CDC_B11245	Venezuela
QG37_07879	0.4508	CDC_B11246	Venezuela
QG37_07879	0.4541	CDC_B11247	Venezuela
QG37_07880	0.8286	CDC_B11096	Pakistan
QG37_07880	0.7511	CDC_B11097	Pakistan
QG37_07880	0.8186	CDC_B11098	Pakistan
QG37_07880	0.7914	CDC_B11099	Pakistan
QG37_07880	0.8515	CDC_B11101	Pakistan
QG37_07880	0.8138	CDC_B11102	Pakistan
QG37_07880	0.8005	CDC_B11103	Pakistan
QG37_07880	0.8846	CDC_B11105	Pakistan
QG37_07880	0.7738	CDC_B11112	Pakistan
QG37_07880	0.7710	CDC_B11113	Pakistan
QG37_07880	0.8034	CDC_B11114	Pakistan
QG37_07880	0.7877	CDC_B11115	Pakistan
QG37_07880	0.7655	CDC_B11116	Pakistan
QG37_07880	0.8836	CDC_B11117	Pakistan
QG37_07880	0.8499	CDC_B11118	Pakistan
QG37_07880	0.8800	CDC_B11119	Pakistan
QG37_07880	0.7898	CDC_B11200	India
QG37_07880	0.8222	CDC_B11201	India
QG37_07880	0.8567	CDC_B11205	India
QG37_07880	0.8295	CDC_B11206	India
QG37_07880	0.9061	CDC_B11207	India
QG37_07880	0.8372	CDC_B11208	India
QG37_07880	0.8476	CDC_B11209	India
QG37_07880	0.7870	CDC_B11210	India
QG37_07880	0.8864	CDC_B11212	India
QG37_07880	0.8392	CDC_B11213	India
QG37_07880	0.8413	CDC_B11214	India
QG37_07880	0.8157	CDC_B11215	India
QG37_07880	0.7374	CDC_B11216	India
QG37_07880	0.6499	CDC_B11217	India
QG37_07880	0.7999	CDC_B11218	India
QG37_07880	0.8049	CDC_B11219	India
QG37_07880	0.8295	CDC_B11220	Japan
QG37_07880	0.7567	CDC_B11221	South Africa
QG37_07880	0.8289	CDC_B11222	South Africa
QG37_07880	0.8545	CDC_B11223	South Africa
QG37_07880	0.7316	CDC_B11224	South Africa
QG37_07880	0.8203	CDC_B11225	South Africa
QG37_07880	0.9252	CDC_B11226	South Africa
QG37_07880	0.8611	CDC_B11227	South Africa
QG37_07880	0.9371	CDC_B11228	South Africa
QG37_07880	0.8184	CDC_B11229	South Africa
QG37_07880	0.8299	CDC_B11230	South Africa
QG37_07880	0.8899	CDC_B11243	Venezuela
QG37_07880	0.8469	CDC_B11244	Venezuela
QG37_07880	0.8671	CDC_B11245	Venezuela
QG37_07880	0.8682	CDC_B11246	Venezuela
QG37_07880	0.8510	CDC_B11247	Venezuela
QG37_07881	0.8811	CDC_B11096	Pakistan
QG37_07881	0.8471	CDC_B11097	Pakistan
QG37_07881	0.7867	CDC_B11098	Pakistan
QG37_07881	0.9022	CDC_B11099	Pakistan
QG37_07881	0.8933	CDC_B11101	Pakistan
QG37_07881	0.8543	CDC_B11102	Pakistan
QG37_07881	0.9110	CDC_B11103	Pakistan
QG37_07881	0.9058	CDC_B11105	Pakistan
