GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_04336	126.28	145.90	74.55	82.35	126.05	111.44	121.96	118.57	136.19	118.92	111.36	103.82	107.38	102.72	123.10	147.85	149.56	174.46	166.06	125.20	133.80	143.64	155.24	116.28	135.62	150.29	128.59	139.08	120.37	39.33	74.41	131.06	106.38	179.38	158.84	123.36	158.16	156.92	121.47	195.37	217.04	174.21	123.19	381.93	514.10	558.56	445.34	735.36
QG37_04337	117.36	140.13	77.59	81.20	134.03	123.53	114.06	128.66	186.93	129.66	112.29	107.38	90.49	121.43	118.20	126.65	137.76	177.46	149.03	135.88	129.94	149.92	156.30	116.48	144.19	178.72	129.33	164.16	114.31	50.15	77.89	142.51	34.41	352.03	330.31	285.17	277.16	328.85	275.56	323.39	361.45	312.52	232.50	349.20	442.05	486.70	350.31	649.81
QG37_04338	125.42	114.54	75.99	70.11	131.50	125.90	103.24	141.23	127.91	105.04	108.85	97.54	84.74	123.54	103.53	118.44	140.62	155.77	123.85	137.08	132.83	121.54	131.18	106.45	130.96	154.57	102.67	148.85	110.37	22.54	73.59	143.15	31.84	73.12	72.04	62.64	74.20	74.76	58.86	80.78	99.94	79.86	66.02	231.58	287.65	317.80	243.10	442.26
QG37_04339	116.64	130.64	74.12	75.32	126.18	125.64	98.35	96.99	126.86	95.57	91.45	100.71	94.95	107.17	97.53	118.66	147.53	158.21	152.58	113.57	131.30	131.19	139.25	129.15	127.39	178.57	113.44	131.58	118.15	25.32	68.24	134.11	38.74	98.47	89.97	84.00	89.20	0.61	79.99	97.53	111.32	112.52	74.95	73.55	101.55	95.01	83.28	115.39
QG37_04342	128.38	145.08	68.00	73.10	124.88	116.76	109.28	113.84	140.21	105.28	95.14	109.52	106.03	108.36	118.09	122.68	147.38	159.53	141.92	116.25	125.77	131.34	149.33	105.64	132.10	155.06	111.97	138.40	113.74	32.53	76.95	134.18	0.44	127.72	114.32	93.21	116.36	115.28	99.14	120.25	149.53	133.61	97.82	95.24	125.34	125.75	110.84	143.21
QG37_04343	99.55	122.35	67.59	73.27	110.76	104.69	90.58	105.83	107.79	98.48	88.59	95.12	85.22	101.99	101.98	117.93	115.65	143.88	125.47	125.13	102.27	112.98	124.42	85.73	111.26	123.09	97.11	119.02	95.15	31.20	65.79	127.82	0.00	99.57	107.26	91.95	115.12	111.01	85.36	107.81	129.37	117.60	93.75	97.71	112.21	107.23	104.14	132.98
QG37_04344	106.16	102.90	63.51	65.05	100.05	97.93	97.94	94.60	105.36	91.99	67.05	81.28	82.26	93.50	95.51	109.37	131.05	141.39	126.55	102.21	104.15	118.37	118.34	106.65	100.09	120.46	91.66	126.41	90.00	26.66	66.01	107.03	1.13	104.86	100.37	88.81	101.11	103.09	80.65	109.44	124.65	112.01	92.46	86.60	109.20	105.44	92.12	133.95
QG37_04345	100.68	58.22	36.69	31.45	44.07	54.23	57.62	59.70	63.53	56.76	35.10	49.93	46.01	58.54	42.24	60.48	70.02	65.48	70.47	54.08	57.38	65.98	51.08	51.55	60.61	64.28	54.07	61.92	53.07	10.44	30.53	67.96	2.82	50.97	49.87	44.39	48.22	55.85	39.06	67.90	72.99	69.83	43.39	66.13	83.74	88.24	90.04	112.01
QG37_04346	107.69	114.80	67.48	62.73	106.85	94.82	94.13	107.42	117.62	91.86	76.21	90.37	89.38	108.50	96.64	109.31	134.43	139.38	126.94	95.60	107.95	117.93	120.93	94.23	113.76	124.78	87.76	124.71	93.74	22.49	68.05	113.57	0.19	106.03	101.83	80.60	102.02	117.60	89.65	117.92	128.76	114.25	87.34	91.38	114.86	111.20	94.95	158.15
QG37_04347	107.79	108.37	69.31	74.33	116.26	101.93	100.18	104.23	113.00	94.05	74.90	86.88	88.48	95.04	104.13	112.75	118.42	134.35	126.36	103.38	113.68	107.00	111.57	106.85	106.43	124.23	94.55	100.12	95.19	24.46	64.13	106.84	1.60	112.67	105.40	79.45	95.82	109.98	79.29	119.43	122.55	117.03	87.68	82.83	103.80	106.86	81.61	120.45
QG37_04348	90.04	97.87	50.87	63.35	99.52	128.15	104.53	81.31	122.09	84.33	66.41	86.38	100.56	102.58	85.81	125.36	104.90	118.32	114.07	87.49	116.23	117.56	117.80	91.48	114.98	113.52	94.02	120.38	74.58	21.69	80.58	110.06	1.97	117.17	99.45	80.08	99.42	106.80	89.66	114.56	136.31	112.68	105.17	72.21	112.25	96.71	94.27	124.76
QG37_04349	92.76	102.51	45.24	66.85	87.86	86.25	73.58	98.70	109.66	85.80	66.08	72.57	73.21	94.56	78.24	89.82	112.77	87.91	83.84	79.53	86.39	104.09	91.79	90.99	97.56	99.74	67.43	93.10	64.20	25.40	54.13	98.64	0.36	95.11	97.91	75.52	93.72	86.86	95.07	106.27	118.95	95.70	63.29	79.96	87.33	89.01	81.74	120.82
QG37_04350	103.34	106.23	60.42	59.24	83.87	78.29	79.10	86.92	105.58	81.88	65.41	73.27	70.35	94.69	85.99	92.50	106.22	101.81	89.79	87.85	86.42	95.22	99.71	86.12	105.31	104.15	66.41	93.06	66.51	18.62	59.93	100.92	0.66	106.33	86.09	70.61	92.08	80.66	82.72	95.22	113.10	89.08	77.91	76.37	88.03	97.73	81.57	111.35
QG37_04351	67.14	76.61	53.79	43.93	76.18	68.56	67.98	73.03	84.81	75.13	49.01	57.23	69.49	66.28	71.18	81.30	80.17	98.80	98.05	67.96	96.63	85.09	88.25	75.38	77.61	76.86	66.67	84.30	56.95	15.23	51.52	67.61	0.08	76.31	68.19	63.94	63.06	67.14	67.42	86.02	92.84	65.83	63.54	51.87	76.53	72.81	58.27	89.32
QG37_04352	88.53	80.65	54.57	46.58	85.83	73.65	85.43	73.04	77.39	67.32	66.54	58.21	70.31	64.83	84.16	96.95	86.34	121.39	116.68	74.32	93.67	95.06	91.34	84.79	92.00	81.87	74.36	70.96	82.91	17.34	54.91	77.82	0.67	81.10	77.94	56.74	74.29	71.75	64.22	88.99	102.30	87.01	74.61	74.00	83.40	99.55	82.05	109.50
QG37_04353	75.36	85.19	51.38	51.09	68.00	79.14	82.45	92.12	95.53	60.53	58.45	75.73	82.31	81.07	88.01	96.37	103.25	113.76	118.81	85.78	108.22	97.46	104.50	83.41	104.85	111.12	75.96	90.87	80.32	24.64	75.18	97.41	0.00	82.40	83.90	82.90	73.82	94.63	73.61	100.03	98.02	90.09	77.68	80.77	85.89	86.68	71.66	93.93
