GENE	COVERAGE	STRAIN	GROUP
QG37_03498	0.1029	CDC_B11096	Pakistan
QG37_03498	0.0635	CDC_B11097	Pakistan
QG37_03498	0.0266	CDC_B11098	Pakistan
QG37_03498	0.0373	CDC_B11099	Pakistan
QG37_03498	0.0680	CDC_B11101	Pakistan
QG37_03498	0.0828	CDC_B11102	Pakistan
QG37_03498	0.0111	CDC_B11103	Pakistan
QG37_03498	0.0332	CDC_B11105	Pakistan
QG37_03498	0.1445	CDC_B11112	Pakistan
QG37_03498	0.0827	CDC_B11113	Pakistan
QG37_03498	0.0760	CDC_B11114	Pakistan
QG37_03498	0.0253	CDC_B11115	Pakistan
QG37_03498	0.0243	CDC_B11116	Pakistan
QG37_03498	0.0845	CDC_B11117	Pakistan
QG37_03498	0.0175	CDC_B11118	Pakistan
QG37_03498	0.0201	CDC_B11119	Pakistan
QG37_03498	0.0564	CDC_B11200	India
QG37_03498	0.0218	CDC_B11201	India
QG37_03498	0.0368	CDC_B11205	India
QG37_03498	0.0498	CDC_B11206	India
QG37_03498	0.0007	CDC_B11207	India
QG37_03498	0.0124	CDC_B11208	India
QG37_03498	0.0843	CDC_B11209	India
QG37_03498	0.0666	CDC_B11210	India
QG37_03498	0.0633	CDC_B11212	India
QG37_03498	0.0392	CDC_B11213	India
QG37_03498	0.0813	CDC_B11214	India
QG37_03498	0.0616	CDC_B11215	India
QG37_03498	0.0571	CDC_B11216	India
QG37_03498	0.0991	CDC_B11217	India
QG37_03498	0.0950	CDC_B11218	India
QG37_03498	0.0275	CDC_B11219	India
QG37_03498	0.1539	CDC_B11220	Japan
QG37_03498	0.0577	CDC_B11221	South Africa
QG37_03498	0.0747	CDC_B11222	South Africa
QG37_03498	0.0555	CDC_B11223	South Africa
QG37_03498	0.0834	CDC_B11224	South Africa
QG37_03498	0.0732	CDC_B11225	South Africa
QG37_03498	0.0829	CDC_B11226	South Africa
QG37_03498	0.0265	CDC_B11227	South Africa
QG37_03498	0.0472	CDC_B11228	South Africa
QG37_03498	0.0487	CDC_B11229	South Africa
QG37_03498	0.0725	CDC_B11230	South Africa
QG37_03498	0.1363	CDC_B11243	Venezuela
QG37_03498	0.1239	CDC_B11244	Venezuela
QG37_03498	0.1434	CDC_B11245	Venezuela
QG37_03498	0.1574	CDC_B11246	Venezuela
QG37_03498	0.1606	CDC_B11247	Venezuela
QG37_03499	1.1129	CDC_B11096	Pakistan
QG37_03499	0.9277	CDC_B11097	Pakistan
QG37_03499	1.0017	CDC_B11098	Pakistan
QG37_03499	0.8981	CDC_B11099	Pakistan
QG37_03499	0.9015	CDC_B11101	Pakistan
QG37_03499	1.0255	CDC_B11102	Pakistan
QG37_03499	0.8733	CDC_B11103	Pakistan
QG37_03499	0.9501	CDC_B11105	Pakistan
QG37_03499	1.0626	CDC_B11112	Pakistan
QG37_03499	0.9990	CDC_B11113	Pakistan
QG37_03499	0.7835	CDC_B11114	Pakistan
QG37_03499	1.0742	CDC_B11115	Pakistan
QG37_03499	0.8567	CDC_B11116	Pakistan
QG37_03499	0.9507	CDC_B11117	Pakistan
QG37_03499	1.0058	CDC_B11118	Pakistan
QG37_03499	0.8733	CDC_B11119	Pakistan
QG37_03499	0.7995	CDC_B11200	India
QG37_03499	1.0859	CDC_B11201	India
QG37_03499	1.0638	CDC_B11205	India
QG37_03499	1.0302	CDC_B11206	India
QG37_03499	0.8846	CDC_B11207	India
QG37_03499	1.0559	CDC_B11208	India
QG37_03499	0.9828	CDC_B11209	India
QG37_03499	1.0569	CDC_B11210	India
QG37_03499	0.9638	CDC_B11212	India
QG37_03499	0.9378	CDC_B11213	India
QG37_03499	0.8512	CDC_B11214	India
QG37_03499	0.9131	CDC_B11215	India
QG37_03499	0.9720	CDC_B11216	India
QG37_03499	0.8821	CDC_B11217	India
QG37_03499	0.8720	CDC_B11218	India
QG37_03499	0.8840	CDC_B11219	India
QG37_03499	1.0351	CDC_B11220	Japan
QG37_03499	0.9984	CDC_B11221	South Africa
QG37_03499	1.0654	CDC_B11222	South Africa
QG37_03499	1.0324	CDC_B11223	South Africa
QG37_03499	0.9091	CDC_B11224	South Africa
QG37_03499	1.1867	CDC_B11225	South Africa
QG37_03499	0.9583	CDC_B11226	South Africa
QG37_03499	0.9827	CDC_B11227	South Africa
QG37_03499	0.9919	CDC_B11228	South Africa
QG37_03499	0.9174	CDC_B11229	South Africa
QG37_03499	1.0653	CDC_B11230	South Africa
QG37_03499	1.0911	CDC_B11243	Venezuela
QG37_03499	1.0713	CDC_B11244	Venezuela
QG37_03499	1.1491	CDC_B11245	Venezuela
QG37_03499	1.1122	CDC_B11246	Venezuela
QG37_03499	0.9325	CDC_B11247	Venezuela
QG37_03500	0.9586	CDC_B11096	Pakistan
QG37_03500	0.9353	CDC_B11097	Pakistan
QG37_03500	0.9566	CDC_B11098	Pakistan
QG37_03500	0.9183	CDC_B11099	Pakistan
QG37_03500	0.9674	CDC_B11101	Pakistan
QG37_03500	1.0193	CDC_B11102	Pakistan
QG37_03500	0.9648	CDC_B11103	Pakistan
QG37_03500	0.9702	CDC_B11105	Pakistan
QG37_03500	0.9819	CDC_B11112	Pakistan
QG37_03500	0.9308	CDC_B11113	Pakistan
QG37_03500	0.9275	CDC_B11114	Pakistan
QG37_03500	0.8780	CDC_B11115	Pakistan
QG37_03500	0.9681	CDC_B11116	Pakistan
QG37_03500	1.0341	CDC_B11117	Pakistan
QG37_03500	0.9353	CDC_B11118	Pakistan
QG37_03500	0.9336	CDC_B11119	Pakistan
QG37_03500	0.9064	CDC_B11200	India
QG37_03500	0.9232	CDC_B11201	India
QG37_03500	0.9143	CDC_B11205	India
QG37_03500	0.9324	CDC_B11206	India
QG37_03500	0.9526	CDC_B11207	India
QG37_03500	0.9200	CDC_B11208	India
QG37_03500	0.9594	CDC_B11209	India
QG37_03500	0.9221	CDC_B11210	India
QG37_03500	0.9504	CDC_B11212	India
QG37_03500	0.8770	CDC_B11213	India
QG37_03500	0.9207	CDC_B11214	India
QG37_03500	0.9885	CDC_B11215	India
QG37_03500	0.8791	CDC_B11216	India
QG37_03500	0.8102	CDC_B11217	India
QG37_03500	0.8592	CDC_B11218	India
QG37_03500	0.9207	CDC_B11219	India
QG37_03500	0.9477	CDC_B11220	Japan
QG37_03500	1.0155	CDC_B11221	South Africa
QG37_03500	0.9355	CDC_B11222	South Africa
QG37_03500	0.9629	CDC_B11223	South Africa
QG37_03500	0.9714	CDC_B11224	South Africa
QG37_03500	0.9592	CDC_B11225	South Africa
QG37_03500	1.0365	CDC_B11226	South Africa
QG37_03500	0.9436	CDC_B11227	South Africa
QG37_03500	0.9483	CDC_B11228	South Africa
QG37_03500	0.9851	CDC_B11229	South Africa
QG37_03500	0.9714	CDC_B11230	South Africa
QG37_03500	0.9689	CDC_B11243	Venezuela
QG37_03500	0.9976	CDC_B11244	Venezuela
QG37_03500	1.0462	CDC_B11245	Venezuela
QG37_03500	0.9418	CDC_B11246	Venezuela
QG37_03500	0.9701	CDC_B11247	Venezuela
QG37_03501	0.6532	CDC_B11096	Pakistan
QG37_03501	0.6181	CDC_B11097	Pakistan
QG37_03501	0.6642	CDC_B11098	Pakistan
QG37_03501	0.5898	CDC_B11099	Pakistan
QG37_03501	0.6708	CDC_B11101	Pakistan
QG37_03501	0.6825	CDC_B11102	Pakistan
QG37_03501	0.5912	CDC_B11103	Pakistan
QG37_03501	0.5397	CDC_B11105	Pakistan
QG37_03501	0.6301	CDC_B11112	Pakistan
QG37_03501	0.6012	CDC_B11113	Pakistan
QG37_03501	0.5937	CDC_B11114	Pakistan
QG37_03501	0.6619	CDC_B11115	Pakistan
QG37_03501	0.6104	CDC_B11116	Pakistan
QG37_03501	0.5911	CDC_B11117	Pakistan
QG37_03501	0.6034	CDC_B11118	Pakistan
QG37_03501	0.7408	CDC_B11119	Pakistan
QG37_03501	0.6155	CDC_B11200	India
QG37_03501	0.5370	CDC_B11201	India
QG37_03501	0.6607	CDC_B11205	India
QG37_03501	0.5783	CDC_B11206	India
QG37_03501	0.6106	CDC_B11207	India
QG37_03501	0.6585	CDC_B11208	India
QG37_03501	0.6336	CDC_B11209	India
QG37_03501	0.6242	CDC_B11210	India
QG37_03501	0.6795	CDC_B11212	India
QG37_03501	0.6034	CDC_B11213	India
QG37_03501	0.7302	CDC_B11214	India
QG37_03501	0.6340	CDC_B11215	India
QG37_03501	0.5886	CDC_B11216	India
QG37_03501	0.6150	CDC_B11217	India
QG37_03501	0.5726	CDC_B11218	India
QG37_03501	0.6409	CDC_B11219	India
QG37_03501	0.5894	CDC_B11220	Japan
QG37_03501	0.5596	CDC_B11221	South Africa
QG37_03501	0.5247	CDC_B11222	South Africa
QG37_03501	0.5406	CDC_B11223	South Africa
QG37_03501	0.4567	CDC_B11224	South Africa
QG37_03501	0.4671	CDC_B11225	South Africa
QG37_03501	0.6051	CDC_B11226	South Africa
QG37_03501	0.5738	CDC_B11227	South Africa
QG37_03501	0.5161	CDC_B11228	South Africa
QG37_03501	0.6922	CDC_B11229	South Africa
QG37_03501	0.4717	CDC_B11230	South Africa
QG37_03501	0.6041	CDC_B11243	Venezuela
