GENE	COVERAGE	STRAIN	GROUP
QG37_06821	0.6686	CDC_B11096	Pakistan
QG37_06821	0.4616	CDC_B11097	Pakistan
QG37_06821	0.5128	CDC_B11098	Pakistan
QG37_06821	0.4180	CDC_B11099	Pakistan
QG37_06821	0.4679	CDC_B11101	Pakistan
QG37_06821	0.4590	CDC_B11102	Pakistan
QG37_06821	0.5611	CDC_B11103	Pakistan
QG37_06821	0.4836	CDC_B11105	Pakistan
QG37_06821	0.4626	CDC_B11112	Pakistan
QG37_06821	0.3979	CDC_B11113	Pakistan
QG37_06821	0.5166	CDC_B11114	Pakistan
QG37_06821	0.4227	CDC_B11115	Pakistan
QG37_06821	0.5475	CDC_B11116	Pakistan
QG37_06821	0.4362	CDC_B11117	Pakistan
QG37_06821	0.6304	CDC_B11118	Pakistan
QG37_06821	0.4466	CDC_B11119	Pakistan
QG37_06821	0.4823	CDC_B11200	India
QG37_06821	0.4379	CDC_B11201	India
QG37_06821	0.4635	CDC_B11205	India
QG37_06821	0.4607	CDC_B11206	India
QG37_06821	0.4177	CDC_B11207	India
QG37_06821	0.4500	CDC_B11208	India
QG37_06821	0.4575	CDC_B11209	India
QG37_06821	0.4885	CDC_B11210	India
QG37_06821	0.5719	CDC_B11212	India
QG37_06821	0.4303	CDC_B11213	India
QG37_06821	0.4158	CDC_B11214	India
QG37_06821	0.4896	CDC_B11215	India
QG37_06821	0.3466	CDC_B11216	India
QG37_06821	0.6062	CDC_B11217	India
QG37_06821	0.6372	CDC_B11218	India
QG37_06821	0.5179	CDC_B11219	India
QG37_06821	0.7085	CDC_B11220	Japan
QG37_06821	0.5140	CDC_B11221	South Africa
QG37_06821	0.4804	CDC_B11222	South Africa
QG37_06821	0.4247	CDC_B11223	South Africa
QG37_06821	0.4932	CDC_B11224	South Africa
QG37_06821	0.5138	CDC_B11225	South Africa
QG37_06821	0.4783	CDC_B11226	South Africa
QG37_06821	0.4838	CDC_B11227	South Africa
QG37_06821	0.5514	CDC_B11228	South Africa
QG37_06821	0.4793	CDC_B11229	South Africa
QG37_06821	0.5050	CDC_B11230	South Africa
QG37_06821	0.4613	CDC_B11243	Venezuela
QG37_06821	0.4785	CDC_B11244	Venezuela
QG37_06821	0.5027	CDC_B11245	Venezuela
QG37_06821	0.4822	CDC_B11246	Venezuela
QG37_06821	0.6239	CDC_B11247	Venezuela
QG37_06822	0.7690	CDC_B11096	Pakistan
QG37_06822	0.6596	CDC_B11097	Pakistan
QG37_06822	0.6845	CDC_B11098	Pakistan
QG37_06822	0.8399	CDC_B11099	Pakistan
QG37_06822	0.6214	CDC_B11101	Pakistan
QG37_06822	0.5946	CDC_B11102	Pakistan
QG37_06822	0.7297	CDC_B11103	Pakistan
QG37_06822	0.7433	CDC_B11105	Pakistan
QG37_06822	0.7118	CDC_B11112	Pakistan
QG37_06822	0.7347	CDC_B11113	Pakistan
QG37_06822	0.7025	CDC_B11114	Pakistan
QG37_06822	0.7369	CDC_B11115	Pakistan
QG37_06822	0.6452	CDC_B11116	Pakistan
QG37_06822	0.7534	CDC_B11117	Pakistan
QG37_06822	0.7415	CDC_B11118	Pakistan
QG37_06822	0.6733	CDC_B11119	Pakistan
QG37_06822	0.7523	CDC_B11200	India
QG37_06822	0.7966	CDC_B11201	India
QG37_06822	0.7924	CDC_B11205	India
QG37_06822	0.7529	CDC_B11206	India
QG37_06822	0.7231	CDC_B11207	India
QG37_06822	0.8242	CDC_B11208	India
QG37_06822	0.8815	CDC_B11209	India
QG37_06822	0.6408	CDC_B11210	India
QG37_06822	0.7271	CDC_B11212	India
QG37_06822	0.6451	CDC_B11213	India
QG37_06822	0.9132	CDC_B11214	India
QG37_06822	0.6507	CDC_B11215	India
QG37_06822	0.6298	CDC_B11216	India
QG37_06822	0.5126	CDC_B11217	India
QG37_06822	0.7077	CDC_B11218	India
QG37_06822	0.7253	CDC_B11219	India
QG37_06822	0.8484	CDC_B11220	Japan
QG37_06822	0.6973	CDC_B11221	South Africa
QG37_06822	0.7379	CDC_B11222	South Africa
QG37_06822	0.7334	CDC_B11223	South Africa
QG37_06822	0.7842	CDC_B11224	South Africa
QG37_06822	0.7365	CDC_B11225	South Africa
QG37_06822	0.6740	CDC_B11226	South Africa
QG37_06822	0.8431	CDC_B11227	South Africa
QG37_06822	0.6971	CDC_B11228	South Africa
QG37_06822	0.8428	CDC_B11229	South Africa
QG37_06822	0.7141	CDC_B11230	South Africa
QG37_06822	0.7524	CDC_B11243	Venezuela
QG37_06822	0.7194	CDC_B11244	Venezuela
QG37_06822	0.9103	CDC_B11245	Venezuela
QG37_06822	0.7057	CDC_B11246	Venezuela
QG37_06822	0.8815	CDC_B11247	Venezuela
QG37_06823	0.8439	CDC_B11096	Pakistan
QG37_06823	0.8470	CDC_B11097	Pakistan
QG37_06823	0.7730	CDC_B11098	Pakistan
QG37_06823	0.9750	CDC_B11099	Pakistan
QG37_06823	0.9123	CDC_B11101	Pakistan
