GENE	COVERAGE	STRAIN	GROUP
QG37_06939	0.9241	CDC_B11096	Pakistan
QG37_06939	0.9149	CDC_B11097	Pakistan
QG37_06939	0.9478	CDC_B11098	Pakistan
QG37_06939	0.8783	CDC_B11099	Pakistan
QG37_06939	0.9223	CDC_B11101	Pakistan
QG37_06939	0.9590	CDC_B11102	Pakistan
QG37_06939	0.9610	CDC_B11103	Pakistan
QG37_06939	0.9070	CDC_B11105	Pakistan
QG37_06939	0.9426	CDC_B11112	Pakistan
QG37_06939	0.8442	CDC_B11113	Pakistan
QG37_06939	0.8821	CDC_B11114	Pakistan
QG37_06939	0.8904	CDC_B11115	Pakistan
QG37_06939	0.9405	CDC_B11116	Pakistan
QG37_06939	0.8825	CDC_B11117	Pakistan
QG37_06939	0.9256	CDC_B11118	Pakistan
QG37_06939	0.8898	CDC_B11119	Pakistan
QG37_06939	0.8506	CDC_B11200	India
QG37_06939	0.8250	CDC_B11201	India
QG37_06939	0.8881	CDC_B11205	India
QG37_06939	0.9109	CDC_B11206	India
QG37_06939	0.8059	CDC_B11207	India
QG37_06939	0.8345	CDC_B11208	India
QG37_06939	0.7515	CDC_B11209	India
QG37_06939	0.8275	CDC_B11210	India
QG37_06939	0.9514	CDC_B11212	India
QG37_06939	0.8750	CDC_B11213	India
QG37_06939	0.9150	CDC_B11214	India
QG37_06939	0.8656	CDC_B11215	India
QG37_06939	0.9050	CDC_B11216	India
QG37_06939	0.9727	CDC_B11217	India
QG37_06939	0.8000	CDC_B11218	India
QG37_06939	0.8660	CDC_B11219	India
QG37_06939	0.9393	CDC_B11220	Japan
QG37_06939	0.9771	CDC_B11221	South Africa
QG37_06939	0.8905	CDC_B11222	South Africa
QG37_06939	0.9676	CDC_B11223	South Africa
QG37_06939	0.9589	CDC_B11224	South Africa
QG37_06939	0.9029	CDC_B11225	South Africa
QG37_06939	0.9852	CDC_B11226	South Africa
QG37_06939	0.8043	CDC_B11227	South Africa
QG37_06939	0.8991	CDC_B11228	South Africa
QG37_06939	0.9132	CDC_B11229	South Africa
QG37_06939	0.9673	CDC_B11230	South Africa
QG37_06939	0.8627	CDC_B11243	Venezuela
QG37_06939	0.9612	CDC_B11244	Venezuela
QG37_06939	1.0689	CDC_B11245	Venezuela
QG37_06939	0.9633	CDC_B11246	Venezuela
QG37_06939	1.0006	CDC_B11247	Venezuela
QG37_06940	0.9199	CDC_B11096	Pakistan
QG37_06940	0.9643	CDC_B11097	Pakistan
QG37_06940	0.7902	CDC_B11098	Pakistan
QG37_06940	0.8823	CDC_B11099	Pakistan
QG37_06940	0.8996	CDC_B11101	Pakistan
QG37_06940	0.9991	CDC_B11102	Pakistan
QG37_06940	1.0194	CDC_B11103	Pakistan
QG37_06940	1.1065	CDC_B11105	Pakistan
QG37_06940	1.0051	CDC_B11112	Pakistan
QG37_06940	0.9252	CDC_B11113	Pakistan
QG37_06940	1.0103	CDC_B11114	Pakistan
QG37_06940	1.0494	CDC_B11115	Pakistan
QG37_06940	1.0242	CDC_B11116	Pakistan
QG37_06940	0.9555	CDC_B11117	Pakistan
QG37_06940	0.9071	CDC_B11118	Pakistan
QG37_06940	1.0821	CDC_B11119	Pakistan
QG37_06940	0.8742	CDC_B11200	India
QG37_06940	0.9181	CDC_B11201	India
QG37_06940	0.9275	CDC_B11205	India
QG37_06940	0.9449	CDC_B11206	India
QG37_06940	0.9501	CDC_B11207	India
QG37_06940	0.9860	CDC_B11208	India
QG37_06940	0.8452	CDC_B11209	India
QG37_06940	0.9301	CDC_B11210	India
QG37_06940	0.9224	CDC_B11212	India
QG37_06940	1.0877	CDC_B11213	India
QG37_06940	1.0189	CDC_B11214	India
QG37_06940	1.1324	CDC_B11215	India
QG37_06940	0.8218	CDC_B11216	India
QG37_06940	0.8781	CDC_B11217	India
QG37_06940	1.0119	CDC_B11218	India
QG37_06940	0.9839	CDC_B11219	India
QG37_06940	1.0405	CDC_B11220	Japan
QG37_06940	0.9773	CDC_B11221	South Africa
QG37_06940	0.9011	CDC_B11222	South Africa
QG37_06940	1.0499	CDC_B11223	South Africa
QG37_06940	0.9129	CDC_B11224	South Africa
QG37_06940	0.9704	CDC_B11225	South Africa
QG37_06940	1.0840	CDC_B11226	South Africa
QG37_06940	0.8639	CDC_B11227	South Africa
QG37_06940	0.9556	CDC_B11228	South Africa
QG37_06940	0.9982	CDC_B11229	South Africa
QG37_06940	0.9983	CDC_B11230	South Africa
QG37_06940	0.9486	CDC_B11243	Venezuela
QG37_06940	1.0340	CDC_B11244	Venezuela
QG37_06940	0.9888	CDC_B11245	Venezuela
QG37_06940	0.8344	CDC_B11246	Venezuela
QG37_06940	0.9672	CDC_B11247	Venezuela
QG37_06941	1.0565	CDC_B11096	Pakistan
QG37_06941	0.9715	CDC_B11097	Pakistan
QG37_06941	0.8046	CDC_B11098	Pakistan
QG37_06941	0.8753	CDC_B11099	Pakistan
QG37_06941	0.8156	CDC_B11101	Pakistan
QG37_06941	0.9291	CDC_B11102	Pakistan
QG37_06941	1.0311	CDC_B11103	Pakistan
QG37_06941	0.8256	CDC_B11105	Pakistan
QG37_06941	1.0614	CDC_B11112	Pakistan
QG37_06941	0.8691	CDC_B11113	Pakistan
QG37_06941	1.0180	CDC_B11114	Pakistan
QG37_06941	0.8857	CDC_B11115	Pakistan
QG37_06941	0.9199	CDC_B11116	Pakistan
QG37_06941	0.8749	CDC_B11117	Pakistan
QG37_06941	0.9810	CDC_B11118	Pakistan
QG37_06941	0.8037	CDC_B11119	Pakistan
QG37_06941	0.8325	CDC_B11200	India
QG37_06941	0.8519	CDC_B11201	India
QG37_06941	0.9628	CDC_B11205	India
QG37_06941	0.9230	CDC_B11206	India
QG37_06941	0.8322	CDC_B11207	India
QG37_06941	0.8225	CDC_B11208	India
QG37_06941	1.0403	CDC_B11209	India
QG37_06941	0.8286	CDC_B11210	India
QG37_06941	0.9683	CDC_B11212	India
QG37_06941	1.0929	CDC_B11213	India
QG37_06941	0.9605	CDC_B11214	India
QG37_06941	0.8750	CDC_B11215	India
QG37_06941	0.8460	CDC_B11216	India
QG37_06941	0.7660	CDC_B11217	India
QG37_06941	0.9335	CDC_B11218	India
QG37_06941	0.7683	CDC_B11219	India
QG37_06941	1.0052	CDC_B11220	Japan
QG37_06941	0.9189	CDC_B11221	South Africa
QG37_06941	0.9759	CDC_B11222	South Africa
QG37_06941	1.0017	CDC_B11223	South Africa
QG37_06941	0.9838	CDC_B11224	South Africa
QG37_06941	0.9269	CDC_B11225	South Africa
QG37_06941	0.8954	CDC_B11226	South Africa
QG37_06941	0.8924	CDC_B11227	South Africa
QG37_06941	0.9217	CDC_B11228	South Africa
QG37_06941	1.0025	CDC_B11229	South Africa
QG37_06941	0.8698	CDC_B11230	South Africa
QG37_06941	1.0334	CDC_B11243	Venezuela
QG37_06941	1.0301	CDC_B11244	Venezuela
QG37_06941	0.9391	CDC_B11245	Venezuela
QG37_06941	0.8941	CDC_B11246	Venezuela
QG37_06941	0.9508	CDC_B11247	Venezuela
QG37_06942	1.1130	CDC_B11096	Pakistan
QG37_06942	0.9815	CDC_B11097	Pakistan
QG37_06942	0.9987	CDC_B11098	Pakistan
QG37_06942	0.9862	CDC_B11099	Pakistan
QG37_06942	0.9035	CDC_B11101	Pakistan
QG37_06942	1.0733	CDC_B11102	Pakistan
QG37_06942	1.0631	CDC_B11103	Pakistan
QG37_06942	1.0183	CDC_B11105	Pakistan
QG37_06942	1.1971	CDC_B11112	Pakistan
QG37_06942	0.9503	CDC_B11113	Pakistan
QG37_06942	1.0428	CDC_B11114	Pakistan
QG37_06942	0.8927	CDC_B11115	Pakistan
QG37_06942	1.0450	CDC_B11116	Pakistan
QG37_06942	0.8046	CDC_B11117	Pakistan
QG37_06942	1.0526	CDC_B11118	Pakistan
QG37_06942	0.8462	CDC_B11119	Pakistan
QG37_06942	1.0016	CDC_B11200	India
QG37_06942	0.9772	CDC_B11201	India
QG37_06942	1.0756	CDC_B11205	India
QG37_06942	0.9341	CDC_B11206	India
QG37_06942	0.9037	CDC_B11207	India
QG37_06942	0.8551	CDC_B11208	India
QG37_06942	1.1046	CDC_B11209	India
QG37_06942	0.9041	CDC_B11210	India
QG37_06942	1.0770	CDC_B11212	India
QG37_06942	1.2365	CDC_B11213	India
QG37_06942	0.9023	CDC_B11214	India
QG37_06942	1.0398	CDC_B11215	India
QG37_06942	0.9605	CDC_B11216	India
QG37_06942	1.0509	CDC_B11217	India
QG37_06942	0.9050	CDC_B11218	India
QG37_06942	0.9296	CDC_B11219	India
QG37_06942	1.0216	CDC_B11220	Japan
QG37_06942	0.9836	CDC_B11221	South Africa
QG37_06942	0.9152	CDC_B11222	South Africa
QG37_06942	1.0282	CDC_B11223	South Africa
QG37_06942	0.8757	CDC_B11224	South Africa
QG37_06942	0.9700	CDC_B11225	South Africa
QG37_06942	0.8316	CDC_B11226	South Africa
QG37_06942	0.9556	CDC_B11227	South Africa
QG37_06942	1.0166	CDC_B11228	South Africa
QG37_06942	1.0745	CDC_B11229	South Africa
QG37_06942	0.9377	CDC_B11230	South Africa
QG37_06942	0.8889	CDC_B11243	Venezuela
QG37_06942	0.9275	CDC_B11244	Venezuela
QG37_06942	0.9229	CDC_B11245	Venezuela
QG37_06942	0.8499	CDC_B11246	Venezuela
QG37_06942	0.8989	CDC_B11247	Venezuela
QG37_06943	2.2850	CDC_B11096	Pakistan
QG37_06943	2.2282	CDC_B11097	Pakistan
QG37_06943	1.9993	CDC_B11098	Pakistan
QG37_06943	1.9593	CDC_B11099	Pakistan
QG37_06943	1.9413	CDC_B11101	Pakistan
QG37_06943	2.0794	CDC_B11102	Pakistan
QG37_06943	2.1047	CDC_B11103	Pakistan
QG37_06943	2.0033	CDC_B11105	Pakistan
QG37_06943	2.1551	CDC_B11112	Pakistan
QG37_06943	1.9854	CDC_B11113	Pakistan
QG37_06943	2.0500	CDC_B11114	Pakistan
QG37_06943	1.9541	CDC_B11115	Pakistan
QG37_06943	2.0790	CDC_B11116	Pakistan
QG37_06943	2.0361	CDC_B11117	Pakistan
QG37_06943	1.9865	CDC_B11118	Pakistan
QG37_06943	1.9652	CDC_B11119	Pakistan
QG37_06943	1.9747	CDC_B11200	India
QG37_06943	1.7969	CDC_B11201	India
QG37_06943	2.1262	CDC_B11205	India
QG37_06943	2.0582	CDC_B11206	India
QG37_06943	2.0090	CDC_B11207	India
QG37_06943	1.9425	CDC_B11208	India
QG37_06943	2.0043	CDC_B11209	India
QG37_06943	1.9747	CDC_B11210	India
QG37_06943	2.0572	CDC_B11212	India
QG37_06943	1.9253	CDC_B11213	India
QG37_06943	2.0649	CDC_B11214	India
QG37_06943	1.9137	CDC_B11215	India
QG37_06943	1.9268	CDC_B11216	India
QG37_06943	2.3107	CDC_B11217	India
QG37_06943	2.0417	CDC_B11218	India
QG37_06943	2.0279	CDC_B11219	India
QG37_06943	2.5807	CDC_B11220	Japan
QG37_06943	2.3300	CDC_B11221	South Africa
QG37_06943	2.1980	CDC_B11222	South Africa
QG37_06943	2.1001	CDC_B11223	South Africa
QG37_06943	2.3136	CDC_B11224	South Africa
QG37_06943	2.3391	CDC_B11225	South Africa
QG37_06943	2.0818	CDC_B11226	South Africa
QG37_06943	2.4078	CDC_B11227	South Africa
QG37_06943	2.0671	CDC_B11228	South Africa
QG37_06943	2.4576	CDC_B11229	South Africa
QG37_06943	2.2099	CDC_B11230	South Africa
QG37_06943	2.4916	CDC_B11243	Venezuela
QG37_06943	2.5621	CDC_B11244	Venezuela
QG37_06943	2.4664	CDC_B11245	Venezuela
QG37_06943	2.6818	CDC_B11246	Venezuela
QG37_06943	2.7184	CDC_B11247	Venezuela
QG37_06944	0.8521	CDC_B11096	Pakistan
QG37_06944	0.7941	CDC_B11097	Pakistan
QG37_06944	0.9159	CDC_B11098	Pakistan
QG37_06944	0.8950	CDC_B11099	Pakistan
QG37_06944	0.8192	CDC_B11101	Pakistan
QG37_06944	0.8842	CDC_B11102	Pakistan
QG37_06944	0.8705	CDC_B11103	Pakistan
QG37_06944	0.7819	CDC_B11105	Pakistan
QG37_06944	0.8431	CDC_B11112	Pakistan
QG37_06944	0.7748	CDC_B11113	Pakistan
QG37_06944	0.8780	CDC_B11114	Pakistan
QG37_06944	0.7126	CDC_B11115	Pakistan
QG37_06944	0.8529	CDC_B11116	Pakistan
QG37_06944	0.8923	CDC_B11117	Pakistan
QG37_06944	0.8242	CDC_B11118	Pakistan
QG37_06944	0.8858	CDC_B11119	Pakistan
QG37_06944	0.8448	CDC_B11200	India
QG37_06944	0.8156	CDC_B11201	India
QG37_06944	0.7958	CDC_B11205	India
QG37_06944	0.8697	CDC_B11206	India
QG37_06944	0.8213	CDC_B11207	India
QG37_06944	0.8175	CDC_B11208	India
QG37_06944	0.8862	CDC_B11209	India
QG37_06944	0.7330	CDC_B11210	India
QG37_06944	0.8199	CDC_B11212	India
QG37_06944	0.8060	CDC_B11213	India
QG37_06944	0.8269	CDC_B11214	India
QG37_06944	0.7388	CDC_B11215	India
QG37_06944	0.7889	CDC_B11216	India
QG37_06944	0.6457	CDC_B11217	India
QG37_06944	0.8353	CDC_B11218	India
QG37_06944	0.7594	CDC_B11219	India
QG37_06944	0.8496	CDC_B11220	Japan
QG37_06944	0.8179	CDC_B11221	South Africa
QG37_06944	0.8792	CDC_B11222	South Africa
QG37_06944	0.8705	CDC_B11223	South Africa
QG37_06944	0.8319	CDC_B11224	South Africa
QG37_06944	0.9216	CDC_B11225	South Africa
QG37_06944	0.8619	CDC_B11226	South Africa
QG37_06944	0.8614	CDC_B11227	South Africa
QG37_06944	0.9189	CDC_B11228	South Africa
QG37_06944	0.8864	CDC_B11229	South Africa
QG37_06944	0.8615	CDC_B11230	South Africa
QG37_06944	0.8610	CDC_B11243	Venezuela
QG37_06944	0.8553	CDC_B11244	Venezuela
QG37_06944	0.8380	CDC_B11245	Venezuela
QG37_06944	0.8407	CDC_B11246	Venezuela
QG37_06944	0.8578	CDC_B11247	Venezuela
QG37_06945	0.8878	CDC_B11096	Pakistan
QG37_06945	0.8588	CDC_B11097	Pakistan
QG37_06945	1.0104	CDC_B11098	Pakistan
QG37_06945	1.0605	CDC_B11099	Pakistan
QG37_06945	0.9878	CDC_B11101	Pakistan
QG37_06945	0.9195	CDC_B11102	Pakistan
QG37_06945	0.8788	CDC_B11103	Pakistan
QG37_06945	1.0587	CDC_B11105	Pakistan
QG37_06945	0.9862	CDC_B11112	Pakistan
QG37_06945	1.0566	CDC_B11113	Pakistan
QG37_06945	0.9714	CDC_B11114	Pakistan
QG37_06945	0.9198	CDC_B11115	Pakistan
QG37_06945	0.8583	CDC_B11116	Pakistan
QG37_06945	1.0180	CDC_B11117	Pakistan
QG37_06945	0.9504	CDC_B11118	Pakistan
QG37_06945	1.0160	CDC_B11119	Pakistan
QG37_06945	1.0746	CDC_B11200	India
QG37_06945	0.9326	CDC_B11201	India
QG37_06945	0.9871	CDC_B11205	India
QG37_06945	1.1513	CDC_B11206	India
QG37_06945	1.0269	CDC_B11207	India
QG37_06945	0.9431	CDC_B11208	India
QG37_06945	0.8654	CDC_B11209	India
QG37_06945	1.0064	CDC_B11210	India
QG37_06945	1.0275	CDC_B11212	India
QG37_06945	0.8601	CDC_B11213	India
QG37_06945	0.9115	CDC_B11214	India
QG37_06945	1.0637	CDC_B11215	India
QG37_06945	0.8594	CDC_B11216	India
QG37_06945	0.9794	CDC_B11217	India
QG37_06945	1.0014	CDC_B11218	India
QG37_06945	0.9670	CDC_B11219	India
QG37_06945	0.9072	CDC_B11220	Japan
QG37_06945	0.8610	CDC_B11221	South Africa
QG37_06945	0.9786	CDC_B11222	South Africa
QG37_06945	1.0435	CDC_B11223	South Africa
QG37_06945	1.1082	CDC_B11224	South Africa
QG37_06945	0.9658	CDC_B11225	South Africa
QG37_06945	0.9479	CDC_B11226	South Africa
QG37_06945	0.9413	CDC_B11227	South Africa
QG37_06945	0.9705	CDC_B11228	South Africa
QG37_06945	0.9566	CDC_B11229	South Africa
QG37_06945	0.9916	CDC_B11230	South Africa
QG37_06945	0.9901	CDC_B11243	Venezuela
QG37_06945	1.0469	CDC_B11244	Venezuela
QG37_06945	1.0743	CDC_B11245	Venezuela
QG37_06945	0.9907	CDC_B11246	Venezuela
QG37_06945	1.0034	CDC_B11247	Venezuela
QG37_06946	0.8802	CDC_B11096	Pakistan
QG37_06946	0.8442	CDC_B11097	Pakistan
QG37_06946	0.8899	CDC_B11098	Pakistan
QG37_06946	0.9492	CDC_B11099	Pakistan
QG37_06946	0.8894	CDC_B11101	Pakistan
QG37_06946	0.8088	CDC_B11102	Pakistan
QG37_06946	0.8679	CDC_B11103	Pakistan
QG37_06946	0.9270	CDC_B11105	Pakistan
QG37_06946	0.8726	CDC_B11112	Pakistan
QG37_06946	0.8590	CDC_B11113	Pakistan
