GENE	COVERAGE	STRAIN	GROUP
QG37_02694	0.6555	CDC_B11096	Pakistan
QG37_02694	0.4199	CDC_B11097	Pakistan
QG37_02694	0.4857	CDC_B11098	Pakistan
QG37_02694	0.3613	CDC_B11099	Pakistan
QG37_02694	0.4125	CDC_B11101	Pakistan
QG37_02694	0.4370	CDC_B11102	Pakistan
QG37_02694	0.4670	CDC_B11103	Pakistan
QG37_02694	0.5484	CDC_B11105	Pakistan
QG37_02694	0.4349	CDC_B11112	Pakistan
QG37_02694	0.4573	CDC_B11113	Pakistan
QG37_02694	0.5718	CDC_B11114	Pakistan
QG37_02694	0.3930	CDC_B11115	Pakistan
QG37_02694	0.4188	CDC_B11116	Pakistan
QG37_02694	0.4671	CDC_B11117	Pakistan
QG37_02694	0.4372	CDC_B11118	Pakistan
QG37_02694	0.5213	CDC_B11119	Pakistan
QG37_02694	0.4926	CDC_B11200	India
QG37_02694	0.4342	CDC_B11201	India
QG37_02694	0.4461	CDC_B11205	India
QG37_02694	0.4930	CDC_B11206	India
QG37_02694	0.4183	CDC_B11207	India
QG37_02694	0.4304	CDC_B11208	India
QG37_02694	0.4836	CDC_B11209	India
QG37_02694	0.5298	CDC_B11210	India
QG37_02694	0.4906	CDC_B11212	India
QG37_02694	0.4330	CDC_B11213	India
QG37_02694	0.3975	CDC_B11214	India
QG37_02694	0.4505	CDC_B11215	India
QG37_02694	0.2921	CDC_B11216	India
QG37_02694	0.2995	CDC_B11217	India
QG37_02694	0.4368	CDC_B11218	India
QG37_02694	0.3622	CDC_B11219	India
QG37_02694	0.4919	CDC_B11220	Japan
QG37_02694	0.2787	CDC_B11221	South Africa
QG37_02694	0.4390	CDC_B11222	South Africa
QG37_02694	0.3885	CDC_B11223	South Africa
QG37_02694	0.3343	CDC_B11224	South Africa
QG37_02694	0.3092	CDC_B11225	South Africa
QG37_02694	0.2959	CDC_B11226	South Africa
QG37_02694	0.3741	CDC_B11227	South Africa
QG37_02694	0.4391	CDC_B11228	South Africa
QG37_02694	0.4215	CDC_B11229	South Africa
QG37_02694	0.3153	CDC_B11230	South Africa
QG37_02694	0.3258	CDC_B11243	Venezuela
QG37_02694	0.2630	CDC_B11244	Venezuela
QG37_02694	0.3204	CDC_B11245	Venezuela
QG37_02694	0.3266	CDC_B11246	Venezuela
QG37_02694	0.3712	CDC_B11247	Venezuela
QG37_02695	0.8584	CDC_B11096	Pakistan
QG37_02695	0.7066	CDC_B11097	Pakistan
QG37_02695	0.7648	CDC_B11098	Pakistan
QG37_02695	0.7298	CDC_B11099	Pakistan
QG37_02695	0.7307	CDC_B11101	Pakistan
QG37_02695	0.8534	CDC_B11102	Pakistan
QG37_02695	0.9266	CDC_B11103	Pakistan
QG37_02695	0.7517	CDC_B11105	Pakistan
QG37_02695	0.8057	CDC_B11112	Pakistan
QG37_02695	0.8020	CDC_B11113	Pakistan
QG37_02695	0.9117	CDC_B11114	Pakistan
QG37_02695	0.8429	CDC_B11115	Pakistan
QG37_02695	0.6915	CDC_B11116	Pakistan
QG37_02695	0.8518	CDC_B11117	Pakistan
QG37_02695	0.8271	CDC_B11118	Pakistan
QG37_02695	0.8606	CDC_B11119	Pakistan
QG37_02695	0.7792	CDC_B11200	India
QG37_02695	0.8176	CDC_B11201	India
QG37_02695	0.8512	CDC_B11205	India
QG37_02695	0.8058	CDC_B11206	India
QG37_02695	0.8016	CDC_B11207	India
QG37_02695	0.8541	CDC_B11208	India
QG37_02695	0.7595	CDC_B11209	India
QG37_02695	0.9362	CDC_B11210	India
QG37_02695	0.7777	CDC_B11212	India
QG37_02695	0.6768	CDC_B11213	India
QG37_02695	0.7893	CDC_B11214	India
QG37_02695	0.6359	CDC_B11215	India
QG37_02695	0.6254	CDC_B11216	India
QG37_02695	0.4789	CDC_B11217	India
QG37_02695	0.8398	CDC_B11218	India
QG37_02695	0.6840	CDC_B11219	India
QG37_02695	0.7323	CDC_B11220	Japan
QG37_02695	0.8624	CDC_B11221	South Africa
QG37_02695	0.7981	CDC_B11222	South Africa
QG37_02695	0.8447	CDC_B11223	South Africa
QG37_02695	0.8278	CDC_B11224	South Africa
QG37_02695	0.7476	CDC_B11225	South Africa
QG37_02695	0.7849	CDC_B11226	South Africa
QG37_02695	0.7359	CDC_B11227	South Africa
QG37_02695	0.8555	CDC_B11228	South Africa
QG37_02695	0.8047	CDC_B11229	South Africa
QG37_02695	0.7283	CDC_B11230	South Africa
QG37_02695	0.7094	CDC_B11243	Venezuela
QG37_02695	0.7537	CDC_B11244	Venezuela
QG37_02695	0.8205	CDC_B11245	Venezuela
QG37_02695	0.6846	CDC_B11246	Venezuela
QG37_02695	0.7579	CDC_B11247	Venezuela
QG37_02696	0.9454	CDC_B11096	Pakistan
QG37_02696	0.8693	CDC_B11097	Pakistan
QG37_02696	0.8822	CDC_B11098	Pakistan
QG37_02696	0.8813	CDC_B11099	Pakistan
QG37_02696	0.9237	CDC_B11101	Pakistan
QG37_02696	0.9166	CDC_B11102	Pakistan
QG37_02696	0.9596	CDC_B11103	Pakistan
QG37_02696	1.0237	CDC_B11105	Pakistan
QG37_02696	0.8803	CDC_B11112	Pakistan
QG37_02696	0.8856	CDC_B11113	Pakistan
QG37_02696	0.9312	CDC_B11114	Pakistan
QG37_02696	0.7583	CDC_B11115	Pakistan
QG37_02696	0.9263	CDC_B11116	Pakistan
QG37_02696	0.9554	CDC_B11117	Pakistan
QG37_02696	0.7465	CDC_B11118	Pakistan
QG37_02696	0.8584	CDC_B11119	Pakistan
QG37_02696	0.8619	CDC_B11200	India
QG37_02696	0.8891	CDC_B11201	India
QG37_02696	0.8226	CDC_B11205	India
QG37_02696	0.8776	CDC_B11206	India
QG37_02696	0.9291	CDC_B11207	India
QG37_02696	0.8079	CDC_B11208	India
QG37_02696	0.8312	CDC_B11209	India
QG37_02696	0.8593	CDC_B11210	India
QG37_02696	0.9209	CDC_B11212	India
QG37_02696	0.8612	CDC_B11213	India
QG37_02696	0.8201	CDC_B11214	India
QG37_02696	0.8719	CDC_B11215	India
QG37_02696	0.8919	CDC_B11216	India
QG37_02696	0.8154	CDC_B11217	India
QG37_02696	0.8842	CDC_B11218	India
QG37_02696	0.8311	CDC_B11219	India
QG37_02696	0.8698	CDC_B11220	Japan
QG37_02696	0.8212	CDC_B11221	South Africa
QG37_02696	0.9136	CDC_B11222	South Africa
QG37_02696	0.9161	CDC_B11223	South Africa
QG37_02696	0.9956	CDC_B11224	South Africa
QG37_02696	0.8664	CDC_B11225	South Africa
QG37_02696	0.9373	CDC_B11226	South Africa
QG37_02696	0.9062	CDC_B11227	South Africa
QG37_02696	1.0297	CDC_B11228	South Africa
QG37_02696	0.8278	CDC_B11229	South Africa
QG37_02696	0.8772	CDC_B11230	South Africa
QG37_02696	0.7555	CDC_B11243	Venezuela
QG37_02696	0.8790	CDC_B11244	Venezuela
QG37_02696	0.8903	CDC_B11245	Venezuela
QG37_02696	0.7981	CDC_B11246	Venezuela
QG37_02696	0.8773	CDC_B11247	Venezuela
QG37_02697	0.9674	CDC_B11096	Pakistan
QG37_02697	0.9899	CDC_B11097	Pakistan
QG37_02697	0.9297	CDC_B11098	Pakistan
QG37_02697	0.9299	CDC_B11099	Pakistan
QG37_02697	1.0539	CDC_B11101	Pakistan
QG37_02697	0.9568	CDC_B11102	Pakistan
QG37_02697	1.0569	CDC_B11103	Pakistan
QG37_02697	0.9603	CDC_B11105	Pakistan
QG37_02697	0.9908	CDC_B11112	Pakistan
QG37_02697	0.9484	CDC_B11113	Pakistan
QG37_02697	0.9899	CDC_B11114	Pakistan
QG37_02697	0.9303	CDC_B11115	Pakistan
