GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_00464	104.34	87.54	52.01	35.26	72.48	77.02	72.52	71.80	77.75	69.61	54.97	58.90	75.10	68.51	57.90	62.13	63.17	86.84	80.22	65.23	66.91	69.26	93.21	65.87	84.98	91.76	62.12	83.97	63.67	16.69	47.01	64.91	80.85	70.55	61.15	53.40	59.63	57.47	51.52	69.11	61.86	74.31	44.76	70.20	89.51	84.21	65.06	115.19
QG37_00465	116.93	108.52	61.74	63.08	90.57	85.25	89.49	97.78	85.15	94.10	67.24	86.70	90.20	74.71	80.83	71.16	122.61	113.28	129.60	95.69	91.60	99.23	117.72	73.78	102.43	124.70	102.73	135.21	76.08	23.25	69.22	94.41	112.45	108.36	96.94	67.17	78.77	98.87	72.51	101.81	87.62	96.54	72.70	84.10	107.91	98.65	76.11	115.90
QG37_00466	129.08	135.32	86.09	81.38	127.79	133.62	129.07	112.70	128.76	136.28	86.23	96.05	97.99	111.01	96.26	123.49	152.41	173.11	133.94	112.39	122.04	124.93	130.77	91.38	128.67	153.85	110.16	142.50	149.12	26.89	64.10	156.08	129.55	125.26	116.60	106.45	93.19	103.01	98.45	114.64	161.74	144.55	88.36	116.78	118.27	138.73	111.76	130.60
QG37_00467	129.60	123.93	73.56	65.15	111.90	111.48	110.71	117.94	121.93	116.32	93.31	90.63	101.10	106.18	96.05	107.74	134.55	143.45	137.45	128.72	115.18	112.95	115.28	98.88	116.03	138.69	104.29	127.31	108.28	27.95	65.56	120.96	130.01	117.54	103.25	94.01	98.86	104.61	83.27	118.86	141.13	128.99	88.52	91.13	107.20	110.07	91.15	130.35
QG37_00468	150.71	169.72	89.43	85.32	141.77	136.56	124.73	145.31	153.78	137.89	108.90	116.09	132.89	114.34	125.61	137.61	157.55	169.44	163.47	144.85	126.86	145.82	148.60	105.86	142.69	163.59	111.12	155.81	145.74	34.27	76.95	142.77	159.18	134.75	128.50	110.22	115.19	130.61	99.47	131.91	165.77	144.96	101.00	97.03	136.47	135.74	111.12	158.27
QG37_00469	116.31	102.07	57.16	62.29	92.47	99.56	91.18	96.42	111.54	89.42	83.67	77.95	84.64	82.43	85.45	91.05	127.31	122.00	108.62	107.85	88.74	97.05	110.19	83.38	97.73	117.06	87.16	106.87	86.84	22.16	63.79	98.36	111.69	97.70	92.13	75.42	88.57	95.64	84.03	97.13	114.35	92.98	80.74	72.55	89.57	86.17	89.05	110.67
QG37_00471	149.00	147.80	86.55	79.57	124.40	135.58	132.84	124.11	134.72	132.64	105.01	111.99	121.46	108.90	106.86	122.22	154.01	162.23	146.68	143.75	121.53	133.05	143.57	106.24	139.82	168.51	113.35	152.58	126.19	33.42	79.37	140.84	148.19	128.38	115.78	105.61	118.65	122.58	102.87	137.49	151.17	134.43	101.39	96.68	125.85	118.53	112.65	152.85
QG37_00472	107.93	141.69	71.46	85.60	109.01	123.46	129.05	129.49	141.41	128.00	104.10	90.17	122.57	121.32	114.73	140.77	147.94	140.27	126.02	111.42	111.51	108.66	132.16	96.79	126.54	151.88	91.36	158.45	110.94	29.10	67.76	142.59	128.81	114.80	130.85	103.54	107.90	119.57	81.16	119.27	130.24	105.99	93.44	97.09	108.65	108.59	98.01	146.79
QG37_00473	117.38	117.13	85.53	73.31	134.93	126.85	112.26	127.82	130.22	104.73	84.32	95.03	95.91	100.91	101.60	118.73	136.85	145.65	141.53	140.57	104.38	128.69	119.76	96.54	126.51	146.72	103.93	154.13	115.69	42.14	64.62	131.87	145.51	95.43	111.86	90.00	109.58	98.32	83.46	118.30	131.03	120.03	84.58	92.75	120.26	98.70	122.82	119.91
QG37_00474	134.48	122.52	74.07	65.95	122.61	118.74	119.07	110.55	115.56	115.20	93.83	97.37	108.30	111.28	95.68	118.07	132.00	145.28	134.56	111.87	122.29	123.01	118.42	102.69	123.54	152.15	97.21	141.56	102.85	28.62	61.70	127.42	145.00	114.89	107.63	95.26	112.40	99.18	95.70	115.17	130.57	125.69	93.22	87.96	122.73	111.63	101.86	136.63
QG37_00475	132.86	118.85	72.19	74.39	102.43	107.40	119.92	112.01	117.40	104.99	87.56	83.18	105.93	97.03	89.05	107.31	141.07	156.85	140.64	128.08	119.94	112.55	121.62	105.99	121.79	142.91	100.34	127.05	94.57	27.90	77.22	118.52	129.40	114.56	96.75	86.36	112.87	116.08	80.90	119.13	139.81	133.09	86.23	77.21	121.20	120.47	94.99	131.64
QG37_00476	116.96	124.77	64.67	73.41	114.68	108.36	109.76	108.74	124.98	105.41	89.10	94.57	92.46	103.57	106.53	110.28	124.64	140.37	133.17	110.75	119.01	114.99	123.43	102.96	126.23	142.81	99.34	121.77	103.40	29.25	68.26	122.54	126.72	110.54	105.58	92.93	103.77	110.12	83.67	120.21	136.18	122.64	86.62	87.29	106.40	106.17	94.93	145.09
QG37_00478	122.60	130.53	70.87	62.40	109.37	92.18	98.51	103.20	115.83	108.97	94.00	98.83	91.11	88.68	113.47	112.77	136.89	130.77	121.84	119.38	100.19	124.73	140.76	102.24	108.88	149.43	102.60	150.75	117.52	23.86	76.35	122.47	139.43	124.12	114.29	77.92	112.28	109.73	97.97	126.53	150.69	140.28	100.60	91.21	107.00	103.51	110.42	137.43
QG37_00479	113.25	112.39	68.73	70.12	102.23	100.12	106.11	111.50	118.54	90.64	80.37	93.29	94.73	103.89	102.73	114.19	125.20	153.06	121.51	114.26	119.92	105.62	109.12	94.37	112.62	129.85	101.41	135.39	97.58	29.39	67.92	113.03	113.55	113.52	109.03	93.63	109.72	98.47	90.79	119.71	146.55	127.07	90.10	88.64	116.40	109.46	99.02	124.89
QG37_00480	129.65	116.83	65.95	77.69	101.21	120.16	117.59	102.88	119.30	96.48	94.92	82.58	107.66	99.49	102.15	123.64	142.94	142.80	125.24	112.10	122.57	114.23	123.87	95.19	121.69	128.74	102.63	118.95	101.19	32.57	66.67	125.26	121.68	114.86	107.20	95.79	105.14	115.07	99.48	115.92	138.78	128.45	90.91	92.43	114.75	112.42	102.57	128.82
QG37_00481	119.14	121.93	61.25	63.73	106.53	101.84	110.00	108.35	130.17	101.82	87.88	104.19	101.75	94.27	104.80	113.94	128.64	156.89	132.93	115.76	111.49	114.70	124.36	97.69	112.95	132.65	92.86	131.81	96.64	24.84	71.77	114.89	121.60	114.49	107.61	94.90	104.40	100.45	91.12	112.79	135.02	119.61	89.30	91.22	110.18	108.92	106.29	136.96
