GENE	COVERAGE	STRAIN	GROUP
QG37_00975	1.1267	CDC_B11096	Pakistan
QG37_00975	1.0439	CDC_B11097	Pakistan
QG37_00975	0.9675	CDC_B11098	Pakistan
QG37_00975	1.2000	CDC_B11099	Pakistan
QG37_00975	1.0525	CDC_B11101	Pakistan
QG37_00975	1.1264	CDC_B11102	Pakistan
QG37_00975	1.0341	CDC_B11103	Pakistan
QG37_00975	1.0632	CDC_B11105	Pakistan
QG37_00975	1.0476	CDC_B11112	Pakistan
QG37_00975	1.0469	CDC_B11113	Pakistan
QG37_00975	1.0805	CDC_B11114	Pakistan
QG37_00975	1.1823	CDC_B11115	Pakistan
QG37_00975	1.1366	CDC_B11116	Pakistan
QG37_00975	1.0330	CDC_B11117	Pakistan
QG37_00975	1.0653	CDC_B11118	Pakistan
QG37_00975	1.0387	CDC_B11119	Pakistan
QG37_00975	1.0963	CDC_B11200	India
QG37_00975	0.8771	CDC_B11201	India
QG37_00975	1.1220	CDC_B11205	India
QG37_00975	1.0300	CDC_B11206	India
QG37_00975	0.9656	CDC_B11207	India
QG37_00975	1.0787	CDC_B11208	India
QG37_00975	1.0627	CDC_B11209	India
QG37_00975	0.9596	CDC_B11210	India
QG37_00975	1.1627	CDC_B11212	India
QG37_00975	1.1665	CDC_B11213	India
QG37_00975	1.0458	CDC_B11214	India
QG37_00975	1.0943	CDC_B11215	India
QG37_00975	1.0243	CDC_B11216	India
QG37_00975	0.9797	CDC_B11217	India
QG37_00975	1.0850	CDC_B11218	India
QG37_00975	1.0289	CDC_B11219	India
QG37_00975	0.0044	CDC_B11220	Japan
QG37_00975	1.2403	CDC_B11221	South Africa
QG37_00975	1.0868	CDC_B11222	South Africa
QG37_00975	0.9133	CDC_B11223	South Africa
QG37_00975	1.0411	CDC_B11224	South Africa
QG37_00975	1.0052	CDC_B11225	South Africa
QG37_00975	1.1812	CDC_B11226	South Africa
QG37_00975	1.0458	CDC_B11227	South Africa
QG37_00975	1.0227	CDC_B11228	South Africa
QG37_00975	1.0386	CDC_B11229	South Africa
QG37_00975	0.9790	CDC_B11230	South Africa
QG37_00975	0.7281	CDC_B11243	Venezuela
QG37_00975	0.9496	CDC_B11244	Venezuela
QG37_00975	0.7487	CDC_B11245	Venezuela
QG37_00975	0.6845	CDC_B11246	Venezuela
QG37_00975	0.9990	CDC_B11247	Venezuela
QG37_00976	0.6068	CDC_B11096	Pakistan
QG37_00976	0.8729	CDC_B11097	Pakistan
QG37_00976	0.9795	CDC_B11098	Pakistan
QG37_00976	0.8622	CDC_B11099	Pakistan
QG37_00976	0.7895	CDC_B11101	Pakistan
QG37_00976	0.8729	CDC_B11102	Pakistan
QG37_00976	0.8031	CDC_B11103	Pakistan
QG37_00976	0.8367	CDC_B11105	Pakistan
QG37_00976	0.8710	CDC_B11112	Pakistan
QG37_00976	1.0049	CDC_B11113	Pakistan
QG37_00976	0.8640	CDC_B11114	Pakistan
QG37_00976	0.9099	CDC_B11115	Pakistan
QG37_00976	0.8901	CDC_B11116	Pakistan
QG37_00976	0.7964	CDC_B11117	Pakistan
QG37_00976	0.8046	CDC_B11118	Pakistan
QG37_00976	0.7249	CDC_B11119	Pakistan
QG37_00976	0.8095	CDC_B11200	India
QG37_00976	0.7837	CDC_B11201	India
QG37_00976	0.9609	CDC_B11205	India
QG37_00976	0.8448	CDC_B11206	India
QG37_00976	0.8095	CDC_B11207	India
QG37_00976	0.8213	CDC_B11208	India
QG37_00976	0.7921	CDC_B11209	India
QG37_00976	0.7811	CDC_B11210	India
QG37_00976	0.7826	CDC_B11212	India
QG37_00976	0.7235	CDC_B11213	India
QG37_00976	0.9697	CDC_B11214	India
QG37_00976	0.7806	CDC_B11215	India
QG37_00976	0.8196	CDC_B11216	India
QG37_00976	0.8721	CDC_B11217	India
QG37_00976	0.6949	CDC_B11218	India
QG37_00976	0.7994	CDC_B11219	India
QG37_00976	0.0120	CDC_B11220	Japan
QG37_00976	0.9069	CDC_B11221	South Africa
QG37_00976	0.8647	CDC_B11222	South Africa
QG37_00976	0.8365	CDC_B11223	South Africa
QG37_00976	0.8686	CDC_B11224	South Africa
QG37_00976	0.8871	CDC_B11225	South Africa
QG37_00976	0.8317	CDC_B11226	South Africa
QG37_00976	0.7185	CDC_B11227	South Africa
QG37_00976	0.6005	CDC_B11228	South Africa
QG37_00976	0.8027	CDC_B11229	South Africa
QG37_00976	0.8257	CDC_B11230	South Africa
QG37_00976	0.7596	CDC_B11243	Venezuela
QG37_00976	0.7975	CDC_B11244	Venezuela
QG37_00976	0.8133	CDC_B11245	Venezuela
QG37_00976	0.8132	CDC_B11246	Venezuela
QG37_00976	0.8606	CDC_B11247	Venezuela
QG37_00977	1.1760	CDC_B11096	Pakistan
QG37_00977	1.1099	CDC_B11097	Pakistan
QG37_00977	0.9266	CDC_B11098	Pakistan
QG37_00977	0.9639	CDC_B11099	Pakistan
QG37_00977	1.0848	CDC_B11101	Pakistan
QG37_00977	1.1626	CDC_B11102	Pakistan
QG37_00977	1.1099	CDC_B11103	Pakistan
QG37_00977	1.1358	CDC_B11105	Pakistan
