GENE	COVERAGE	STRAIN	GROUP
QG37_02887	0.5920	CDC_B11096	Pakistan
QG37_02887	0.4809	CDC_B11097	Pakistan
QG37_02887	0.5650	CDC_B11098	Pakistan
QG37_02887	0.5339	CDC_B11099	Pakistan
QG37_02887	0.5253	CDC_B11101	Pakistan
QG37_02887	0.5882	CDC_B11102	Pakistan
QG37_02887	0.5022	CDC_B11103	Pakistan
QG37_02887	0.5262	CDC_B11105	Pakistan
QG37_02887	0.3995	CDC_B11112	Pakistan
QG37_02887	0.5169	CDC_B11113	Pakistan
QG37_02887	0.3633	CDC_B11114	Pakistan
QG37_02887	0.6310	CDC_B11115	Pakistan
QG37_02887	0.5127	CDC_B11116	Pakistan
QG37_02887	0.6483	CDC_B11117	Pakistan
QG37_02887	0.4767	CDC_B11118	Pakistan
QG37_02887	0.4550	CDC_B11119	Pakistan
QG37_02887	0.5664	CDC_B11200	India
QG37_02887	0.4900	CDC_B11201	India
QG37_02887	0.5912	CDC_B11205	India
QG37_02887	0.3489	CDC_B11206	India
QG37_02887	0.4826	CDC_B11207	India
QG37_02887	0.5031	CDC_B11208	India
QG37_02887	0.4711	CDC_B11209	India
QG37_02887	0.4241	CDC_B11210	India
QG37_02887	0.6208	CDC_B11212	India
QG37_02887	0.5567	CDC_B11213	India
QG37_02887	0.5247	CDC_B11214	India
QG37_02887	0.5829	CDC_B11215	India
QG37_02887	0.4286	CDC_B11216	India
QG37_02887	0.6044	CDC_B11217	India
QG37_02887	0.3893	CDC_B11218	India
QG37_02887	0.4298	CDC_B11219	India
QG37_02887	0.3034	CDC_B11220	Japan
QG37_02887	0.5822	CDC_B11221	South Africa
QG37_02887	0.5562	CDC_B11222	South Africa
QG37_02887	0.5124	CDC_B11223	South Africa
QG37_02887	0.5280	CDC_B11224	South Africa
QG37_02887	0.4799	CDC_B11225	South Africa
QG37_02887	0.4899	CDC_B11226	South Africa
QG37_02887	0.6420	CDC_B11227	South Africa
QG37_02887	0.5036	CDC_B11228	South Africa
QG37_02887	0.4317	CDC_B11229	South Africa
QG37_02887	0.5548	CDC_B11230	South Africa
QG37_02887	0.3279	CDC_B11243	Venezuela
QG37_02887	0.4625	CDC_B11244	Venezuela
QG37_02887	0.6159	CDC_B11245	Venezuela
QG37_02887	0.5889	CDC_B11246	Venezuela
QG37_02887	0.4572	CDC_B11247	Venezuela
QG37_02888	0.8907	CDC_B11096	Pakistan
QG37_02888	0.8674	CDC_B11097	Pakistan
QG37_02888	0.9586	CDC_B11098	Pakistan
QG37_02888	0.9777	CDC_B11099	Pakistan
QG37_02888	0.9559	CDC_B11101	Pakistan
QG37_02888	0.9339	CDC_B11102	Pakistan
QG37_02888	1.0373	CDC_B11103	Pakistan
QG37_02888	0.8727	CDC_B11105	Pakistan
QG37_02888	1.0713	CDC_B11112	Pakistan
QG37_02888	0.9241	CDC_B11113	Pakistan
QG37_02888	1.0531	CDC_B11114	Pakistan
QG37_02888	0.8163	CDC_B11115	Pakistan
QG37_02888	0.7377	CDC_B11116	Pakistan
QG37_02888	1.0283	CDC_B11117	Pakistan
QG37_02888	0.9658	CDC_B11118	Pakistan
QG37_02888	0.8782	CDC_B11119	Pakistan
QG37_02888	0.8279	CDC_B11200	India
QG37_02888	0.8090	CDC_B11201	India
QG37_02888	0.8228	CDC_B11205	India
QG37_02888	0.9250	CDC_B11206	India
QG37_02888	1.0072	CDC_B11207	India
QG37_02888	0.8592	CDC_B11208	India
QG37_02888	1.0326	CDC_B11209	India
QG37_02888	1.0352	CDC_B11210	India
QG37_02888	0.9357	CDC_B11212	India
QG37_02888	0.9150	CDC_B11213	India
QG37_02888	1.0162	CDC_B11214	India
QG37_02888	1.0001	CDC_B11215	India
QG37_02888	0.8144	CDC_B11216	India
QG37_02888	0.7305	CDC_B11217	India
QG37_02888	0.8943	CDC_B11218	India
QG37_02888	0.9764	CDC_B11219	India
QG37_02888	1.1019	CDC_B11220	Japan
QG37_02888	0.9703	CDC_B11221	South Africa
QG37_02888	0.9675	CDC_B11222	South Africa
QG37_02888	0.7812	CDC_B11223	South Africa
QG37_02888	1.0423	CDC_B11224	South Africa
QG37_02888	0.8378	CDC_B11225	South Africa
QG37_02888	0.9869	CDC_B11226	South Africa
QG37_02888	0.8432	CDC_B11227	South Africa
QG37_02888	0.8000	CDC_B11228	South Africa
QG37_02888	0.9998	CDC_B11229	South Africa
QG37_02888	0.9114	CDC_B11230	South Africa
QG37_02888	0.8290	CDC_B11243	Venezuela
QG37_02888	0.8881	CDC_B11244	Venezuela
QG37_02888	0.7631	CDC_B11245	Venezuela
QG37_02888	1.0148	CDC_B11246	Venezuela
QG37_02888	0.7766	CDC_B11247	Venezuela
QG37_02889	0.9717	CDC_B11096	Pakistan
QG37_02889	1.0147	CDC_B11097	Pakistan
QG37_02889	0.8683	CDC_B11098	Pakistan
QG37_02889	0.8466	CDC_B11099	Pakistan
QG37_02889	0.8019	CDC_B11101	Pakistan
QG37_02889	0.9709	CDC_B11102	Pakistan
QG37_02889	0.9137	CDC_B11103	Pakistan
QG37_02889	0.8874	CDC_B11105	Pakistan
QG37_02889	0.9925	CDC_B11112	Pakistan
QG37_02889	0.9161	CDC_B11113	Pakistan
QG37_02889	1.0036	CDC_B11114	Pakistan
QG37_02889	0.8470	CDC_B11115	Pakistan
QG37_02889	0.8458	CDC_B11116	Pakistan
QG37_02889	1.0731	CDC_B11117	Pakistan
QG37_02889	0.9141	CDC_B11118	Pakistan
QG37_02889	0.8179	CDC_B11119	Pakistan
QG37_02889	0.8660	CDC_B11200	India
QG37_02889	0.8023	CDC_B11201	India
QG37_02889	0.9420	CDC_B11205	India
QG37_02889	0.9652	CDC_B11206	India
QG37_02889	0.8958	CDC_B11207	India
QG37_02889	0.8801	CDC_B11208	India
QG37_02889	0.8262	CDC_B11209	India
QG37_02889	0.7966	CDC_B11210	India
QG37_02889	0.8813	CDC_B11212	India
QG37_02889	0.9104	CDC_B11213	India
QG37_02889	0.8111	CDC_B11214	India
QG37_02889	0.8264	CDC_B11215	India
QG37_02889	0.8771	CDC_B11216	India
QG37_02889	1.0394	CDC_B11217	India
QG37_02889	0.7512	CDC_B11218	India
QG37_02889	0.8859	CDC_B11219	India
QG37_02889	0.8494	CDC_B11220	Japan
QG37_02889	0.7968	CDC_B11221	South Africa
QG37_02889	0.9975	CDC_B11222	South Africa
QG37_02889	0.9868	CDC_B11223	South Africa
QG37_02889	0.9740	CDC_B11224	South Africa
QG37_02889	0.9064	CDC_B11225	South Africa
QG37_02889	1.0919	CDC_B11226	South Africa
QG37_02889	0.8262	CDC_B11227	South Africa
QG37_02889	0.9679	CDC_B11228	South Africa
QG37_02889	0.8437	CDC_B11229	South Africa
QG37_02889	0.8523	CDC_B11230	South Africa
QG37_02889	0.8451	CDC_B11243	Venezuela
QG37_02889	0.8544	CDC_B11244	Venezuela
QG37_02889	0.8051	CDC_B11245	Venezuela
QG37_02889	0.7971	CDC_B11246	Venezuela
QG37_02889	0.7789	CDC_B11247	Venezuela
QG37_02890	1.0534	CDC_B11096	Pakistan
QG37_02890	0.9676	CDC_B11097	Pakistan
QG37_02890	0.9807	CDC_B11098	Pakistan
QG37_02890	0.9933	CDC_B11099	Pakistan
QG37_02890	0.9429	CDC_B11101	Pakistan
QG37_02890	1.0617	CDC_B11102	Pakistan
QG37_02890	0.9083	CDC_B11103	Pakistan
QG37_02890	0.8644	CDC_B11105	Pakistan
QG37_02890	0.8940	CDC_B11112	Pakistan
QG37_02890	0.8881	CDC_B11113	Pakistan
QG37_02890	0.8632	CDC_B11114	Pakistan
QG37_02890	0.8464	CDC_B11115	Pakistan
QG37_02890	1.0320	CDC_B11116	Pakistan
QG37_02890	0.9825	CDC_B11117	Pakistan
QG37_02890	0.8951	CDC_B11118	Pakistan
QG37_02890	0.9014	CDC_B11119	Pakistan
QG37_02890	0.9462	CDC_B11200	India
QG37_02890	0.8850	CDC_B11201	India
QG37_02890	0.9515	CDC_B11205	India
QG37_02890	0.9412	CDC_B11206	India
QG37_02890	0.9622	CDC_B11207	India
QG37_02890	0.8390	CDC_B11208	India
QG37_02890	0.9057	CDC_B11209	India
QG37_02890	0.8926	CDC_B11210	India
QG37_02890	0.8495	CDC_B11212	India
QG37_02890	0.8424	CDC_B11213	India
QG37_02890	0.8432	CDC_B11214	India
QG37_02890	0.9404	CDC_B11215	India
QG37_02890	0.7262	CDC_B11216	India
QG37_02890	0.6387	CDC_B11217	India
QG37_02890	0.8744	CDC_B11218	India
QG37_02890	0.8861	CDC_B11219	India
QG37_02890	0.8802	CDC_B11220	Japan
QG37_02890	0.8403	CDC_B11221	South Africa
QG37_02890	0.8795	CDC_B11222	South Africa
QG37_02890	0.9770	CDC_B11223	South Africa
QG37_02890	0.9456	CDC_B11224	South Africa
QG37_02890	0.8652	CDC_B11225	South Africa
QG37_02890	0.8337	CDC_B11226	South Africa
QG37_02890	0.9519	CDC_B11227	South Africa
QG37_02890	0.9272	CDC_B11228	South Africa
QG37_02890	0.8184	CDC_B11229	South Africa
QG37_02890	0.7999	CDC_B11230	South Africa
QG37_02890	1.0771	CDC_B11243	Venezuela
QG37_02890	0.8902	CDC_B11244	Venezuela
QG37_02890	0.8974	CDC_B11245	Venezuela
QG37_02890	0.9500	CDC_B11246	Venezuela
QG37_02890	0.8538	CDC_B11247	Venezuela
QG37_02891	1.1292	CDC_B11096	Pakistan
QG37_02891	1.0410	CDC_B11097	Pakistan
QG37_02891	1.0246	CDC_B11098	Pakistan
QG37_02891	1.0009	CDC_B11099	Pakistan
QG37_02891	1.1311	CDC_B11101	Pakistan
QG37_02891	1.0246	CDC_B11102	Pakistan
QG37_02891	1.1201	CDC_B11103	Pakistan
QG37_02891	1.0819	CDC_B11105	Pakistan
QG37_02891	1.0217	CDC_B11112	Pakistan
QG37_02891	1.0329	CDC_B11113	Pakistan
QG37_02891	1.1341	CDC_B11114	Pakistan
QG37_02891	1.0294	CDC_B11115	Pakistan
QG37_02891	0.9657	CDC_B11116	Pakistan
QG37_02891	1.0151	CDC_B11117	Pakistan
QG37_02891	0.9530	CDC_B11118	Pakistan
QG37_02891	1.0507	CDC_B11119	Pakistan
QG37_02891	1.0251	CDC_B11200	India
QG37_02891	1.0977	CDC_B11201	India
QG37_02891	1.0293	CDC_B11205	India
QG37_02891	1.0468	CDC_B11206	India
QG37_02891	0.9850	CDC_B11207	India
QG37_02891	1.0253	CDC_B11208	India
QG37_02891	1.0133	CDC_B11209	India
QG37_02891	1.0256	CDC_B11210	India
QG37_02891	0.9597	CDC_B11212	India
QG37_02891	1.0713	CDC_B11213	India
QG37_02891	0.9722	CDC_B11214	India
QG37_02891	0.9920	CDC_B11215	India
QG37_02891	0.9728	CDC_B11216	India
QG37_02891	0.8615	CDC_B11217	India
QG37_02891	0.9417	CDC_B11218	India
QG37_02891	0.9851	CDC_B11219	India
QG37_02891	0.9722	CDC_B11220	Japan
QG37_02891	0.9997	CDC_B11221	South Africa
QG37_02891	0.9700	CDC_B11222	South Africa
QG37_02891	1.0043	CDC_B11223	South Africa
QG37_02891	1.0626	CDC_B11224	South Africa
QG37_02891	0.9770	CDC_B11225	South Africa
QG37_02891	0.9390	CDC_B11226	South Africa
QG37_02891	1.0090	CDC_B11227	South Africa
QG37_02891	1.0962	CDC_B11228	South Africa
QG37_02891	1.0381	CDC_B11229	South Africa
QG37_02891	0.9381	CDC_B11230	South Africa
QG37_02891	1.0449	CDC_B11243	Venezuela
QG37_02891	0.9955	CDC_B11244	Venezuela
QG37_02891	0.9747	CDC_B11245	Venezuela
QG37_02891	0.9641	CDC_B11246	Venezuela
QG37_02891	0.8987	CDC_B11247	Venezuela
QG37_02892	1.0662	CDC_B11096	Pakistan
QG37_02892	1.1240	CDC_B11097	Pakistan
QG37_02892	1.0651	CDC_B11098	Pakistan
QG37_02892	0.9023	CDC_B11099	Pakistan
QG37_02892	1.0195	CDC_B11101	Pakistan
QG37_02892	0.9018	CDC_B11102	Pakistan
QG37_02892	1.2144	CDC_B11103	Pakistan
QG37_02892	0.9129	CDC_B11105	Pakistan
QG37_02892	1.0776	CDC_B11112	Pakistan
QG37_02892	1.0763	CDC_B11113	Pakistan
QG37_02892	1.1852	CDC_B11114	Pakistan
QG37_02892	1.1278	CDC_B11115	Pakistan
QG37_02892	1.1535	CDC_B11116	Pakistan
QG37_02892	0.9068	CDC_B11117	Pakistan
QG37_02892	1.0571	CDC_B11118	Pakistan
QG37_02892	1.0817	CDC_B11119	Pakistan
QG37_02892	1.0716	CDC_B11200	India
QG37_02892	1.1063	CDC_B11201	India
QG37_02892	1.0155	CDC_B11205	India
QG37_02892	1.0443	CDC_B11206	India
QG37_02892	1.0439	CDC_B11207	India
QG37_02892	0.9863	CDC_B11208	India
QG37_02892	1.1085	CDC_B11209	India
QG37_02892	1.1347	CDC_B11210	India
QG37_02892	1.1490	CDC_B11212	India
QG37_02892	1.0522	CDC_B11213	India
QG37_02892	1.1623	CDC_B11214	India
QG37_02892	1.0406	CDC_B11215	India
QG37_02892	1.1864	CDC_B11216	India
QG37_02892	1.4332	CDC_B11217	India
QG37_02892	1.0060	CDC_B11218	India
QG37_02892	1.0976	CDC_B11219	India
QG37_02892	1.0944	CDC_B11220	Japan
QG37_02892	1.0040	CDC_B11221	South Africa
QG37_02892	1.0243	CDC_B11222	South Africa
QG37_02892	1.1709	CDC_B11223	South Africa
QG37_02892	0.9279	CDC_B11224	South Africa
QG37_02892	0.8986	CDC_B11225	South Africa
QG37_02892	1.1071	CDC_B11226	South Africa
QG37_02892	1.0827	CDC_B11227	South Africa
QG37_02892	0.9938	CDC_B11228	South Africa
QG37_02892	1.0594	CDC_B11229	South Africa
QG37_02892	1.0072	CDC_B11230	South Africa
QG37_02892	1.0449	CDC_B11243	Venezuela
QG37_02892	1.2939	CDC_B11244	Venezuela
QG37_02892	0.9516	CDC_B11245	Venezuela
QG37_02892	1.0204	CDC_B11246	Venezuela
QG37_02892	0.9721	CDC_B11247	Venezuela
QG37_02893	1.1030	CDC_B11096	Pakistan
QG37_02893	1.1026	CDC_B11097	Pakistan
QG37_02893	1.1128	CDC_B11098	Pakistan
QG37_02893	0.6308	CDC_B11099	Pakistan
QG37_02893	1.0635	CDC_B11101	Pakistan
QG37_02893	1.0485	CDC_B11102	Pakistan
QG37_02893	1.0822	CDC_B11103	Pakistan
QG37_02893	0.9158	CDC_B11105	Pakistan
QG37_02893	1.0666	CDC_B11112	Pakistan
QG37_02893	1.0902	CDC_B11113	Pakistan
QG37_02893	1.1687	CDC_B11114	Pakistan
QG37_02893	0.9341	CDC_B11115	Pakistan
QG37_02893	0.8607	CDC_B11116	Pakistan
QG37_02893	0.9013	CDC_B11117	Pakistan
QG37_02893	0.9314	CDC_B11118	Pakistan
QG37_02893	0.9939	CDC_B11119	Pakistan
QG37_02893	0.9993	CDC_B11200	India
QG37_02893	1.0538	CDC_B11201	India
QG37_02893	1.0750	CDC_B11205	India
QG37_02893	1.0002	CDC_B11206	India
QG37_02893	1.0680	CDC_B11207	India
QG37_02893	1.0663	CDC_B11208	India
QG37_02893	1.0134	CDC_B11209	India
QG37_02893	1.0089	CDC_B11210	India
QG37_02893	1.0145	CDC_B11212	India
QG37_02893	1.0958	CDC_B11213	India
QG37_02893	1.0276	CDC_B11214	India
QG37_02893	1.0489	CDC_B11215	India
