GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_07244	41.23	30.70	21.92	18.45	27.72	32.08	40.25	34.79	35.60	23.30	30.28	21.98	36.15	38.54	30.74	39.36	36.40	40.15	36.88	31.66	35.51	35.14	35.26	25.67	32.79	35.47	24.39	36.13	34.03	9.71	27.92	24.62	47.00	22.95	20.97	15.67	12.15	28.46	14.46	20.24	26.71	20.79	19.01	22.81	16.99	14.76	12.59	23.33
QG37_07245	99.25	95.93	60.90	62.44	84.49	86.48	104.64	96.79	98.34	90.52	76.18	75.17	86.46	89.46	95.01	105.38	120.11	122.71	102.85	90.58	103.36	102.90	106.59	77.18	99.36	123.09	76.63	96.08	81.26	23.27	64.46	89.07	100.83	88.68	91.77	65.11	79.99	90.00	64.40	90.03	123.10	97.69	70.32	73.91	82.60	83.76	70.77	109.86
QG37_07246	80.32	56.80	43.50	33.88	61.91	54.39	63.10	61.17	59.07	57.86	48.43	42.07	52.24	55.15	53.86	52.42	74.38	71.52	65.35	62.35	46.95	66.92	64.86	54.42	75.96	59.84	47.73	63.70	45.91	7.83	37.90	61.55	69.01	52.66	61.53	36.82	55.66	46.08	46.64	66.35	54.64	67.68	52.16	43.99	68.60	48.29	56.70	80.41
QG37_07247	94.90	105.19	49.00	61.69	83.99	92.43	93.31	92.40	102.57	84.93	71.23	72.15	78.03	84.69	80.86	94.55	116.93	123.50	106.49	94.70	94.11	102.40	109.16	80.33	103.08	109.10	76.74	91.28	80.94	20.60	59.85	98.59	106.23	88.02	89.49	77.35	83.32	94.86	74.46	96.25	111.73	98.28	77.26	76.82	97.13	90.32	80.45	105.18
QG37_07248	89.26	100.67	44.26	52.55	68.80	91.97	86.11	73.55	88.22	77.21	45.89	77.52	55.96	72.65	81.55	78.56	85.45	105.43	105.36	83.73	84.48	92.00	87.27	68.05	88.97	110.78	76.00	76.84	68.09	16.11	49.94	79.89	101.18	80.39	83.48	69.04	109.63	81.71	62.15	73.47	106.35	90.98	59.05	82.47	81.79	85.80	72.17	100.60
QG37_07249	102.41	96.05	66.56	70.09	100.48	118.76	116.26	109.55	119.69	111.07	87.43	89.21	91.31	101.47	110.76	111.81	116.66	137.27	138.34	98.00	101.67	127.95	118.62	69.54	106.77	145.99	96.73	118.86	91.34	28.03	64.84	110.93	127.74	118.96	95.55	93.74	93.83	96.01	95.52	112.53	113.50	114.64	84.93	82.84	109.42	102.83	97.99	145.12
QG37_07250	113.58	125.69	64.64	71.52	109.00	87.35	109.62	118.15	109.39	107.88	70.41	93.80	98.95	94.45	93.10	101.74	151.71	138.14	128.25	88.87	128.37	127.99	131.65	125.74	129.59	137.94	96.80	120.38	98.08	28.57	74.30	129.71	153.28	121.57	108.58	74.82	109.18	117.64	107.25	123.03	149.77	120.29	79.09	94.31	126.54	113.58	113.54	138.26
QG37_07251	108.18	127.34	56.88	77.23	109.56	96.09	97.62	98.49	88.76	103.18	86.01	75.28	90.30	97.73	85.43	115.38	112.60	125.06	119.98	125.58	105.40	119.29	117.59	111.08	116.57	110.71	83.67	132.33	87.49	21.61	73.61	116.88	135.31	114.36	106.71	94.63	119.13	110.54	86.97	127.95	118.28	116.80	92.90	79.79	95.87	115.31	98.80	141.73
QG37_07252	105.98	104.22	62.26	66.97	106.68	105.59	121.63	110.26	119.88	101.73	88.81	86.96	94.21	106.49	105.01	107.52	126.12	133.56	122.00	105.34	102.41	106.65	109.38	84.82	117.78	117.48	87.75	116.05	93.52	25.76	64.22	114.71	133.05	120.31	109.63	86.08	112.82	108.49	77.01	126.02	136.20	121.81	98.13	92.10	94.82	96.36	98.53	133.05
QG37_07253	121.30	120.89	66.72	68.80	110.04	95.82	100.09	119.20	120.57	92.88	84.33	85.76	81.76	105.18	91.25	104.43	133.03	155.96	119.12	100.96	98.94	105.50	123.17	110.65	113.01	116.58	87.92	119.83	87.05	25.20	73.66	110.65	129.16	108.10	102.33	77.12	94.69	112.29	98.06	109.44	124.82	124.48	84.76	95.00	103.34	113.57	104.12	122.43
