GENE	COVERAGE	STRAIN	GROUP
QG37_00709	1.1797	CDC_B11096	Pakistan
QG37_00709	1.1877	CDC_B11097	Pakistan
QG37_00709	1.2422	CDC_B11098	Pakistan
QG37_00709	1.0108	CDC_B11099	Pakistan
QG37_00709	1.1615	CDC_B11101	Pakistan
QG37_00709	1.1957	CDC_B11102	Pakistan
QG37_00709	1.0895	CDC_B11103	Pakistan
QG37_00709	1.1610	CDC_B11105	Pakistan
QG37_00709	1.1278	CDC_B11112	Pakistan
QG37_00709	1.2104	CDC_B11113	Pakistan
QG37_00709	1.0327	CDC_B11114	Pakistan
QG37_00709	1.1140	CDC_B11115	Pakistan
QG37_00709	1.1851	CDC_B11116	Pakistan
QG37_00709	1.0636	CDC_B11117	Pakistan
QG37_00709	1.0408	CDC_B11118	Pakistan
QG37_00709	1.0655	CDC_B11119	Pakistan
QG37_00709	1.1245	CDC_B11200	India
QG37_00709	1.0135	CDC_B11201	India
QG37_00709	1.0897	CDC_B11205	India
QG37_00709	1.1412	CDC_B11206	India
QG37_00709	1.0779	CDC_B11207	India
QG37_00709	1.1981	CDC_B11208	India
QG37_00709	1.0369	CDC_B11209	India
QG37_00709	1.1576	CDC_B11210	India
QG37_00709	1.1349	CDC_B11212	India
QG37_00709	1.1265	CDC_B11213	India
QG37_00709	1.1700	CDC_B11214	India
QG37_00709	1.1313	CDC_B11215	India
QG37_00709	1.1512	CDC_B11216	India
QG37_00709	1.1534	CDC_B11217	India
QG37_00709	1.0042	CDC_B11218	India
QG37_00709	1.1062	CDC_B11219	India
QG37_00709	1.1636	CDC_B11220	Japan
QG37_00709	1.0836	CDC_B11221	South Africa
QG37_00709	1.0005	CDC_B11222	South Africa
QG37_00709	1.1174	CDC_B11223	South Africa
QG37_00709	1.0677	CDC_B11224	South Africa
QG37_00709	0.9931	CDC_B11225	South Africa
QG37_00709	1.1458	CDC_B11226	South Africa
QG37_00709	1.0410	CDC_B11227	South Africa
QG37_00709	1.0616	CDC_B11228	South Africa
QG37_00709	1.0831	CDC_B11229	South Africa
QG37_00709	1.0140	CDC_B11230	South Africa
QG37_00709	1.0309	CDC_B11243	Venezuela
QG37_00709	1.1857	CDC_B11244	Venezuela
QG37_00709	1.0624	CDC_B11245	Venezuela
QG37_00709	1.1241	CDC_B11246	Venezuela
QG37_00709	1.0621	CDC_B11247	Venezuela
QG37_00710	1.2716	CDC_B11096	Pakistan
QG37_00710	1.2409	CDC_B11097	Pakistan
QG37_00710	1.2380	CDC_B11098	Pakistan
QG37_00710	1.0784	CDC_B11099	Pakistan
QG37_00710	1.1187	CDC_B11101	Pakistan
QG37_00710	1.2560	CDC_B11102	Pakistan
QG37_00710	1.1233	CDC_B11103	Pakistan
QG37_00710	1.2162	CDC_B11105	Pakistan
QG37_00710	1.1810	CDC_B11112	Pakistan
QG37_00710	1.1665	CDC_B11113	Pakistan
QG37_00710	1.2168	CDC_B11114	Pakistan
QG37_00710	1.0671	CDC_B11115	Pakistan
QG37_00710	1.1945	CDC_B11116	Pakistan
QG37_00710	1.0667	CDC_B11117	Pakistan
QG37_00710	0.9184	CDC_B11118	Pakistan
QG37_00710	0.9645	CDC_B11119	Pakistan
QG37_00710	1.0919	CDC_B11200	India
QG37_00710	1.1181	CDC_B11201	India
QG37_00710	1.0586	CDC_B11205	India
QG37_00710	1.1112	CDC_B11206	India
QG37_00710	1.0431	CDC_B11207	India
QG37_00710	1.1544	CDC_B11208	India
QG37_00710	1.1087	CDC_B11209	India
QG37_00710	1.0217	CDC_B11210	India
QG37_00710	1.0508	CDC_B11212	India
QG37_00710	1.1158	CDC_B11213	India
QG37_00710	1.1607	CDC_B11214	India
QG37_00710	1.1443	CDC_B11215	India
QG37_00710	1.1225	CDC_B11216	India
QG37_00710	0.9979	CDC_B11217	India
QG37_00710	1.1810	CDC_B11218	India
QG37_00710	1.2195	CDC_B11219	India
QG37_00710	1.2670	CDC_B11220	Japan
QG37_00710	1.0602	CDC_B11221	South Africa
QG37_00710	1.1458	CDC_B11222	South Africa
QG37_00710	1.0916	CDC_B11223	South Africa
QG37_00710	1.1217	CDC_B11224	South Africa
QG37_00710	0.9794	CDC_B11225	South Africa
QG37_00710	0.9950	CDC_B11226	South Africa
QG37_00710	0.9507	CDC_B11227	South Africa
QG37_00710	1.1099	CDC_B11228	South Africa
QG37_00710	1.0722	CDC_B11229	South Africa
QG37_00710	0.9866	CDC_B11230	South Africa
QG37_00710	1.0894	CDC_B11243	Venezuela
QG37_00710	1.1848	CDC_B11244	Venezuela
QG37_00710	1.1581	CDC_B11245	Venezuela
QG37_00710	1.0438	CDC_B11246	Venezuela
QG37_00710	1.0778	CDC_B11247	Venezuela
QG37_00711	1.0729	CDC_B11096	Pakistan
QG37_00711	1.1112	CDC_B11097	Pakistan
QG37_00711	1.3229	CDC_B11098	Pakistan
QG37_00711	1.0579	CDC_B11099	Pakistan
QG37_00711	1.0147	CDC_B11101	Pakistan
QG37_00711	1.1284	CDC_B11102	Pakistan
QG37_00711	1.1474	CDC_B11103	Pakistan
QG37_00711	1.0665	CDC_B11105	Pakistan
QG37_00711	1.0708	CDC_B11112	Pakistan
QG37_00711	1.1723	CDC_B11113	Pakistan
QG37_00711	1.0876	CDC_B11114	Pakistan
QG37_00711	1.1243	CDC_B11115	Pakistan
QG37_00711	1.1315	CDC_B11116	Pakistan
QG37_00711	1.0737	CDC_B11117	Pakistan
QG37_00711	0.9852	CDC_B11118	Pakistan
QG37_00711	0.9889	CDC_B11119	Pakistan
QG37_00711	1.0560	CDC_B11200	India
QG37_00711	0.9950	CDC_B11201	India
QG37_00711	1.0301	CDC_B11205	India
QG37_00711	1.1206	CDC_B11206	India
QG37_00711	1.1042	CDC_B11207	India
QG37_00711	1.0336	CDC_B11208	India
QG37_00711	1.0121	CDC_B11209	India
QG37_00711	1.0185	CDC_B11210	India
QG37_00711	1.0564	CDC_B11212	India
QG37_00711	1.0396	CDC_B11213	India
QG37_00711	0.9964	CDC_B11214	India
QG37_00711	1.1184	CDC_B11215	India
QG37_00711	1.0933	CDC_B11216	India
QG37_00711	1.0691	CDC_B11217	India
