GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_03112	7.17	48.66	27.40	21.81	43.81	48.23	51.16	41.47	44.89	33.07	40.11	38.45	42.24	41.07	37.40	49.59	49.92	42.28	52.18	45.01	39.91	40.52	49.00	40.22	39.12	41.67	43.50	45.54	28.67	6.85	19.43	53.29	99.37	41.48	40.42	33.23	34.50	42.21	33.94	42.29	42.10	56.10	35.61	50.36	42.20	40.57	37.00	49.18
QG37_03113	55.79	82.63	51.42	51.66	77.20	71.91	70.98	69.15	86.04	68.63	66.42	66.10	67.21	67.37	60.40	71.89	87.51	82.79	98.50	74.82	77.02	70.19	100.63	70.78	90.27	83.92	66.78	84.85	60.97	15.32	38.14	85.73	108.22	76.58	75.93	65.74	59.85	66.08	61.48	66.08	77.87	91.11	70.38	68.93	79.87	76.76	72.56	92.84
QG37_03114	98.39	94.92	62.48	67.59	83.71	92.61	88.76	93.26	105.29	77.91	80.20	73.55	83.52	92.01	88.08	96.69	120.55	123.68	108.50	95.07	96.16	95.14	111.86	90.97	103.71	117.83	77.82	103.50	81.08	22.00	59.18	96.55	107.85	93.77	89.89	71.10	85.32	93.50	83.28	93.97	119.42	100.16	82.54	77.25	89.11	86.04	79.21	116.77
QG37_03117	117.98	109.62	69.17	64.14	96.90	100.12	109.21	102.81	113.83	104.75	79.32	88.72	93.73	91.60	94.01	109.93	135.79	139.54	134.08	105.13	107.22	113.10	122.11	99.88	116.78	135.95	86.90	120.73	107.55	27.81	63.81	104.37	126.37	121.31	113.05	91.95	110.82	110.03	88.14	118.00	143.66	121.46	90.84	93.74	110.76	109.30	81.84	135.47
QG37_03118	113.01	133.70	76.76	77.49	126.40	103.71	119.54	108.42	129.34	112.28	113.88	136.41	98.33	97.76	118.56	120.91	151.30	168.93	153.93	104.38	116.45	118.69	133.16	107.78	137.84	133.11	105.79	139.02	108.84	35.56	76.88	121.79	124.02	114.01	104.10	79.00	104.75	103.13	86.36	149.08	164.68	147.85	95.84	88.53	107.70	100.28	97.90	141.74
QG37_03119	127.90	134.54	73.42	73.11	119.17	101.09	105.71	127.58	136.03	108.65	101.53	110.21	99.35	107.90	111.98	113.68	149.34	164.24	154.52	118.99	136.59	141.96	132.51	101.42	120.71	158.10	121.21	135.23	92.39	33.96	78.39	116.32	138.23	140.19	92.34	100.67	111.69	127.49	88.63	139.76	156.23	148.90	110.13	87.04	108.62	105.00	100.11	119.45
QG37_03120	133.08	127.80	69.78	79.22	122.10	110.99	111.30	121.06	128.89	116.98	93.89	100.16	104.10	105.59	114.14	123.13	147.88	159.15	144.15	120.05	125.50	133.28	130.53	116.44	134.33	154.32	105.44	138.56	113.14	29.98	79.07	119.65	143.50	128.37	106.09	99.33	113.31	118.81	98.65	126.61	152.20	124.40	97.19	100.33	123.21	122.54	104.02	151.82
QG37_03121	119.49	125.16	68.74	65.07	113.71	116.50	103.45	117.67	123.26	106.08	93.21	99.33	100.61	101.25	103.04	112.91	135.49	155.53	137.35	113.63	121.33	123.04	125.78	98.90	130.33	143.58	98.87	129.12	100.09	29.31	73.28	113.55	134.36	120.46	112.44	89.24	100.28	112.93	103.79	120.18	146.06	122.04	94.74	95.63	115.33	115.36	106.43	134.10
QG37_03122	109.18	132.49	69.95	77.15	95.10	110.00	101.98	109.38	118.08	108.46	85.22	89.89	92.92	86.25	106.26	118.04	134.27	150.47	139.74	111.38	102.16	115.65	116.18	106.75	118.27	130.48	99.73	129.18	110.06	28.76	65.32	111.33	122.98	118.83	108.76	81.76	105.61	114.54	100.78	110.67	132.69	138.82	95.89	93.30	115.98	109.68	99.60	144.72
QG37_03123	143.77	136.96	94.62	81.93	127.67	134.56	111.01	114.22	164.97	126.75	86.17	142.07	134.30	121.66	102.53	129.73	138.51	152.11	156.22	124.01	130.02	158.44	131.97	124.69	137.36	183.33	134.79	170.22	138.48	34.16	75.56	138.84	138.99	127.81	133.77	90.78	121.18	117.96	92.19	126.91	159.68	120.37	108.00	87.24	135.07	114.01	113.83	157.58
