GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_04907	51.08	69.22	38.31	49.40	64.98	70.97	54.71	69.26	70.99	62.03	40.08	47.94	52.53	58.30	57.41	61.92	78.93	104.25	90.26	61.91	65.31	76.71	89.45	79.39	69.25	67.55	59.83	68.11	49.24	16.56	51.10	68.66	80.70	77.44	65.96	60.76	67.78	63.96	61.82	78.87	84.53	69.96	57.68	50.62	74.17	63.08	58.74	96.24
QG37_04908	101.56	109.61	53.32	60.72	76.10	89.56	88.17	97.53	102.13	82.13	79.21	75.47	86.40	87.93	88.16	99.53	118.75	122.43	125.03	89.28	94.20	109.45	106.38	88.23	97.83	106.96	78.25	96.47	81.05	24.02	57.87	98.46	125.31	100.20	103.15	75.57	82.37	93.60	74.12	93.79	106.52	87.03	73.54	82.60	94.41	96.00	99.12	144.35
QG37_04909	92.96	94.81	52.44	62.14	85.99	95.65	86.11	90.18	103.02	94.97	84.15	72.44	85.69	94.15	86.83	109.80	105.95	127.08	126.63	83.86	102.60	115.01	110.56	97.91	107.64	144.94	81.79	102.30	76.57	26.71	70.51	108.36	125.47	109.36	86.45	77.23	88.69	98.91	75.46	109.69	125.00	110.59	81.31	83.70	98.58	107.84	90.21	134.33
QG37_04910	88.47	102.91	57.43	62.88	81.50	81.33	93.73	99.07	106.13	80.98	64.50	81.85	85.02	84.64	80.83	88.42	119.05	132.15	113.45	88.90	96.22	102.65	99.20	95.34	87.38	106.66	77.40	103.51	73.05	30.45	64.81	93.20	109.19	94.05	94.78	72.96	74.47	84.24	80.26	95.07	127.71	103.95	77.10	83.71	81.82	91.64	87.66	123.65
QG37_04911	105.95	104.07	64.66	59.40	81.43	74.62	88.30	102.73	100.76	83.30	74.89	73.86	84.27	80.44	89.03	110.06	130.06	116.99	117.22	88.17	104.48	96.98	114.95	88.50	112.92	122.06	81.63	107.37	81.43	21.78	58.26	110.13	104.99	97.00	91.52	70.21	85.22	102.55	77.97	105.04	124.05	105.59	81.12	78.53	99.78	93.57	81.77	135.19
QG37_04912	118.92	109.64	58.32	67.91	103.86	87.17	101.03	99.09	97.74	80.44	72.59	76.10	76.29	94.31	85.63	101.43	121.20	132.59	135.27	96.31	106.01	101.14	107.26	105.41	109.72	115.48	86.78	117.37	79.62	21.89	55.83	97.14	107.74	89.79	95.10	78.26	88.97	92.53	77.92	110.49	120.40	112.89	87.09	76.78	107.21	101.83	103.54	121.26
QG37_04913	107.41	103.45	51.18	66.35	84.48	83.82	95.44	98.55	109.53	84.71	58.75	83.76	88.01	90.20	90.30	103.89	114.89	128.94	121.96	114.08	110.08	102.08	110.32	111.89	96.64	133.10	89.04	123.11	85.49	34.84	84.25	99.59	134.50	112.62	97.27	73.91	106.34	118.21	74.46	119.69	110.95	99.54	102.56	81.20	82.89	87.00	99.33	130.60
QG37_04914	116.28	118.97	65.74	72.90	95.24	95.56	105.96	102.32	102.82	94.54	77.63	90.57	88.13	110.48	102.94	104.95	139.78	140.50	122.51	107.27	103.57	113.55	109.54	93.64	128.16	136.18	84.18	117.12	80.79	28.82	75.02	114.42	115.95	110.49	97.32	82.80	89.88	98.34	86.15	97.68	129.09	115.37	92.86	83.76	111.14	94.62	104.05	125.44
QG37_04915	121.14	110.64	62.47	61.09	106.64	96.80	87.60	91.77	109.72	101.34	81.82	85.95	88.43	86.18	106.52	112.57	133.97	147.96	125.92	108.03	112.32	110.31	131.70	92.56	115.29	122.17	96.17	109.69	77.71	27.11	60.69	106.29	125.66	98.53	103.05	83.97	107.03	99.71	85.54	115.78	131.65	104.46	87.90	88.31	108.32	119.34	92.93	145.10
QG37_04916	111.39	114.38	79.19	71.06	117.70	110.82	100.32	118.55	133.28	120.04	96.46	105.53	100.83	104.12	95.84	109.85	150.86	158.65	153.37	126.04	119.56	138.35	159.01	120.82	148.22	141.16	98.67	135.75	114.85	30.56	75.68	121.88	135.55	106.43	116.06	94.46	113.48	133.73	86.86	126.85	147.41	148.56	101.33	97.37	123.39	122.49	115.25	140.58
QG37_04917	116.25	125.14	76.94	73.46	117.90	113.36	113.00	104.30	122.67	114.03	86.78	101.41	106.28	110.42	110.47	113.12	149.42	155.78	145.33	105.49	117.63	115.00	133.29	118.21	122.47	131.45	95.80	118.66	107.33	29.23	73.59	119.68	129.79	124.61	107.73	101.64	107.01	116.56	92.11	128.00	139.08	132.24	95.70	79.57	118.81	107.42	107.92	139.97
QG37_04918	123.69	122.56	77.69	76.03	114.47	106.42	114.23	123.72	114.99	108.02	93.16	93.66	96.51	110.90	108.53	118.98	138.09	156.02	139.37	132.21	132.88	122.52	141.11	118.66	132.23	143.13	97.28	116.80	100.44	32.73	71.80	129.73	139.19	120.92	117.15	104.58	110.13	118.95	91.55	115.30	135.21	125.45	111.38	92.42	117.72	116.08	101.41	145.73
QG37_04919	94.72	102.11	66.28	69.68	88.24	106.05	96.34	101.39	117.67	86.68	73.17	77.22	71.03	84.19	97.59	96.63	117.14	140.59	108.30	117.64	100.91	113.18	111.18	95.39	108.19	103.44	88.75	96.68	86.04	22.42	66.22	96.96	126.17	94.90	90.07	78.91	98.60	106.13	80.61	101.26	118.90	112.61	87.55	81.21	114.15	112.88	92.29	134.26
QG37_04920	119.24	121.24	65.59	80.83	111.79	107.40	112.77	103.98	121.28	104.72	84.38	95.11	93.42	112.96	95.80	119.01	131.92	149.94	129.48	104.81	108.63	114.18	127.17	99.30	125.65	133.77	104.40	118.48	101.52	29.68	65.61	122.79	127.29	112.30	106.08	90.97	89.90	113.01	88.13	120.76	137.25	121.16	100.94	89.22	119.73	111.55	94.72	141.55
QG37_04921	112.58	132.47	67.65	60.02	111.29	109.21	116.65	127.21	117.63	107.81	96.32	97.96	105.24	109.00	110.81	116.77	129.42	145.15	146.00	119.30	131.18	119.89	116.36	102.34	138.22	133.41	88.56	115.51	118.47	27.68	77.29	110.78	117.27	107.95	92.56	73.01	102.79	105.61	83.67	124.43	140.22	135.47	90.53	93.41	111.94	95.15	93.46	125.53
QG37_04922	121.51	120.02	71.33	67.52	112.07	110.86	111.54	114.69	129.18	104.60	81.93	92.20	88.68	99.60	100.57	98.11	133.04	137.39	127.91	108.13	107.77	118.36	128.93	98.58	120.85	142.21	93.52	120.78	107.44	30.79	73.71	115.13	123.70	96.61	100.59	88.36	103.12	109.71	84.82	124.49	130.40	119.34	94.78	89.43	109.85	106.20	95.83	130.35
QG37_04923	119.88	118.74	68.93	65.62	111.89	117.24	112.33	105.41	118.70	91.95	96.29	79.68	85.45	98.14	103.88	105.14	134.63	134.61	126.69	96.17	125.88	122.13	126.92	99.92	117.68	138.31	110.41	122.22	94.82	25.32	67.51	125.12	130.62	120.84	106.40	88.59	101.37	118.98	92.70	112.02	128.03	114.17	96.19	97.72	111.49	119.35	94.31	130.27
QG37_04924	117.30	121.23	72.72	76.24	108.20	113.71	109.04	112.67	117.39	98.37	84.59	84.90	94.80	105.26	90.30	100.49	129.97	142.54	122.48	104.86	115.66	106.74	135.28	91.00	113.36	148.18	98.73	121.81	105.75	25.63	66.85	115.02	113.13	108.70	98.49	87.95	95.91	105.87	85.34	105.33	119.29	96.44	81.21	80.73	105.37	109.58	98.39	143.68
QG37_04925	131.63	132.17	63.64	61.31	123.56	96.42	97.57	105.16	117.21	116.49	82.42	103.40	95.50	80.50	102.45	108.24	124.23	138.42	128.45	124.08	122.76	115.65	118.90	92.88	108.86	141.34	87.10	117.58	89.45	29.60	72.83	105.53	133.01	123.11	106.41	93.44	97.18	117.46	86.85	116.61	152.66	123.43	91.09	44.02	56.87	59.16	46.39	76.19
QG37_04926	92.58	90.29	35.09	52.02	87.38	70.20	80.92	61.51	73.91	60.54	47.95	62.65	71.53	56.91	52.58	65.23	85.27	85.78	84.29	81.85	69.19	80.58	99.61	72.31	81.44	92.70	47.61	83.34	76.96	20.19	54.73	92.60	82.56	59.96	59.12	50.56	58.08	66.01	50.26	72.83	64.58	65.19	42.84	51.37	66.96	63.25	54.17	73.44
