GENE	COVERAGE	STRAIN	GROUP
QG37_07553	0.8892	CDC_B11096	Pakistan
QG37_07553	0.9893	CDC_B11097	Pakistan
QG37_07553	0.8995	CDC_B11098	Pakistan
QG37_07553	1.0013	CDC_B11099	Pakistan
QG37_07553	0.9773	CDC_B11101	Pakistan
QG37_07553	0.9855	CDC_B11102	Pakistan
QG37_07553	1.0238	CDC_B11103	Pakistan
QG37_07553	0.9028	CDC_B11105	Pakistan
QG37_07553	0.8991	CDC_B11112	Pakistan
QG37_07553	0.9010	CDC_B11113	Pakistan
QG37_07553	0.9176	CDC_B11114	Pakistan
QG37_07553	1.0157	CDC_B11115	Pakistan
QG37_07553	0.9411	CDC_B11116	Pakistan
QG37_07553	0.8969	CDC_B11117	Pakistan
QG37_07553	0.9195	CDC_B11118	Pakistan
QG37_07553	0.9594	CDC_B11119	Pakistan
QG37_07553	0.9560	CDC_B11200	India
QG37_07553	0.9597	CDC_B11201	India
QG37_07553	0.9664	CDC_B11205	India
QG37_07553	0.9721	CDC_B11206	India
QG37_07553	1.0136	CDC_B11207	India
QG37_07553	0.9607	CDC_B11208	India
QG37_07553	1.0336	CDC_B11209	India
QG37_07553	0.8926	CDC_B11210	India
QG37_07553	0.9234	CDC_B11212	India
QG37_07553	0.9023	CDC_B11213	India
QG37_07553	0.9301	CDC_B11214	India
QG37_07553	0.8915	CDC_B11215	India
QG37_07553	0.9295	CDC_B11216	India
QG37_07553	0.6775	CDC_B11217	India
QG37_07553	0.8422	CDC_B11218	India
QG37_07553	0.9385	CDC_B11219	India
QG37_07553	0.9497	CDC_B11220	Japan
QG37_07553	0.9212	CDC_B11221	South Africa
QG37_07553	0.9344	CDC_B11222	South Africa
QG37_07553	1.0481	CDC_B11223	South Africa
QG37_07553	0.8887	CDC_B11224	South Africa
QG37_07553	0.8791	CDC_B11225	South Africa
QG37_07553	0.9529	CDC_B11226	South Africa
QG37_07553	0.9690	CDC_B11227	South Africa
QG37_07553	1.0418	CDC_B11228	South Africa
QG37_07553	0.8505	CDC_B11229	South Africa
QG37_07553	0.9190	CDC_B11230	South Africa
QG37_07553	0.8339	CDC_B11243	Venezuela
QG37_07553	0.8148	CDC_B11244	Venezuela
QG37_07553	1.0198	CDC_B11245	Venezuela
QG37_07553	0.8876	CDC_B11246	Venezuela
QG37_07553	1.0017	CDC_B11247	Venezuela
QG37_07554	0.8220	CDC_B11096	Pakistan
QG37_07554	0.8416	CDC_B11097	Pakistan
QG37_07554	0.7756	CDC_B11098	Pakistan
QG37_07554	0.8420	CDC_B11099	Pakistan
QG37_07554	0.7572	CDC_B11101	Pakistan
QG37_07554	0.8451	CDC_B11102	Pakistan
QG37_07554	0.8854	CDC_B11103	Pakistan
QG37_07554	0.8110	CDC_B11105	Pakistan
QG37_07554	0.8265	CDC_B11112	Pakistan
QG37_07554	0.7977	CDC_B11113	Pakistan
QG37_07554	0.8765	CDC_B11114	Pakistan
QG37_07554	0.7714	CDC_B11115	Pakistan
QG37_07554	0.8283	CDC_B11116	Pakistan
QG37_07554	0.9112	CDC_B11117	Pakistan
QG37_07554	0.8095	CDC_B11118	Pakistan
QG37_07554	0.9392	CDC_B11119	Pakistan
QG37_07554	0.8509	CDC_B11200	India
QG37_07554	0.8112	CDC_B11201	India
QG37_07554	0.8399	CDC_B11205	India
QG37_07554	0.8076	CDC_B11206	India
QG37_07554	0.8243	CDC_B11207	India
QG37_07554	0.8740	CDC_B11208	India
QG37_07554	0.8409	CDC_B11209	India
QG37_07554	0.7602	CDC_B11210	India
QG37_07554	0.7916	CDC_B11212	India
QG37_07554	0.7629	CDC_B11213	India
QG37_07554	0.8203	CDC_B11214	India
QG37_07554	0.8037	CDC_B11215	India
QG37_07554	0.7393	CDC_B11216	India
QG37_07554	0.7739	CDC_B11217	India
QG37_07554	0.7677	CDC_B11218	India
QG37_07554	0.8167	CDC_B11219	India
QG37_07554	0.7893	CDC_B11220	Japan
QG37_07554	0.8130	CDC_B11221	South Africa
QG37_07554	0.8548	CDC_B11222	South Africa
QG37_07554	0.8658	CDC_B11223	South Africa
QG37_07554	0.9265	CDC_B11224	South Africa
QG37_07554	0.8549	CDC_B11225	South Africa
QG37_07554	0.8797	CDC_B11226	South Africa
QG37_07554	0.8804	CDC_B11227	South Africa
QG37_07554	0.8599	CDC_B11228	South Africa
QG37_07554	0.7531	CDC_B11229	South Africa
QG37_07554	0.7842	CDC_B11230	South Africa
QG37_07554	0.8923	CDC_B11243	Venezuela
QG37_07554	0.7923	CDC_B11244	Venezuela
QG37_07554	0.8546	CDC_B11245	Venezuela
QG37_07554	0.7815	CDC_B11246	Venezuela
QG37_07554	0.8493	CDC_B11247	Venezuela
QG37_07555	0.4966	CDC_B11096	Pakistan
QG37_07555	0.6839	CDC_B11097	Pakistan
QG37_07555	0.7038	CDC_B11098	Pakistan
QG37_07555	0.7731	CDC_B11099	Pakistan
QG37_07555	0.6104	CDC_B11101	Pakistan
QG37_07555	0.7708	CDC_B11102	Pakistan
QG37_07555	0.7748	CDC_B11103	Pakistan
QG37_07555	0.6223	CDC_B11105	Pakistan
QG37_07555	0.7770	CDC_B11112	Pakistan
QG37_07555	0.4983	CDC_B11113	Pakistan
QG37_07555	0.6110	CDC_B11114	Pakistan
QG37_07555	0.6036	CDC_B11115	Pakistan
QG37_07555	0.6675	CDC_B11116	Pakistan
QG37_07555	0.7836	CDC_B11117	Pakistan
QG37_07555	0.7753	CDC_B11118	Pakistan
QG37_07555	0.7097	CDC_B11119	Pakistan
QG37_07555	0.7850	CDC_B11200	India
QG37_07555	0.6100	CDC_B11201	India
QG37_07555	0.6436	CDC_B11205	India
QG37_07555	0.7188	CDC_B11206	India
QG37_07555	0.6706	CDC_B11207	India
QG37_07555	0.6689	CDC_B11208	India
QG37_07555	0.7414	CDC_B11209	India
QG37_07555	0.8676	CDC_B11210	India
QG37_07555	0.6965	CDC_B11212	India
QG37_07555	0.6771	CDC_B11213	India
QG37_07555	0.6267	CDC_B11214	India
QG37_07555	0.5675	CDC_B11215	India
QG37_07555	0.5743	CDC_B11216	India
QG37_07555	0.4259	CDC_B11217	India
QG37_07555	0.5498	CDC_B11218	India
QG37_07555	0.5935	CDC_B11219	India
QG37_07555	0.5228	CDC_B11220	Japan
QG37_07555	0.6789	CDC_B11221	South Africa
QG37_07555	0.6516	CDC_B11222	South Africa
QG37_07555	0.6093	CDC_B11223	South Africa
QG37_07555	0.5928	CDC_B11224	South Africa
QG37_07555	0.7657	CDC_B11225	South Africa
QG37_07555	0.6578	CDC_B11226	South Africa
QG37_07555	0.7500	CDC_B11227	South Africa
QG37_07555	0.7863	CDC_B11228	South Africa
QG37_07555	0.7506	CDC_B11229	South Africa
QG37_07555	0.7090	CDC_B11230	South Africa
QG37_07555	0.5627	CDC_B11243	Venezuela
QG37_07555	0.5253	CDC_B11244	Venezuela
QG37_07555	0.5711	CDC_B11245	Venezuela
QG37_07555	0.6899	CDC_B11246	Venezuela
QG37_07555	0.5060	CDC_B11247	Venezuela
QG37_07556	0.8920	CDC_B11096	Pakistan
QG37_07556	0.6386	CDC_B11097	Pakistan
QG37_07556	0.6323	CDC_B11098	Pakistan
QG37_07556	0.6686	CDC_B11099	Pakistan
QG37_07556	0.7557	CDC_B11101	Pakistan
QG37_07556	0.6393	CDC_B11102	Pakistan
QG37_07556	0.6741	CDC_B11103	Pakistan
QG37_07556	0.6936	CDC_B11105	Pakistan
