GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_06939	0.9241	0.9149	0.9478	0.8783	0.9223	0.9590	0.9610	0.9070	0.9426	0.8442	0.8821	0.8904	0.9405	0.8825	0.9256	0.8898	0.8506	0.8250	0.8881	0.9109	0.8059	0.8345	0.7515	0.8275	0.9514	0.8750	0.9150	0.8656	0.9050	0.9727	0.8000	0.8660	0.9393	0.9771	0.8905	0.9676	0.9589	0.9029	0.9852	0.8043	0.8991	0.9132	0.9673	0.8627	0.9612	1.0689	0.9633	1.0006
QG37_06940	0.9199	0.9643	0.7902	0.8823	0.8996	0.9991	1.0194	1.1065	1.0051	0.9252	1.0103	1.0494	1.0242	0.9555	0.9071	1.0821	0.8742	0.9181	0.9275	0.9449	0.9501	0.9860	0.8452	0.9301	0.9224	1.0877	1.0189	1.1324	0.8218	0.8781	1.0119	0.9839	1.0405	0.9773	0.9011	1.0499	0.9129	0.9704	1.0840	0.8639	0.9556	0.9982	0.9983	0.9486	1.0340	0.9888	0.8344	0.9672
QG37_06941	1.0565	0.9715	0.8046	0.8753	0.8156	0.9291	1.0311	0.8256	1.0614	0.8691	1.0180	0.8857	0.9199	0.8749	0.9810	0.8037	0.8325	0.8519	0.9628	0.9230	0.8322	0.8225	1.0403	0.8286	0.9683	1.0929	0.9605	0.8750	0.8460	0.7660	0.9335	0.7683	1.0052	0.9189	0.9759	1.0017	0.9838	0.9269	0.8954	0.8924	0.9217	1.0025	0.8698	1.0334	1.0301	0.9391	0.8941	0.9508
QG37_06942	1.1130	0.9815	0.9987	0.9862	0.9035	1.0733	1.0631	1.0183	1.1971	0.9503	1.0428	0.8927	1.0450	0.8046	1.0526	0.8462	1.0016	0.9772	1.0756	0.9341	0.9037	0.8551	1.1046	0.9041	1.0770	1.2365	0.9023	1.0398	0.9605	1.0509	0.9050	0.9296	1.0216	0.9836	0.9152	1.0282	0.8757	0.9700	0.8316	0.9556	1.0166	1.0745	0.9377	0.8889	0.9275	0.9229	0.8499	0.8989
QG37_06943	2.2850	2.2282	1.9993	1.9593	1.9413	2.0794	2.1047	2.0033	2.1551	1.9854	2.0500	1.9541	2.0790	2.0361	1.9865	1.9652	1.9747	1.7969	2.1262	2.0582	2.0090	1.9425	2.0043	1.9747	2.0572	1.9253	2.0649	1.9137	1.9268	2.3107	2.0417	2.0279	2.5807	2.3300	2.1980	2.1001	2.3136	2.3391	2.0818	2.4078	2.0671	2.4576	2.2099	2.4916	2.5621	2.4664	2.6818	2.7184
QG37_06944	0.8521	0.7941	0.9159	0.8950	0.8192	0.8842	0.8705	0.7819	0.8431	0.7748	0.8780	0.7126	0.8529	0.8923	0.8242	0.8858	0.8448	0.8156	0.7958	0.8697	0.8213	0.8175	0.8862	0.7330	0.8199	0.8060	0.8269	0.7388	0.7889	0.6457	0.8353	0.7594	0.8496	0.8179	0.8792	0.8705	0.8319	0.9216	0.8619	0.8614	0.9189	0.8864	0.8615	0.8610	0.8553	0.8380	0.8407	0.8578
QG37_06945	0.8878	0.8588	1.0104	1.0605	0.9878	0.9195	0.8788	1.0587	0.9862	1.0566	0.9714	0.9198	0.8583	1.0180	0.9504	1.0160	1.0746	0.9326	0.9871	1.1513	1.0269	0.9431	0.8654	1.0064	1.0275	0.8601	0.9115	1.0637	0.8594	0.9794	1.0014	0.9670	0.9072	0.8610	0.9786	1.0435	1.1082	0.9658	0.9479	0.9413	0.9705	0.9566	0.9916	0.9901	1.0469	1.0743	0.9907	1.0034
QG37_06946	0.8802	0.8442	0.8899	0.9492	0.8894	0.8088	0.8679	0.9270	0.8726	0.8590	0.8621	0.7731	0.8479	0.9257	0.9205	0.7832	0.8334	0.8729	0.8753	0.9198	0.9007	0.8061	0.7834	0.9106	0.9372	0.8480	0.7555	0.8152	0.8385	0.8005	0.7536	0.8608	0.8241	0.9332	0.9539	0.9141	0.9203	0.8351	0.9319	0.8986	0.9094	0.8751	0.8909	1.0224	0.8397	0.9503	0.9907	0.9275
QG37_06947	0.6500	0.7794	0.8044	0.7949	0.8459	0.6534	0.8975	0.7663	0.7617	0.6970	0.8278	0.8087	0.6060	0.8871	0.7753	0.7190	0.8767	0.7947	0.8366	0.7524	0.7844	0.8026	0.7705	0.8081	0.7508	0.7303	0.8201	0.7432	0.7398	0.5490	0.6963	0.8983	0.7900	0.9979	0.8680	0.7904	0.8203	0.7689	0.7562	0.8379	0.8333	0.8657	0.7717	0.8646	0.8380	0.9024	1.0281	0.8820
QG37_06948	0.9102	0.8090	0.7804	0.8536	0.8138	0.7834	0.7760	0.9202	0.8162	0.7908	0.9071	0.9621	0.9026	0.9899	0.8918	0.8995	0.9627	0.8948	0.8028	0.8631	0.7919	0.8431	0.9143	0.8579	0.8615	0.8790	0.9353	0.9133	0.8423	0.6035	0.8735	0.8878	0.7744	1.0883	0.9836	0.8408	0.8687	0.9246	0.9550	0.8408	0.9099	0.8654	0.8480	0.8617	0.9117	0.9376	1.0575	0.9220
QG37_06949	0.9816	0.9598	0.9486	0.9444	1.0058	1.0810	0.9030	1.0628	1.0980	0.9544	1.0664	1.1893	1.0879	1.0355	0.9949	1.0182	1.0035	0.8984	0.9091	0.9307	1.0668	0.9933	1.0579	0.9991	0.9293	0.9188	0.9571	0.9629	0.9152	1.2355	0.9638	0.8775	0.8756	1.0119	1.1291	0.9299	1.0616	1.0390	1.1810	1.1504	1.0022	0.9151	0.9662	1.1450	1.0424	1.0221	1.0073	0.9926
QG37_06950	0.8602	0.6740	0.7029	0.8194	0.6372	0.6293	0.7687	0.7430	0.8424	0.7540	0.7852	0.7452	0.8967	0.9228	0.7583	0.8210	0.7122	0.9197	0.7370	0.7024	0.7775	0.8100	0.7032	0.8256	0.8929	0.8586	0.8663	0.8236	0.6620	0.7705	0.8064	0.7538	0.7168	0.8215	0.8456	0.7389	0.8039	0.9113	0.9836	0.8507	0.8724	0.8784	0.6953	0.7263	0.8981	0.8974	0.8345	0.9738
QG37_06951	0.8067	0.8428	0.8002	0.8185	0.7853	0.9170	0.8800	0.7364	0.7928	0.6548	0.6294	0.7469	0.6954	0.9194	0.7823	0.8059	0.8086	0.7640	0.8921	0.7824	0.8116	0.7573	0.7474	0.8113	0.8473	0.6953	0.8482	0.6526	0.6848	0.6014	0.8430	0.7140	0.5927	0.7788	0.7881	0.8667	0.8915	0.7737	0.8322	0.6477	0.9346	0.7469	0.8112	0.6725	0.6263	0.7906	0.7332	0.7653
QG37_06952	0.8551	0.8568	0.7824	0.8633	0.8241	0.8320	0.8401	0.8909	0.8324	0.7495	0.8899	0.6950	0.8096	0.8578	0.9056	0.8936	0.8772	0.8527	0.8682	0.8489	0.8372	0.8684	0.8584	0.8583	0.8456	0.7660	0.8246	0.8186	0.7539	0.7890	0.7863	0.7991	0.7981	0.8794	0.7291	0.9279	0.7633	0.9040	0.8540	0.9097	0.8819	0.8705	0.8868	0.9785	0.8663	0.8232	0.8333	0.9571
QG37_06953	0.9572	0.9715	0.8945	0.8781	0.9947	0.9839	0.9022	0.9253	0.8808	0.9704	0.8850	0.9346	0.9025	0.9240	0.9586	0.8632	0.9091	0.9751	0.9879	1.0497	0.9722	0.8616	0.9138	0.9439	0.9587	0.8883	0.8875	0.8998	0.9176	0.7736	1.0083	0.9664	0.9479	0.9833	0.9660	0.8857	0.9587	0.9374	0.9452	0.9110	0.9375	0.8518	0.9636	1.1206	0.9661	0.9855	1.0667	0.9650
QG37_06954	1.0344	1.0907	1.0184	1.1396	0.9771	0.9249	0.9965	0.8688	1.0045	0.9498	1.0777	0.9399	1.0812	0.9665	0.9925	0.9619	1.0301	0.9992	1.0388	0.9239	1.0844	0.9636	1.0436	0.9886	1.0845	1.0454	1.0050	1.0217	1.0225	0.8694	1.0596	1.0029	1.0267	1.0174	1.0393	0.9100	0.9806	1.0961	1.0091	1.1756	0.9515	1.0736	1.0470	0.9715	1.1655	1.0748	1.1378	1.0199
QG37_06955	1.1246	1.1370	1.0467	1.0765	1.0477	1.0188	1.0542	1.0281	1.0852	1.0240	1.0105	1.0544	1.0143	1.0157	1.0823	0.9744	1.0352	1.0620	1.0403	1.0193	1.0961	1.0647	1.0786	1.0703	1.0609	1.0397	1.0593	1.0407	1.1375	0.9812	1.0340	1.0404	1.0033	1.0737	1.0324	1.0972	1.0042	1.0570	1.0972	0.9743	1.1141	1.0411	1.1383	1.0255	1.1607	1.0805	1.1175	1.0616
QG37_06956	4.5041	4.2659	4.1109	4.2622	4.1922	4.4141	4.3235	4.3424	4.5386	4.2397	4.0642	4.4272	4.2162	4.2797	4.1088	4.1837	4.2473	3.6557	4.5497	4.3143	3.7969	4.2724	4.0866	4.0099	4.2138	3.8631	4.1423	4.3187	4.0316	5.7232	4.7286	4.2218	6.2129	5.3949	4.9274	5.0948	4.7404	4.7599	4.8622	4.7738	4.2527	4.9339	4.3502	5.4066	5.5259	4.8615	5.1497	5.7113
QG37_06957	0.7463	0.6544	0.5832	0.4932	0.5527	0.6685	0.6106	0.6671	0.6852	0.5925	0.5261	0.5520	0.6151	0.6930	0.6932	0.8589	0.5960	0.6536	0.5889	0.5904	0.6549	0.6905	0.7309	0.6479	0.5939	0.5232	0.6591	0.5715	0.4559	0.8060	0.6056	0.5921	0.6220	0.7108	0.6537	0.5264	0.6990	0.6874	0.6315	0.5010	0.5924	0.5958	0.5056	0.6144	0.5624	0.7057	0.6529	0.5557
QG37_06958	0.9331	0.9087	0.8970	0.8447	0.8476	0.9261	0.9172	0.9456	0.9202	0.8102	0.8992	0.8399	0.9090	0.9051	0.8580	0.9009	0.8866	0.9255	0.8986	0.8924	0.8016	0.9316	0.8657	0.8193	0.8399	0.8599	0.9128	0.7914	0.7312	0.7342	0.8329	0.7336	0.9142	0.9408	0.9510	0.9498	0.9266	0.9494	0.8865	0.9223	0.9109	0.8870	0.9009	0.9187	0.9106	0.9406	0.9351	0.9189
QG37_06959	0.9448	0.8074	0.8815	0.8220	0.8848	0.9789	0.8653	0.9858	0.9034	0.9265	0.9712	0.8894	0.9214	0.9751	0.8326	0.9280	0.8748	0.9133	0.8364	0.9267	0.9505	0.8417	0.8607	0.8321	0.9034	0.8773	0.8400	0.8330	0.7649	0.7690	0.8881	0.8792	0.9096	0.9377	0.8776	0.8502	0.8745	0.9044	0.9378	0.8625	0.8761	0.7937	0.7881	0.8607	0.9212	0.8227	0.8492	0.8748
QG37_06960	0.7990	0.7491	0.6131	0.6170	0.6548	0.6533	0.7573	0.8471	0.7070	0.7311	0.7937	0.7322	0.5729	0.8317	0.7570	0.7648	0.6835	0.6282	0.8709	0.8686	0.8226	0.6939	0.6859	0.8881	0.6189	0.6710	0.7323	0.7562	0.7140	0.8930	0.6960	0.7974	0.3510	0.5500	0.3290	0.3486	0.3949	0.3524	0.4735	0.3991	0.3256	0.3865	0.3392	0.3816	0.3075	0.3895	0.4579	0.3190
QG37_06961	0.8718	0.8894	0.8368	0.8394	0.9801	1.0058	0.9795	0.9345	0.8800	0.9038	1.0281	0.7081	1.0518	0.9727	0.8266	0.9480	0.8856	0.8399	0.8113	1.0375	0.8721	0.8593	0.8710	0.8515	0.9433	0.7826	0.8470	0.8874	0.7944	1.0576	0.7790	0.7875	0.9003	0.8173	0.8577	0.6918	0.7774	0.7676	0.7950	0.8594	0.7991	0.8300	0.9768	0.6440	0.7581	0.8563	0.8794	0.8434
QG37_06962	0.9455	0.8676	0.8296	0.9233	0.8896	0.8607	0.9729	0.9031	0.8888	0.8810	0.8898	0.9000	0.8767	0.8277	0.9154	1.0008	0.9616	0.8687	0.8669	0.8914	0.9752	0.9052	0.8446	0.9008	0.8673	0.8906	0.9240	0.9694	0.8647	0.8678	0.9149	0.8833	0.8938	0.8417	0.8345	0.9167	0.8069	0.8782	0.9826	0.7739	0.8449	0.8227	0.7989	0.8700	0.8392	0.8530	0.8614	0.9207
QG37_06963	1.0242	0.9495	0.7648	1.0146	1.0672	0.9217	0.8710	0.9886	0.9126	0.8880	1.0086	0.8972	1.1550	0.8023	0.8989	0.9912	0.9423	0.8050	0.8733	1.0058	1.0476	0.8065	0.9743	0.9785	0.9160	0.9543	0.9854	0.9921	1.0324	0.7333	1.0721	0.8649	0.9162	0.9039	0.8481	0.7627	0.9538	0.8816	0.9877	0.9007	0.9698	1.0133	0.8524	0.9277	0.9084	1.1115	0.8640	0.9031
QG37_06964	0.9852	0.9736	0.8903	0.8560	0.8334	0.9023	0.9243	0.9195	0.8362	0.9085	0.9155	0.8593	0.8993	0.9023	0.8102	0.9439	0.9179	0.9158	0.9344	0.8283	0.9492	0.9006	0.8349	0.9189	0.8917	0.8436	0.8794	0.9333	0.7140	0.9476	0.9666	0.9085	0.9025	0.9481	0.8114	0.8325	0.8140	0.9251	0.9596	0.8907	0.9124	0.8556	0.8612	0.8901	0.9354	0.9121	0.9514	0.9822
