GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_00709	149.12	157.04	93.95	77.48	137.09	138.84	126.14	136.70	146.46	139.50	98.18	115.12	125.04	114.36	111.28	124.88	165.96	157.36	151.49	138.24	129.71	148.95	141.01	125.62	145.42	171.45	122.86	154.60	129.74	38.05	77.02	145.29	160.33	131.36	111.87	105.07	115.35	113.69	107.05	130.60	148.63	140.51	100.76	93.70	136.89	121.24	114.07	151.43
QG37_00710	160.73	164.07	93.63	82.66	132.04	145.85	130.06	143.19	153.36	134.44	115.68	110.27	126.03	114.69	98.19	113.04	161.14	173.59	147.17	134.61	125.53	143.52	150.77	110.87	134.65	169.82	121.89	156.38	126.51	32.92	90.58	160.17	174.58	128.52	128.11	102.64	121.19	112.12	92.96	119.28	155.39	139.10	98.04	99.02	136.79	132.16	105.92	153.67
QG37_00711	135.62	146.92	100.05	81.09	119.76	131.03	132.85	125.57	139.06	135.11	103.40	116.18	119.38	115.44	105.34	115.90	155.84	154.49	143.21	135.75	132.88	128.50	137.64	110.53	135.37	158.23	104.63	152.84	123.22	35.27	74.09	143.09	142.45	118.68	114.42	96.14	113.88	108.99	103.25	119.00	141.58	133.43	93.98	85.10	116.57	121.49	97.76	146.18
QG37_00712	125.68	104.28	61.39	39.25	103.87	94.72	97.89	92.66	95.10	100.15	85.92	70.68	71.70	75.99	79.34	91.19	105.02	94.62	105.08	89.45	81.63	92.16	101.36	81.15	82.14	98.06	81.50	113.82	72.63	22.87	62.63	91.11	95.52	86.55	85.32	69.24	76.17	90.09	74.23	84.63	100.84	91.85	64.94	52.46	76.95	71.93	66.65	95.94
QG37_00713	171.31	159.67	94.77	92.18	158.66	148.89	147.43	148.22	148.94	154.17	128.40	135.49	145.38	117.29	120.08	127.99	185.58	174.49	152.01	149.63	145.18	142.48	146.56	115.40	152.73	185.80	118.27	168.46	137.50	36.60	79.75	159.91	175.32	139.34	126.16	110.99	121.41	129.59	110.10	148.59	162.59	144.78	104.28	102.44	130.98	127.57	113.75	161.50
QG37_00714	163.70	152.25	88.62	77.69	134.75	129.07	123.23	117.61	140.66	139.30	112.42	112.16	124.01	112.42	108.36	115.46	164.82	162.47	149.49	133.99	124.92	129.68	135.19	106.07	136.49	157.55	102.45	157.48	118.28	31.84	71.72	139.75	152.00	135.22	116.91	97.86	107.76	119.44	105.10	120.23	151.11	120.73	100.30	100.33	133.44	116.87	105.29	156.98
QG37_00715	140.27	146.43	85.38	78.92	126.63	124.49	120.51	134.90	130.63	129.94	110.19	107.58	120.95	104.45	104.57	119.64	151.50	153.51	142.97	135.04	117.78	131.30	131.86	107.77	127.53	154.96	111.34	154.23	125.45	37.09	69.20	138.71	141.82	113.03	108.08	99.51	112.62	109.81	84.98	128.41	144.59	129.36	91.45	92.72	123.79	119.27	103.58	144.73
QG37_00716	154.38	144.51	95.58	76.73	124.88	136.76	151.52	136.22	150.90	141.67	119.94	114.82	139.16	106.70	97.82	124.60	156.56	163.35	143.08	127.67	129.21	132.08	145.34	108.74	130.45	177.69	110.02	150.44	116.72	40.13	82.50	136.97	159.84	127.88	116.16	103.75	107.31	127.53	97.82	138.47	158.72	140.53	104.27	103.62	135.45	130.81	105.19	152.31
QG37_00717	146.46	150.33	95.94	82.77	139.07	152.51	131.81	131.53	142.76	133.58	99.50	113.45	141.06	118.06	109.02	127.27	155.10	142.91	133.21	142.62	122.44	124.19	128.85	107.43	140.33	178.37	102.37	146.47	125.26	32.72	74.61	143.97	144.40	136.79	118.09	107.35	119.00	123.92	101.71	128.47	150.05	135.90	104.63	100.75	120.15	122.86	100.71	146.96
QG37_00718	146.20	152.40	95.71	81.43	126.79	142.78	126.15	131.76	131.49	131.77	105.55	110.51	125.32	110.28	114.34	128.59	153.10	148.64	144.38	138.31	126.17	140.60	136.86	115.47	153.80	153.98	111.07	149.45	122.39	36.70	80.88	142.58	144.80	138.47	127.05	104.81	123.52	128.01	102.26	130.93	140.92	131.89	96.79	94.32	113.65	115.91	118.89	148.75
